Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg. Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Purpose,Parent Sample,Description,Notes
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Total Alkalinity",471341,68,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Calcium",7440702,13,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Chloride",16887006,4,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Specific Conductance (EC)",0,171,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Hardness",0,61,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Magnesium",7439954,7,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Nitrate",14797558,0.9,0.1,mg/L,"EPA 300.0 48 hr",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Nitrate + Nitrite",0,0.19,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Total Organic Carbon",0,1.6,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Organic Carbon",0,1.5,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Ortho-phosphate",14265442,0.02,0.01,mg/L as P,"Std Method 4500-P, F",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Total Phosphorus",7723140,0.05,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Potassium",7440097,1,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Sodium",7440235,8,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Total Dissolved Solids",0,105,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Dissolved Sulfate",14808798,7,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Total Kjeldahl Nitrogen",0,0.1,0.1,mg/L as N,"EPA 351.2",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"Turbidity",0,17,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"UV Absorbance @254nm",0,0.047,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,"pH",0,6.6,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,Field Specific Conductance (EC),471341,158.4,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,Field Dissolved Oxygen,471341,9.15,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,Field Water Temperature,471341,16.3,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,Field Turbidity,471341,18.7,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0366,04/01/2003 13:35,Field pH,471341,7.38,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Total Alkalinity",471341,69,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Specific Conductance (EC)",0,157,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Dissolved Organic Carbon",0,1.2,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Total Organic Carbon",0,1.3,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"Turbidity",0,11,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"UV Absorbance @254nm",0,0.042,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,"pH",0,6.4,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,Field Specific Conductance (EC),471341,153,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,Field Dissolved Oxygen,471341,8.6,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,Field Water Temperature,471341,15.9,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,Field Turbidity,471341,13.6,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0287,04/07/2003 11:00,Field pH,471341,7.6,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Total Alkalinity",471341,64,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Specific Conductance (EC)",0,149,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Dissolved Organic Carbon",0,2.1,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Total Organic Carbon",0,2.3,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"Turbidity",0,22,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"UV Absorbance @254nm",0,0.05,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,"pH",0,6.2,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,Field Specific Conductance (EC),471341,149,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,Field Dissolved Oxygen,471341,8,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,Field Water Temperature,471341,15.8,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,Field Turbidity,471341,21.3,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0303,04/14/2003 13:45,Field pH,471341,7.5,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Total Alkalinity",471341,70,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Specific Conductance (EC)",0,160,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Dissolved Organic Carbon",0,1.6,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Total Organic Carbon",0,1.7,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"Turbidity",0,11,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"UV Absorbance @254nm",0,0.046,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,"pH",0,6.4,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field Specific Conductance (EC),471341,172.1,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field Dissolved Oxygen,471341,172,1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field Water Temperature,471341,7.61,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field Turbidity,471341,14.9,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field pH,471341,8.71,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0336,04/21/2003 08:30,Field Notes,,,,,,,,,,,"pre filter  used"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Total Alkalinity",471341,53,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Specific Conductance (EC)",0,117,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Dissolved Organic Carbon",0,2.3,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Total Organic Carbon",0,2.6,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"Turbidity",0,38,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"UV Absorbance @254nm",0,0.079,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,"pH",0,6.3,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field Specific Conductance (EC),471341,115.8,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field Dissolved Oxygen,471341,10.8,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field Water Temperature,471341,12.7,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field Turbidity,471341,44.5,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field pH,471341,8,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0403B0348,04/28/2003 08:40,Field Notes,,,,,,,,,,,"pre filter used"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Total Alkalinity",471341,56,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Calcium",7440702,10,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Chloride",16887006,3,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Specific Conductance (EC)",0,125,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Hardness",0,46,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Magnesium",7439954,5,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Nitrate",14797558,0.4,0.1,mg/L,"EPA 300.0 48 hr",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Nitrate + Nitrite",0,0.09,0.01,mg/L as N,"Std Method 4500-NO3-F (28Day)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Total Organic Carbon",0,2,0.1,mg/L as C,"EPA 415.1 (T) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Organic Carbon",0,1.7,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Ortho-phosphate",14265442,0.02,0.01,mg/L as P,"Std Method 4500-P, F",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Total Phosphorus",7723140,0.07,0.01,mg/L as P,"EPA 365.4",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Potassium",7440097,1,0.5,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Sodium",7440235,6,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Total Dissolved Solids",0,80,1,mg/L,"Std Method 2540 C",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Dissolved Sulfate",14808798,5,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Total Kjeldahl Nitrogen",0,0.2,0.1,mg/L as N,"EPA 351.2",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"Turbidity",0,31,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"UV Absorbance @254nm",0,0.05,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,"pH",0,6.2,0.1,pH Units,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,Field Specific Conductance (EC),471341,127.3,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,Field Dissolved Oxygen,471341,8,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,Field Water Temperature,471341,16.3,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,Field Turbidity,471341,38.8,1,N.T.U.,Turbidity, Compensated, Field,1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0503B0394,05/05/2003 12:50,Field pH,471341,7.5,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Total Alkalinity",471341,61,1,mg/L as CaCO3,"Std Method 2320 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Ammonia",7664417,< R.L.,0.01,mg/L as N,"EPA 350.1",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Calcium",7440702,11,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Chloride",16887006,5,1,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Specific Conductance (EC)",0,146,1,?S/cm@25?C,"Std Method 2510-B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Hardness",0,52,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"."
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,CB0603B0456,06/02/2003 09:05,"Dissolved Magnesium",7439954,6,1,mg/L,"EPA 200.7 (D)",1 Meters,"Water, Natural",Normal Sample,0,"."
