Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-08-25,,40120000.0,8.0,,,,0.52,,,,,,,11.0,2000.0,40.0,7.21,,26.4,
2000-08-26,,40810000.0,8.0,20.0,,,0.52,,,,,,,11.0,2000.0,41.0,7.41,,26.2,
2000-08-27,,39560000.0,8.0,18.8,,,0.52,,,,,,,11.0,2000.0,40.0,7.22,,25.5,
2000-08-28,,0.0,8.0,18.5,,,0.52,,,,,,,12.0,2000.0,,7.13,,25.8,
2000-08-29,,40560000.0,8.0,18.3,,,0.52,,,,,,,11.0,2000.0,41.0,7.36,,25.0,
2000-08-30,,41060000.0,8.0,19.4,,,0.52,,,,,,,9.0,2000.0,41.0,7.43,,23.8,
2000-08-31,,41750000.0,8.0,22.0,0.51,0.78,0.52,,,,24.8,,1.0,9.0,2000.0,42.0,7.35,,25.5,
2000-09-01,,43120000.0,9.0,21.6,,,0.52,,,,,,,9.0,2000.0,43.0,7.29,,24.9,
2000-09-02,,42440000.0,9.0,22.1,,,0.52,,,,,,,11.0,2000.0,42.0,7.48,,25.4,
2000-09-03,,40120000.0,9.0,20.9,,,0.52,,,,,,,12.0,2000.0,40.0,7.26,,25.1,
2000-09-04,,43560000.0,9.0,20.8,,,0.52,,,,,,,9.0,2000.0,44.0,7.25,,25.5,
2000-09-05,,40310000.0,9.0,21.4,,,0.52,,,,,,,8.0,2000.0,40.0,7.29,,25.5,
2000-09-06,,41120000.0,9.0,20.3,,,0.52,,,,,,,7.0,2000.0,41.0,7.03,,25.8,
2000-09-07,,40000000.0,9.0,22.6,0.04,,0.52,,,,24.8,,1.4,7.0,2000.0,40.0,7.35,,26.9,
2000-09-08,,39750000.0,9.0,21.6,,,0.52,,,,,,,8.0,2000.0,40.0,7.34,,25.6,
2000-09-09,,41310000.0,9.0,22.1,,,0.52,,,,,,,7.0,2000.0,41.0,7.29,,26.3,
2000-09-10,,41190000.0,9.0,21.4,,,0.52,,,,,,,9.0,2000.0,41.0,7.26,,25.8,
2000-09-11,,41250000.0,9.0,20.1,,,0.52,,,,,,,8.0,2000.0,41.0,7.17,,26.0,
2000-09-12,,40000000.0,9.0,21.1,,,0.52,,,,,,,7.0,2000.0,40.0,7.32,,26.1,
2000-09-13,,41000000.0,9.0,22.0,,,0.52,,,,,,,6.0,2000.0,41.0,7.31,,26.6,
2000-09-14,,40560000.0,9.0,21.4,0.53,0.66,0.52,,,,23.8,,1.14,7.0,2000.0,41.0,7.35,,26.0,
2000-09-15,,40690000.0,9.0,21.0,,,0.52,,,,,,,6.0,2000.0,41.0,7.25,,26.1,
2000-09-16,,40060000.0,9.0,20.8,,,0.52,,,,,,,5.0,2000.0,40.0,7.19,,26.8,
2000-09-17,,40870000.0,9.0,20.4,,,0.52,,,,,,,8.0,2000.0,41.0,7.26,,27.9,
2000-09-18,,42750000.0,9.0,19.6,,,0.52,,,,,,,6.0,2000.0,43.0,7.21,,26.5,
2000-09-19,,39060000.0,9.0,19.8,,,0.52,,,,,,,7.0,2000.0,39.0,7.3,,26.8,
2000-09-20,,41190000.0,9.0,20.7,,,0.52,,,,,,,6.0,2000.0,41.0,7.2,,26.9,
2000-09-21,,39120000.0,9.0,23.1,0.6,0.48,0.52,,,,25.3,,1.16,5.0,2000.0,39.0,7.13,,25.5,
2000-09-22,,40630000.0,9.0,20.4,,,0.52,,,,,,,5.0,2000.0,41.0,7.26,,25.2,
2000-09-23,,40630000.0,9.0,20.6,,,0.52,,,,,,,7.0,2000.0,41.0,7.21,,26.0,
2000-09-24,,40250000.0,9.0,19.3,,,0.52,,,,,,,6.0,2000.0,40.0,7.28,,26.0,
2000-09-25,,40190000.0,9.0,18.4,,,0.52,,,,,,,5.0,2000.0,40.0,7.17,,26.4,
2000-09-26,,39690000.0,9.0,16.2,0.83,0.7,0.52,,,,18.5,,0.92,3.0,2000.0,40.0,7.26,,25.5,
2000-09-27,,39370000.0,9.0,19.2,,,0.52,,,,,,,3.0,2000.0,39.0,7.24,,25.5,
2000-09-28,,38440000.0,9.0,20.1,,,0.52,,,,,,,4.0,2000.0,38.0,7.2,,25.0,
2000-09-29,,39560000.0,9.0,20.8,,,0.52,,,,,,,4.0,2000.0,40.0,7.25,,26.0,
2000-09-30,,40370000.0,9.0,17.3,,,0.52,,,,,,,5.0,2000.0,40.0,7.35,,26.0,
2000-10-01,,39750000.0,10.0,19.2,,,0.52,,,,,,,8.0,2000.0,40.0,7.32,,26.6,
2000-10-02,,42190000.0,10.0,17.5,,,0.52,,,,,,,2.0,2000.0,42.0,7.17,,25.8,
2000-10-03,,40190000.0,10.0,17.5,,,0.52,,,,,,,6.0,2000.0,40.0,7.29,,25.4,
2000-10-04,,39370000.0,10.0,21.1,,,0.52,,,,,,,6.0,2000.0,39.0,7.27,,25.2,
2000-10-05,,38940000.0,10.0,20.9,1.0,0.86,0.52,,,,23.9,,0.94,6.0,2000.0,39.0,7.14,,25.4,
2000-10-06,,39620000.0,10.0,19.5,,,0.52,,,,,,,5.0,2000.0,40.0,7.23,,25.2,
2000-10-07,,39560000.0,10.0,20.4,,,0.52,,,,,,,6.0,2000.0,40.0,7.34,,24.9,
2000-10-08,,39560000.0,10.0,19.8,,,0.52,,,,,,,5.0,2000.0,40.0,7.17,,25.2,
2000-10-09,,40440000.0,10.0,18.8,,,0.52,,,,,,,5.0,2000.0,40.0,7.15,,24.4,
2000-10-10,,40440000.0,10.0,18.5,0.86,1.34,0.52,,,,21.2,,0.88,5.0,2000.0,40.0,7.23,,23.7,
2000-10-11,,40370000.0,10.0,19.2,,,0.52,,,,,,,7.0,2000.0,40.0,7.29,,23.5,
2000-10-12,,39690000.0,10.0,19.5,,,0.52,,,,,,,6.0,2000.0,40.0,7.33,,24.0,
2000-10-13,,39620000.0,10.0,19.3,,,0.52,,,,,,,7.0,2000.0,40.0,7.29,,24.5,
2000-10-14,,40190000.0,10.0,19.0,,,0.52,,,,,,,6.0,2000.0,40.0,7.35,,24.6,
2000-10-15,,40690000.0,10.0,17.9,,1.57,0.52,,,,,,,7.0,2000.0,41.0,7.1,,25.4,
2000-10-16,,41370000.0,10.0,17.1,0.9,1.36,0.52,,,,,,,7.0,2000.0,41.0,7.16,,24.9,
2000-10-17,,39500000.0,10.0,17.2,1.0,1.51,0.52,,,,19.6,,0.9,6.0,2000.0,40.0,7.11,,24.8,
2000-10-18,,40440000.0,10.0,16.8,,,0.52,,,,,,,7.0,2000.0,40.0,7.16,,24.5,
2000-10-19,,40440000.0,10.0,18.3,,1.39,0.52,,,,,,,7.0,2000.0,40.0,7.19,,24.8,
2000-10-20,,40100000.0,10.0,18.3,,1.68,0.52,,,,,,,8.0,2000.0,40.0,7.32,,24.9,
2000-10-21,,26310000.0,10.0,18.6,,,0.52,,,,,,,7.0,2000.0,26.0,7.1,,24.9,
2000-10-22,,42690000.0,10.0,18.7,,1.74,0.52,,,,,,,12.0,2000.0,43.0,7.34,,23.5,
2000-10-23,,41060000.0,10.0,18.3,,,0.52,,,,,,,12.0,2000.0,41.0,7.17,,24.0,
2000-10-24,,38370000.0,10.0,17.5,0.77,1.54,0.52,,,,20.5,,1.08,10.0,2000.0,38.0,7.2,,24.3,
2000-10-25,,39560000.0,10.0,19.4,,,0.52,,,,,,,7.0,2000.0,40.0,7.21,,23.5,
2000-10-26,,44250000.0,10.0,20.3,,,0.52,,,,,,,5.0,2000.0,44.0,7.24,,23.2,
2000-10-27,,42870000.0,10.0,18.4,,,0.52,,,,,,,7.0,2000.0,43.0,7.16,,23.6,
2000-10-28,,39440000.0,10.0,16.3,,,0.52,,,,,,,6.0,2000.0,39.0,7.16,,23.8,
2000-10-29,,45310000.0,10.0,15.8,,,0.52,,,,,,,4.0,2000.0,45.0,7.3,,23.2,
2000-10-30,,45370000.0,10.0,14.8,,,0.52,,,,,,,6.0,2000.0,45.0,7.17,,22.3,
2000-10-31,,41870000.0,10.0,14.8,,,0.52,,,,,,,7.0,2000.0,42.0,7.28,,23.3,
2000-11-01,,42190000.0,11.0,15.1,,,0.52,,,,,,,7.0,2000.0,42.0,7.11,,23.3,
2000-11-02,,40560000.0,11.0,17.2,1.7,1.76,0.52,,,,19.8,,0.7,7.0,2000.0,41.0,7.1,,23.7,
2000-11-03,,41190000.0,11.0,18.2,,,0.52,,,,,,,8.0,2000.0,41.0,7.3,,23.6,
2000-11-04,,43690000.0,11.0,17.3,,,0.52,,,,,,,8.0,2000.0,44.0,7.05,,23.8,
2000-11-05,,44560000.0,11.0,16.3,,,0.52,,,,,,,11.0,2000.0,45.0,7.27,,23.9,
2000-11-06,,42370000.0,11.0,15.9,1.48,2.38,0.52,,,,19.0,,0.76,6.0,2000.0,42.0,7.25,,23.3,
2000-11-07,,40940000.0,11.0,14.7,,2.12,0.52,,,,,,,7.0,2000.0,41.0,7.27,,23.2,
2000-11-08,,39060000.0,11.0,14.9,,,0.52,,,,,,,7.0,2000.0,39.0,7.35,,23.2,
2000-11-09,,39370000.0,11.0,15.3,,,0.52,,,,,,,7.0,2000.0,39.0,7.22,,22.4,
2000-11-10,,41250000.0,11.0,14.6,,,0.52,,,,,,,7.0,2000.0,41.0,7.17,,22.2,
2000-11-11,,42310000.0,11.0,15.2,,,0.52,,,,,,,5.0,2000.0,42.0,7.33,,22.5,
2000-11-12,,42560000.0,11.0,14.5,,,0.52,,,,,,,7.0,2000.0,43.0,7.22,,22.3,
2000-11-13,,41620000.0,11.0,14.5,,,0.52,,,,,,,5.0,2000.0,42.0,7.17,,21.5,
2000-11-14,,40940000.0,11.0,13.0,2.44,2.44,0.52,,,,14.9,,0.66,6.0,2000.0,41.0,7.23,,21.6,
2000-11-15,,42000000.0,11.0,15.2,,,0.52,,,,,,,4.0,2000.0,42.0,7.3,,21.8,
2000-11-16,,39940000.0,11.0,16.1,,,0.52,,,,,,,6.0,2000.0,40.0,7.15,,21.2,
2000-11-17,,41120000.0,11.0,16.2,,,0.52,,,,,,,4.0,2000.0,41.0,7.2,,21.9,
2000-11-18,,41370000.0,11.0,16.0,,,0.52,,,,,,,5.0,2000.0,41.0,7.11,,21.9,
2000-11-19,,43120000.0,11.0,16.6,,,0.52,,,,,,,6.0,2000.0,43.0,7.21,,22.0,
2000-11-20,,41060000.0,11.0,16.0,1.7,2.32,0.52,,,,18.3,,0.88,7.0,2000.0,41.0,7.19,,21.6,
2000-11-21,,41060000.0,11.0,16.0,,,0.52,,,,,,,6.0,2000.0,41.0,7.17,,21.0,
2000-11-22,,41560000.0,11.0,16.2,,,0.52,,,,,,,5.0,2000.0,42.0,7.23,,21.0,
2000-11-23,,42940000.0,11.0,17.1,,,0.52,,,,,,,4.0,2000.0,43.0,7.16,,21.0,
2000-11-24,,39690000.0,11.0,15.3,,,0.52,,,,,,,7.0,2000.0,40.0,7.2,,21.2,
2000-11-25,,40750000.0,11.0,15.7,,,0.52,,,,,,,5.0,2000.0,41.0,7.42,,21.0,
2000-11-26,,42190000.0,11.0,17.9,,,0.52,,,,,,,6.0,2000.0,42.0,7.28,,21.7,
2000-11-27,,40940000.0,11.0,17.0,,,0.52,,,,,,,6.0,2000.0,41.0,7.22,,20.1,
2000-11-28,,40000000.0,11.0,16.5,0.92,2.41,0.52,,,,18.9,,2.26,6.0,2000.0,40.0,7.32,,20.6,
2000-11-29,,42440000.0,11.0,18.0,,,0.52,,,,,,,6.0,2000.0,42.0,7.22,,21.4,
2000-11-30,,39500000.0,11.0,17.9,,,0.52,,,,,,,5.0,2000.0,40.0,7.4,,21.0,
2000-12-01,,40630000.0,12.0,17.6,,,0.52,,,,,,,7.0,2000.0,41.0,7.29,,21.2,
2000-12-02,,42310000.0,12.0,18.0,,,0.52,,,,,,,9.0,2000.0,42.0,7.38,,21.2,
2000-12-03,,41940000.0,12.0,18.3,,,0.52,,,,,,,8.0,2000.0,42.0,7.19,,21.0,
2000-12-04,,40370000.0,12.0,17.9,,,0.52,,,,,,,8.0,2000.0,40.0,7.25,,21.2,
2000-12-05,,39690000.0,12.0,17.9,,,0.52,,,,,,,7.0,2000.0,40.0,7.2,,20.0,
2000-12-06,,39690000.0,12.0,20.2,,,0.52,,,,,,,5.0,2000.0,40.0,7.52,,19.4,
2000-12-07,,39250000.0,12.0,19.1,1.12,2.92,0.52,,,,21.5,,1.96,5.0,2000.0,39.0,7.36,,20.8,
2000-12-08,,40440000.0,12.0,20.2,,,0.52,,,,,,,6.0,2000.0,40.0,7.35,,21.5,
2000-12-09,,40940000.0,12.0,19.5,,,0.52,,,,,,,6.0,2000.0,41.0,7.38,,21.8,
2000-12-10,,41440000.0,12.0,18.5,,,0.52,,,,,,,8.0,2000.0,41.0,7.43,,21.4,
2000-12-11,,40690000.0,12.0,18.5,,,0.52,,,,,,,8.0,2000.0,41.0,7.39,,20.9,
2000-12-12,,40000000.0,12.0,17.4,0.52,2.62,0.52,,,,20.0,,1.6,9.0,2000.0,40.0,7.4,,20.7,
2000-12-13,,40190000.0,12.0,19.2,,,0.52,,,,,,,7.0,2000.0,40.0,7.29,,21.1,
2000-12-14,,46750000.0,12.0,18.5,,,0.52,,,,,,,7.0,2000.0,47.0,7.32,,20.5,
2000-12-15,,43810000.0,12.0,18.6,,,0.52,,,,,,,7.0,2000.0,44.0,7.34,,20.9,
2000-12-16,,43620000.0,12.0,17.0,,,0.52,,,,,,,8.0,2000.0,44.0,7.42,,20.3,
2000-12-17,,42190000.0,12.0,17.4,,,0.52,,,,,,,10.0,2000.0,42.0,7.39,,21.1,
2000-12-18,,41370000.0,12.0,17.2,,,0.52,,,,,,,7.0,2000.0,41.0,7.41,,20.1,
2000-12-19,,41120000.0,12.0,17.1,0.4,2.53,0.52,,,,19.5,,0.84,6.0,2000.0,41.0,7.32,,20.5,
2000-12-20,,40870000.0,12.0,18.3,,,0.52,,,,,,,8.0,2000.0,41.0,7.37,,21.0,
2000-12-21,,40750000.0,12.0,18.5,,,0.52,,,,,,,5.0,2000.0,41.0,7.3,,20.6,
2000-12-22,,42120000.0,12.0,18.5,,,0.52,,,,,,,7.0,2000.0,42.0,7.28,,20.6,
2000-12-23,,41560000.0,12.0,18.5,,,0.52,,,,,,,8.0,2000.0,42.0,7.28,,20.8,
2000-12-24,,41810000.0,12.0,18.4,,,0.52,,,,,,,10.0,2000.0,42.0,7.35,,21.0,
2000-12-25,,39440000.0,12.0,18.0,,,0.52,,,,,,,11.0,2000.0,39.0,7.48,,21.0,
2000-12-26,,41560000.0,12.0,18.8,,,0.52,,,,,,,10.0,2000.0,42.0,7.3,,20.2,
2000-12-27,,40190000.0,12.0,20.1,0.22,3.05,0.52,,,,22.7,,1.2,8.0,2000.0,40.0,7.29,,20.5,
2000-12-28,,39620000.0,12.0,19.4,,,0.52,,,,,,,9.0,2000.0,40.0,7.33,,20.5,
2000-12-29,,39810000.0,12.0,17.9,,,0.52,,,,,,,7.0,2000.0,40.0,7.34,,20.6,
2000-12-30,,39690000.0,12.0,20.2,,,0.52,,,,,,,9.0,2000.0,40.0,7.4,,20.0,
2000-12-31,,41000000.0,12.0,20.0,,,0.52,,,,,,,9.0,2000.0,41.0,7.34,,20.4,
2001-01-01,,39750000.0,1.0,19.2,,,0.52,,,,,,,9.0,2001.0,40.0,7.26,,20.0,
2001-01-02,,40310000.0,1.0,19.3,,,0.52,,,,,,,9.0,2001.0,40.0,7.37,,20.0,
2001-01-03,,39440000.0,1.0,18.8,,,0.52,,,,,,,7.0,2001.0,39.0,7.4,,20.0,
2001-01-04,,39310000.0,1.0,20.7,0.24,2.81,0.52,,,,23.1,,0.61,6.0,2001.0,39.0,7.42,,20.4,
2001-01-05,,40060000.0,1.0,20.7,,,0.52,,,,,,,7.0,2001.0,40.0,7.33,,20.4,
2001-01-06,,41250000.0,1.0,20.8,,,0.52,,,,,,,8.0,2001.0,41.0,7.22,,19.6,
2001-01-07,,41810000.0,1.0,21.5,,,0.52,,,,,,,9.0,2001.0,42.0,7.46,,19.9,
2001-01-08,,43310000.0,1.0,20.7,0.2,3.23,0.52,,,,23.8,,0.41,9.0,2001.0,43.0,7.29,,19.5,
2001-01-09,,41190000.0,1.0,19.2,,,0.52,,,,,,,8.0,2001.0,41.0,7.32,,19.0,
2001-01-10,,47120000.0,1.0,22.0,,,0.52,,,,,,,9.0,2001.0,47.0,7.41,,19.5,
2001-01-11,,51440000.0,1.0,20.4,,,0.52,,,,,,,8.0,2001.0,51.0,7.28,,19.3,
2001-01-12,,45620000.0,1.0,17.4,,,0.52,,,,,,,8.0,2001.0,46.0,7.27,,19.6,
2001-01-13,,44120000.0,1.0,17.6,,,0.52,,,,,,,8.0,2001.0,44.0,7.38,,19.8,
2001-01-14,,42690000.0,1.0,19.2,,,0.52,,,,,,,12.0,2001.0,43.0,7.38,,20.0,
2001-01-15,,44810000.0,1.0,17.6,,,0.52,,,,,,,9.0,2001.0,45.0,7.25,,18.5,
2001-01-16,,42120000.0,1.0,19.4,0.13,2.62,0.52,,,,22.6,,0.96,10.0,2001.0,42.0,7.35,,19.2,
2001-01-17,,40310000.0,1.0,19.6,,,0.52,,,,,,,11.0,2001.0,40.0,7.29,,19.4,
2001-01-18,,40440000.0,1.0,21.1,,,0.52,,,,,,,10.0,2001.0,40.0,7.31,,19.1,
2001-01-19,,41120000.0,1.0,21.7,,,0.52,,,,,,,9.0,2001.0,41.0,7.31,,19.5,
2001-01-20,,40500000.0,1.0,20.6,,,0.52,,,,,,,9.0,2001.0,41.0,7.34,,19.1,
2001-01-21,,41940000.0,1.0,20.7,,,0.52,,,,,,,11.0,2001.0,42.0,7.39,,19.4,
2001-01-22,,43120000.0,1.0,22.4,0.12,1.25,0.52,,,,25.4,,1.94,11.0,2001.0,43.0,7.19,,19.7,
2001-01-23,,41500000.0,1.0,22.7,,,0.52,,,,,,,14.0,2001.0,42.0,7.39,,19.4,
2001-01-24,,43120000.0,1.0,24.1,,,0.52,,,,,,,11.0,2001.0,43.0,7.36,,19.3,
2001-01-25,,47250000.0,1.0,23.7,,,0.52,,,,,,,10.0,2001.0,47.0,7.38,,19.2,
2001-01-26,,45870000.0,1.0,23.1,,,0.52,,,,,,,12.0,2001.0,46.0,7.4,,18.3,
2001-01-27,,46750000.0,1.0,19.1,,,0.52,,,,,,,7.0,2001.0,47.0,7.43,,19.5,
2001-01-28,,44060000.0,1.0,21.0,,,0.52,,,,,,,10.0,2001.0,44.0,7.41,,19.2,
2001-01-29,,43620000.0,1.0,20.8,,,0.52,,,,,,,12.0,2001.0,44.0,7.34,,19.6,
2001-01-30,,40750000.0,1.0,20.4,,,0.52,,,,,,,11.0,2001.0,41.0,7.36,,18.8,
2001-01-31,,41370000.0,1.0,22.5,,,0.52,,,,,,,6.0,2001.0,41.0,7.54,,19.5,
2001-02-01,,40750000.0,2.0,23.2,,,0.52,,,,,,,9.0,2001.0,41.0,7.47,,19.0,
2001-02-02,,40440000.0,2.0,23.6,,,0.52,,,,,,,8.0,2001.0,40.0,7.43,,18.9,
2001-02-03,,42310000.0,2.0,23.7,,,0.52,,,,,,,9.0,2001.0,42.0,7.36,,20.0,
2001-02-04,,42060000.0,2.0,23.4,,,0.52,,,,,,,10.0,2001.0,42.0,7.32,,20.1,
2001-02-05,,41500000.0,2.0,22.2,,,0.52,,,,,,,9.0,2001.0,42.0,7.45,,21.0,
2001-02-06,,40750000.0,2.0,21.9,0.16,0.6,0.52,,,,25.1,,1.44,10.0,2001.0,41.0,7.3,,19.0,
2001-02-07,,41000000.0,2.0,22.6,,,0.52,,,,,,,11.0,2001.0,41.0,7.4,,19.0,
2001-02-08,,40250000.0,2.0,25.9,,,0.52,,,,,,,12.0,2001.0,40.0,7.3,,19.0,
2001-02-09,,44370000.0,2.0,24.0,,1.13,0.52,,,,,,,11.0,2001.0,44.0,7.3,,19.0,
2001-02-10,,56560000.0,2.0,21.9,,,0.52,,,,,,,10.0,2001.0,57.0,7.37,,18.0,
2001-02-11,,66000000.0,2.0,17.9,,,0.52,,,,,,,12.0,2001.0,66.0,7.36,,17.0,
2001-02-12,,74870000.0,2.0,14.3,,,0.52,,,,,,,12.0,2001.0,75.0,7.3,,17.0,
2001-02-13,,57560000.0,2.0,12.5,,,0.52,,,,,,,14.0,2001.0,58.0,7.3,,17.0,
2001-02-14,,49750000.0,2.0,13.9,,,0.52,,,,,,,11.0,2001.0,50.0,7.5,,19.0,
2001-02-15,,48810000.0,2.0,17.0,0.1,0.76,0.52,,,,19.3,,1.68,8.0,2001.0,49.0,7.5,,19.0,
2001-02-16,,49250000.0,2.0,19.3,,,0.52,,,,,,,8.0,2001.0,49.0,7.45,,19.2,
2001-02-17,,49120000.0,2.0,18.4,,,0.52,,,,,,,9.0,2001.0,49.0,7.42,,19.0,
2001-02-18,,50440000.0,2.0,19.2,,,0.52,,,,,,,9.0,2001.0,50.0,7.36,,19.0,
2001-02-19,,56630000.0,2.0,16.9,,,0.52,,,,,,,9.0,2001.0,57.0,7.39,,19.1,
2001-02-20,,61440000.0,2.0,16.1,,,0.52,,,,,,,13.0,2001.0,61.0,7.3,,17.0,
2001-02-21,,55310000.0,2.0,14.0,,,0.52,,,,,,,9.0,2001.0,55.0,7.3,,18.0,
2001-02-22,,62000000.0,2.0,15.3,0.11,0.72,0.52,,,,17.5,,1.4,11.0,2001.0,62.0,7.5,,18.3,
2001-02-23,,70300000.0,2.0,14.7,,,0.52,,,,,,,15.0,2001.0,70.0,7.36,,16.8,
2001-02-24,,70900000.0,2.0,12.7,,,0.52,,,,,,,14.0,2001.0,71.0,7.4,,17.3,
2001-02-25,,64940000.0,2.0,14.1,,,0.52,,,,,,,15.0,2001.0,65.0,7.48,,17.8,
2001-02-26,,40500000.0,2.0,13.5,,,0.52,,,,,,,17.0,2001.0,41.0,7.27,,19.0,
2001-02-27,,55200000.0,2.0,16.1,0.52,0.65,0.52,,,,18.8,,1.3,18.0,2001.0,55.0,7.46,,19.0,
2001-02-28,,51440000.0,2.0,16.1,,,0.52,,,,,,,10.0,2001.0,51.0,7.5,,19.0,
2001-03-01,,49810000.0,3.0,18.7,,,0.52,,,,,,,6.0,2001.0,50.0,7.47,,18.5,
2001-03-02,,50060000.0,3.0,19.0,,,0.52,,,,,,,4.0,2001.0,50.0,7.39,,18.2,
2001-03-03,,50310000.0,3.0,17.9,,,0.52,,,,,,,7.0,2001.0,50.0,7.38,,18.2,
2001-03-04,,59000000.0,3.0,18.4,,,0.52,,,,,,,5.0,2001.0,59.0,7.29,,19.0,
2001-03-05,,60440000.0,3.0,15.6,0.16,0.66,0.52,,,,18.2,,0.76,8.0,2001.0,60.0,7.33,,18.0,
2001-03-06,,52440000.0,3.0,14.5,,,0.52,,,,,,,6.0,2001.0,52.0,7.4,,19.2,
2001-03-07,,51370000.0,3.0,15.7,,,0.52,,,,,,,4.0,2001.0,51.0,7.39,,20.1,
2001-03-08,,50250000.0,3.0,17.7,,,0.52,,,,,,,8.0,2001.0,50.0,7.37,,20.2,
2001-03-09,,49750000.0,3.0,18.1,,,0.52,,,,,,,8.0,2001.0,50.0,7.59,,19.7,
2001-03-10,,50440000.0,3.0,18.4,,,0.52,,,,,,,6.0,2001.0,50.0,7.5,,19.5,
2001-03-11,,49060000.0,3.0,18.4,,,0.52,,,,,,,9.0,2001.0,49.0,7.38,,20.0,
2001-03-12,,47310000.0,3.0,18.0,,,0.52,,,,,,,5.0,2001.0,47.0,7.34,,21.4,
2001-03-13,,45560000.0,3.0,18.8,0.17,0.7,0.52,,,,20.8,,0.5,6.0,2001.0,46.0,7.6,,23.0,
2001-03-14,,47500000.0,3.0,20.9,,,0.52,,,,,,,6.0,2001.0,48.0,7.5,,21.0,
2001-03-15,,48310000.0,3.0,20.4,,,0.52,,,,,,,8.0,2001.0,48.0,7.49,,21.0,
2001-03-16,,46190000.0,3.0,20.0,,,0.52,,,,,,,10.0,2001.0,46.0,7.44,,21.0,
2001-03-17,,38700000.0,3.0,20.3,,,0.52,,,,,,,20.0,2001.0,39.0,7.45,,21.3,
2001-03-18,,39800000.0,3.0,19.5,,,0.52,,,,,,,13.0,2001.0,40.0,7.4,,21.3,
2001-03-19,,43900000.0,3.0,19.1,0.25,0.71,0.52,,,,21.9,,1.6,14.0,2001.0,44.0,7.5,,23.8,
2001-03-20,,43060000.0,3.0,18.6,,,0.52,,,,,,,13.0,2001.0,43.0,7.4,,22.0,
2001-03-21,,44690000.0,3.0,20.8,,,0.52,,,,,,,13.0,2001.0,45.0,7.5,,21.0,
2001-03-22,,44120000.0,3.0,20.7,,,0.52,,,,,,,10.0,2001.0,44.0,7.5,,21.0,
2001-03-23,,45940000.0,3.0,22.2,,,0.52,,,,,,,9.0,2001.0,46.0,7.4,,21.0,
2001-03-24,,55870000.0,3.0,21.1,,,0.52,,,,,,,9.0,2001.0,56.0,7.41,,20.0,
2001-03-25,,47940000.0,3.0,18.9,,,0.52,,,,,,,8.0,2001.0,48.0,7.36,,20.7,
2001-03-26,,44120000.0,3.0,18.0,,,0.52,,,,,,,10.0,2001.0,44.0,7.0,,21.0,
2001-03-27,,43620000.0,3.0,19.4,0.27,0.88,0.52,,,,21.9,,1.1,9.0,2001.0,44.0,7.41,,22.0,
2001-03-28,,43000000.0,3.0,21.0,,,0.52,,,,,,,8.0,2001.0,43.0,7.46,,21.8,
2001-03-29,,41870000.0,3.0,21.0,,,0.52,,,,,,,6.0,2001.0,42.0,7.42,,22.0,
2001-03-30,,42370000.0,3.0,21.0,,,0.52,,,,,,,8.0,2001.0,42.0,7.3,,22.0,
2001-03-31,,42750000.0,3.0,21.0,,,0.52,,,,,,,10.0,2001.0,43.0,7.27,,25.5,
2001-04-01,,44620000.0,4.0,20.1,,,0.52,,,,,,,7.0,2001.0,45.0,7.54,,20.9,
2001-04-02,,43060000.0,4.0,19.6,,,0.52,,,,,,,7.0,2001.0,43.0,7.24,,21.0,
2001-04-03,,41250000.0,4.0,19.8,0.26,0.36,0.52,,,,21.9,,1.1,9.0,2001.0,41.0,7.37,,20.0,
2001-04-04,,41250000.0,4.0,20.7,,,0.52,,,,,,,10.0,2001.0,41.0,7.29,,21.0,
2001-04-05,,40870000.0,4.0,21.7,,,0.52,,,,,,,7.0,2001.0,41.0,7.48,,21.8,
2001-04-06,,43560000.0,4.0,20.8,,,0.52,,,,,,,10.0,2001.0,44.0,7.41,,20.0,
2001-04-07,,46370000.0,4.0,21.4,,,0.52,,,,,,,9.0,2001.0,46.0,7.53,,20.5,
2001-04-08,,44940000.0,4.0,18.9,,,0.52,,,,,,,8.0,2001.0,45.0,7.34,,20.0,
2001-04-09,,44940000.0,4.0,18.7,,,0.52,,,,,,,9.0,2001.0,45.0,7.41,,20.7,
2001-04-10,,42560000.0,4.0,19.0,0.25,1.34,0.52,,,,21.8,,1.8,14.0,2001.0,43.0,7.48,,21.0,
2001-04-11,,42810000.0,4.0,20.5,,,0.52,,,,,,,10.0,2001.0,43.0,7.52,,21.1,
2001-04-12,,43060000.0,4.0,21.2,,,0.52,,,,,,,10.0,2001.0,43.0,7.54,,21.2,
2001-04-13,,42060000.0,4.0,21.0,,,0.52,,,,,,,7.0,2001.0,42.0,7.45,,21.1,
2001-04-14,,48620000.0,4.0,20.5,,,0.52,,,,,,,9.0,2001.0,49.0,7.38,,21.3,
2001-04-15,,44250000.0,4.0,19.3,,,0.52,,,,,,,9.0,2001.0,44.0,7.49,,21.5,
2001-04-16,,42870000.0,4.0,18.4,0.29,1.38,0.52,,,,21.0,,0.57,9.0,2001.0,43.0,7.35,,21.5,
