Date,flow ft3/s,NH3 mg/L N,NO3 mg/L N,PO4 mg/L P
2006-06-09,25986.1657721,,,
2006-06-10,24922.7865211,,,
2006-06-11,23700.7727446,,,
2006-06-12,23098.307995,,,
2006-06-13,22996.1300514,,,
2006-06-14,22551.1766724,,,
2006-06-15,22103.0815291,,,
2006-06-16,22426.2616921,,,
2006-06-17,22309.9765115,,,
2006-06-18,22128.3968091,,,
2006-06-19,21085.419938,,,
2006-06-20,20208.8659507,,,
2006-06-21,19214.8226414,,,
2006-06-22,18935.5815189,,,
2006-06-23,17796.7328566,,,
2006-06-24,16904.8605225,,,
2006-06-25,16578.9919355,,,
2006-06-26,16648.3189039,,,
2006-06-27,16171.6433942,,,
2006-06-28,15753.5095351,,,
2006-06-29,15309.4178127,,,
2006-06-30,11530.4248198,0.08759856,0.19922104,0.05139856
2006-07-01,10178.7424635,,,
2006-07-02,9793.50684932,,,
2006-07-03,9739.87350055,,,
2006-07-04,9426.79209407,,,
2006-07-05,9127.55781575,,,
2006-07-06,9132.9397657,,,
2006-07-07,9023.24110672,,,
2006-07-08,8834.5104406,,,
2006-07-09,8478.77490775,,,
2006-07-10,7714.0,,,
2006-07-11,7038.0,,,
2006-07-12,6969.0,,,
2006-07-13,7668.0,,,
2006-07-14,6475.0,,,
2006-07-15,7261.0,,,
2006-07-16,7827.0,,,
2006-07-17,8829.0,,,
2006-07-18,8193.0,,,
2006-07-19,8270.0,,,
2006-07-20,8620.0,,,
2006-07-21,8058.0,,,
2006-07-22,8104.0,,,
2006-07-23,8328.0,,,
2006-07-24,8948.0,,,
2006-07-25,9097.0,,,
2006-07-26,9030.0,,,
2006-07-27,9252.0,,,
2006-07-28,8911.0,,,
2006-07-29,8242.0,,,
2006-07-30,8089.0,,,
2006-07-31,7917.0,0.0823602,0.231578,0.04688234
2006-08-01,9080.0,,,
2006-08-02,8796.0,,,
2006-08-03,8249.0,,,
2006-08-04,7739.0,,,
2006-08-05,8499.0,,,
2006-08-06,8082.0,,,
2006-08-07,7698.0,,,
2006-08-08,7458.0,,,
2006-08-09,7081.0,,,
2006-08-10,6884.0,,,
2006-08-11,6611.0,,,
2006-08-12,6788.0,,,
2006-08-13,6821.0,,,
2006-08-14,6536.0,,,
2006-08-15,6324.0,,,
2006-08-16,7299.0,,,
2006-08-17,7021.0,,,
2006-08-18,7121.0,,,
2006-08-19,7283.0,,,
2006-08-20,7595.0,,,
2006-08-21,7902.0,,,
2006-08-22,7163.0,,,
2006-08-23,7401.0,,,
2006-08-24,8236.0,,,
2006-08-25,6829.0,,,
2006-08-26,6906.0,,,
2006-08-27,6666.0,,,
2006-08-28,6452.0,,,
2006-08-29,5589.0,,,
2006-08-30,5875.0,,,
2006-08-31,6050.0,0.07976904,0.17905252,0.0504124
2006-09-01,6100.0,,,
2006-09-02,6141.0,,,
2006-09-03,6453.0,,,
2006-09-04,6622.0,,,
2006-09-05,6718.0,,,
2006-09-06,6254.0,,,
2006-09-07,6133.0,,,
2006-09-08,5671.0,,,
2006-09-09,6859.0,,,
2006-09-10,7135.0,,,
2006-09-11,7211.0,,,
2006-09-12,7735.0,0.14336,0.15652,0.0403
2006-09-13,8408.0,,,
2006-09-14,7550.0,,,
2006-09-15,9000.0,,,
2006-09-16,8590.0,,,
2006-09-17,8619.0,,,
2006-09-18,8849.0,,,
2006-09-19,8533.0,,,
2006-09-20,7882.0,,,
2006-09-21,7756.0,,,
2006-09-22,7795.0,,,
2006-09-23,7439.0,,,
2006-09-24,7133.0,,,
2006-09-25,6760.0,,,
2006-09-26,6291.0,,,
2006-09-27,6045.0,,,
2006-09-28,5219.0,,,
2006-09-29,4212.0,,,
2006-09-30,4345.0,,,
2006-10-01,6399.0,,,
2006-10-02,6081.0,,,
2006-10-03,5649.0,,,
2006-10-04,5697.0,,,
2006-10-05,6558.0,,,
2006-10-06,5615.0,,,
2006-10-07,5836.0,,,
2006-10-08,5919.0,,,
2006-10-09,5310.0,,,
2006-10-10,4103.0,,,
2006-10-11,4158.0,,,
2006-10-12,3639.0,,,
2006-10-13,3556.0,,,
2006-10-14,4769.0,,,
2006-10-15,3826.0,,,
2006-10-16,2563.0,,,
2006-10-17,2572.0,0.224,0.3528,0.06262
2006-10-18,2013.0,,,
2006-10-19,1870.0,,,
2006-10-20,2319.0,,,
2006-10-21,3686.0,,,
2006-10-22,2554.0,,,
2006-10-23,2503.0,,,
2006-10-24,2928.0,,,
2006-10-25,3603.0,,,
2006-10-26,2933.0,,,
2006-10-27,2831.0,,,
2006-10-28,2803.0,,,
2006-10-29,2598.0,,,
2006-10-30,3709.0,,,
2006-10-31,4479.0,,,
2006-11-01,3655.0,,,
2006-11-02,4848.44963592,,,
2006-11-03,4755.0,,,
2006-11-04,5332.17672727,,,
2006-11-05,5227.16394052,,,
2006-11-06,4233.0,,,
2006-11-07,3766.0,,,
2006-11-08,3982.0,,,
2006-11-09,3387.0,,,
2006-11-10,4400.0,,,
2006-11-11,4930.0,,,
2006-11-12,5036.0,,,
2006-11-13,7322.05497046,,,
2006-11-14,8785.0,0.29106,0.39942,0.08339
2006-11-15,9437.0,,,
2006-11-16,8284.0,,,
2006-11-17,8276.0,,,
2006-11-18,5029.0,,,
2006-11-19,4697.0,,,
2006-11-20,3865.0,,,
2006-11-21,3871.0,,,
2006-11-22,4019.0,,,
2006-11-23,4213.0,,,
2006-11-24,4109.0,,,
2006-11-25,4377.0,,,
2006-11-26,4303.0,,,
2006-11-27,4687.0,,,
2006-11-28,5099.0,,,
2006-11-29,6288.0,,,
2006-11-30,5679.0,,,
2006-12-01,3085.0,,,
2006-12-02,2541.0,,,
2006-12-03,2462.0,,,
2006-12-04,3032.0,,,
2006-12-05,2905.0,,,
2006-12-06,3789.0,,,
2006-12-07,3758.0,,,
2006-12-08,4339.0,,,
2006-12-09,8371.0,,,
2006-12-10,10929.0,,,
2006-12-11,10346.0,,,
2006-12-12,15183.8625894,0.26124,0.39088,0.07006
2006-12-13,15645.0,,,
2006-12-14,13199.0,,,
2006-12-15,15504.0,,,
2006-12-16,17414.0,,,
2006-12-17,13267.0,,,
2006-12-18,11275.0,,,
2006-12-19,9057.0,,,
2006-12-20,6496.0,,,
2006-12-21,6489.0,,,
2006-12-22,6657.0,,,
2006-12-23,6675.0,,,
2006-12-24,6738.0,,,
2006-12-25,6616.0,,,
2006-12-26,6183.0,,,
2006-12-27,7977.0,,,
2006-12-28,12120.0,,,
2006-12-29,17722.0,,,
2006-12-30,17815.0,,,
2006-12-31,11630.0,,,
2007-01-01,9287.0,,,
2007-01-02,9742.0,,,
2007-01-03,8688.0,,,
2007-01-04,10310.0,,,
2007-01-05,11600.0,,,
2007-01-06,11284.0,,,
2007-01-07,11824.0,,,
2007-01-08,10738.0,,,
2007-01-09,8809.0,0.22204,0.371,0.03534
2007-01-10,8148.0,,,
2007-01-11,7401.0,,,
2007-01-12,6372.0,,,
2007-01-13,4734.0,,,
2007-01-14,4348.0,,,
2007-01-15,8384.0,,,
2007-01-16,7853.0,,,
2007-01-17,7770.0,,,
2007-01-18,8109.0,,,
2007-01-19,7935.0,,,
2007-01-20,8213.0,,,
2007-01-21,8274.0,,,
2007-01-22,7972.0,,,
2007-01-23,6628.0,,,
2007-01-24,7055.0,,,
2007-01-25,6760.0,,,
2007-01-26,6579.0,,,
2007-01-27,6735.0,,,
2007-01-28,7481.0,,,
2007-01-29,7747.0,,,
2007-01-30,8801.0,,,
2007-01-31,9515.0,,,
2007-02-01,9574.0,,,
2007-02-02,8986.0,,,
2007-02-03,8490.0,,,
2007-02-04,8031.0,,,
2007-02-05,7825.0,,,
2007-02-06,7759.0,0.2499,0.33726,0.03813
2007-02-07,8293.0,,,
2007-02-08,9705.0,,,
2007-02-09,12332.6169647,,,
2007-02-10,16130.4951601,,,
2007-02-11,25222.8174151,,,
2007-02-12,36398.4146621,,,
2007-02-13,36487.20939,,,
2007-02-14,34643.6081514,,,
2007-02-15,29300.517084,,,
2007-02-16,25688.9222323,,,
2007-02-17,22819.5609909,,,
2007-02-18,19492.5573934,,,
2007-02-19,17862.7373932,,,
2007-02-20,16484.0,,,
2007-02-21,15140.0,,,
2007-02-22,15187.790404,,,
2007-02-23,16248.0,,,
2007-02-24,17395.0,,,
2007-02-25,20964.1390481,,,
2007-02-26,24256.9916542,,,
2007-02-27,27323.4237934,,,
2007-02-28,29460.4912137,,,
2007-03-01,28446.7911652,,,
2007-03-02,26875.1169456,,,
2007-03-03,24640.0868961,,,
2007-03-04,22541.0821427,,,
2007-03-05,21266.0811175,,,
2007-03-06,20215.7866582,0.14448,0.29526,0.02232
2007-03-07,17847.0,,,
2007-03-08,15848.0,,,
2007-03-09,14641.0,,,
2007-03-10,13411.0,,,
2007-03-11,13045.0,,,
2007-03-12,11675.0,,,
2007-03-13,11461.0,,,
2007-03-14,11021.0,,,
2007-03-15,11189.0,,,
2007-03-16,10771.0,,,
2007-03-17,9952.0,,,
2007-03-18,9706.0,,,
2007-03-19,8459.0,,,
2007-03-20,9728.0,,,
2007-03-21,10434.0,,,
2007-03-22,10042.0,,,
2007-03-23,9702.0,,,
2007-03-24,9453.0,,,
2007-03-25,8200.0,,,
2007-03-26,8910.0,,,
2007-03-27,8942.0,,,
2007-03-28,9647.0,,,
2007-03-29,9625.0,,,
2007-03-30,11003.0,,,
2007-03-31,10000.0,,,
2007-04-01,9314.0,,,
2007-04-02,9722.0,,,
2007-04-03,10140.0,0.2065,0.31472,0.06851
2007-04-04,9623.0,,,
2007-04-05,9551.0,,,
2007-04-06,9607.0,,,
2007-04-07,9303.0,,,
2007-04-08,9491.0,,,
2007-04-09,10408.0,,,
2007-04-10,10218.0,,,
2007-04-11,11261.0,,,
2007-04-12,11621.0,,,
2007-04-13,11013.0,,,
2007-04-14,12099.655706,,,
2007-04-15,12604.6419437,,,
2007-04-16,10910.0,,,
2007-04-17,10257.0,,,
2007-04-18,10905.0,,,
2007-04-19,7890.0,,,
2007-04-20,7576.0,,,
2007-04-21,8463.0,,,
2007-04-22,9762.17031563,,,
2007-04-23,10348.5432075,,,
2007-04-24,10704.7780921,,,
2007-04-25,11223.0157199,,,
2007-04-26,10343.8774109,,,
2007-04-27,8874.22492401,,,
2007-04-28,7801.53166987,,,
2007-04-29,6757.03761148,,,
2007-04-30,6607.72257747,,,
2007-05-01,6082.39762611,,,
2007-05-02,6462.45207618,,,
2007-05-03,6738.53132883,,,
2007-05-04,7293.16607774,,,
2007-05-05,8264.62520938,,,
2007-05-06,9046.98164063,,,
2007-05-07,8493.99269649,,,
2007-05-08,7216.86393773,,,
2007-05-09,6650.68720083,,,
2007-05-10,6227.59266936,,,
2007-05-11,6193.68758838,,,
2007-05-12,6192.42020764,,,
2007-05-13,6478.4268595,,,
2007-05-14,6277.59928141,,,
2007-05-15,5907.49139643,,,
2007-05-16,6049.66863905,,,
2007-05-17,5809.0004399,,,
2007-05-18,6369.98453289,,,
2007-05-19,6662.50208101,,,
2007-05-20,6415.89514093,,,
2007-05-21,6914.53604142,,,
2007-05-22,7238.35410737,,,
2007-05-23,7383.22872446,,,
2007-05-24,6526.72611189,,,
2007-05-25,4923.45953587,,,
2007-05-26,3785.08808692,,,
2007-05-27,3331.38283191,,,
2007-05-28,3378.31070101,,,
2007-05-29,3554.52775499,,,
2007-05-30,5247.50215863,,,
2007-05-31,5948.02494388,,,
2007-06-01,5758.91797513,,,
2007-06-02,4805.91133739,,,
2007-06-03,4351.02950311,,,
2007-06-04,4809.29085492,,,
2007-06-05,5515.21831325,,,
2007-06-06,7409.23037838,,,
2007-06-07,7334.83621926,,,
2007-06-08,7435.64992134,,,
2007-06-09,6474.05495594,,,
2007-06-10,5670.38090307,,,
2007-06-11,7019.16563083,,,
2007-06-12,7343.68769074,,,
2007-06-13,6643.73567782,,,
2007-06-14,5689.0,,,
2007-06-15,5410.0,,,
2007-06-16,5321.37102086,,,
2007-06-17,5777.13829931,,,
2007-06-18,6048.94404263,,,
2007-06-19,6018.5859397,,,
2007-06-20,6756.66344243,,,
2007-06-21,7013.66916613,,,
2007-06-22,6752.0,,,
2007-06-23,6447.0,,,
2007-06-24,6808.98113208,,,
2007-06-25,6968.13484972,,,
2007-06-26,6766.0,,,
2007-06-27,7118.85876935,,,
2007-06-28,7203.54065414,,,
2007-06-29,8571.81543116,,,
2007-06-30,9686.09485019,,,
2007-07-01,5754.0,,,
2007-07-02,6431.0,,,
2007-07-03,7443.0,,,
2007-07-04,6759.0,,,
2007-07-05,5466.0,,,
2007-07-06,4813.0,,,
2007-07-07,5770.0,,,
2007-07-08,4764.0,,,
2007-07-09,4282.0,,,
2007-07-10,4594.0,,,
2007-07-11,4221.0,,,
2007-07-12,5607.0,,,
2007-07-13,6494.0,,,
2007-07-14,5265.0,,,
2007-07-15,5357.0,,,
2007-07-16,5193.0,,,
2007-07-17,5563.0,,,
2007-07-18,5329.0,,,
2007-07-19,5682.0,,,
2007-07-20,5702.0,,,
2007-07-21,7101.0,,,
2007-07-22,6332.0,,,
2007-07-23,5851.0,,,
2007-07-24,5172.0,,,
2007-07-25,5395.0,,,
2007-07-26,4583.0,,,
2007-07-27,4124.0,,,
2007-07-28,4150.0,,,
2007-07-29,4089.0,,,
2007-07-30,3691.0,,,
2007-07-31,3082.0,,,
2007-08-01,2889.0,,,
2007-08-02,2601.0,,,
2007-08-03,3056.0,,,
2007-08-04,4117.0,,,
2007-08-05,2344.0,,,
2007-08-06,3484.0,,,
2007-08-07,3549.0,,,
2007-08-08,3355.0,,,
2007-08-09,3825.0,,,
2007-08-10,4212.0,,,
2007-08-11,4508.0,,,
2007-08-12,4153.0,,,
2007-08-13,4398.0,,,
2007-08-14,4102.0,,,
2007-08-15,4035.0,,,
2007-08-16,3985.0,,,
2007-08-17,3481.0,,,
2007-08-18,2897.0,,,
2007-08-19,3275.0,,,
2007-08-20,3295.0,,,
2007-08-21,2735.0,,,
2007-08-22,2681.0,,,
2007-08-23,2744.0,,,
2007-08-24,2991.0,,,
2007-08-25,4327.0,,,
2007-08-26,4284.0,,,
2007-08-27,4709.0,,,
2007-08-28,4573.0,,,
2007-08-29,4325.0,,,
2007-08-30,4573.0,,,
2007-08-31,4856.0,,,
2007-09-01,4746.0,,,
2007-09-02,5076.0,,,
2007-09-03,4866.0,,,
2007-09-04,4729.0,,,
2007-09-05,5230.0,,,
2007-09-06,4849.0,,,
2007-09-07,4674.0,,,
2007-09-08,5010.0,,,
2007-09-09,4647.0,,,
2007-09-10,4887.0,,,
2007-09-11,4503.0,0.12754,0.1988,0.05332
2007-09-12,4899.0,,,
2007-09-13,5524.0,,,
2007-09-14,5468.0,,,
2007-09-15,5057.0,,,
2007-09-16,5514.0,,,
2007-09-17,5973.0,,,
2007-09-18,5299.0,,,
2007-09-19,4626.0,,,
2007-09-20,5570.0,,,
2007-09-21,5136.0,,,
2007-09-22,4713.0,,,
2007-09-23,4940.0,,,
2007-09-24,5330.0,,,
2007-09-25,4035.0,,,
2007-09-26,3334.0,,,
2007-09-27,1175.0,,,
2007-09-28,835.0,,,
2007-09-29,2849.0,,,
2007-09-30,1089.0,,,
2007-10-01,3003.0,,,
2007-10-02,2650.0,,,
2007-10-03,2728.0,,,
2007-10-04,3161.0,,,
2007-10-05,3439.0,,,
2007-10-06,3716.0,,,
2007-10-07,3359.0,,,
2007-10-08,3142.0,,,
2007-10-09,3086.0,,,
2007-10-10,5459.0,,,
2007-10-11,4995.0,,,
2007-10-12,6514.1479012,,,
2007-10-13,6151.01419782,,,
2007-10-14,5816.54290598,,,
2007-10-15,3816.0,,,
2007-10-16,4479.0,,,
2007-10-17,2749.0,,,
2007-10-18,2821.0,,,
2007-10-19,2622.0,,,
2007-10-20,3021.0,,,
2007-10-21,2838.0,,,
2007-10-22,3015.0,,,
2007-10-23,3483.0,0.23884,0.36666,0.06758
2007-10-24,3131.0,,,
2007-10-25,3042.0,,,
2007-10-26,2973.0,,,
2007-10-27,3692.0,,,
2007-10-28,3787.0,,,
2007-10-29,3077.0,,,
2007-10-30,3414.0,,,
2007-10-31,3268.0,,,
2007-11-01,3407.0,,,
2007-11-02,3123.0,,,
2007-11-03,3330.0,,,
2007-11-04,3052.0,,,
2007-11-05,2930.0,,,
2007-11-06,2889.0,,,
2007-11-07,2869.0,,,
2007-11-08,3428.77110885,,,
2007-11-09,3806.15121615,,,
2007-11-10,4584.67043027,,,
2007-11-11,5887.63322082,,,
2007-11-12,6179.02497752,,,
2007-11-13,6206.10292234,,,
2007-11-14,6303.7109848,0.19796,0.43442,0.07595
2007-11-15,5781.0,,,
2007-11-16,3446.0,,,
2007-11-17,3945.0,,,
2007-11-18,3837.0,,,
2007-11-19,3732.0,,,
2007-11-20,3870.0,,,
2007-11-21,2530.0,,,
2007-11-22,2604.0,,,
2007-11-23,3721.0,,,
2007-11-24,3441.0,,,
2007-11-25,3212.0,,,
2007-11-26,3290.0,,,
2007-11-27,3245.0,,,
2007-11-28,3116.0,,,
2007-11-29,2741.0,,,
2007-11-30,2901.0,,,
2007-12-01,2652.0,,,
2007-12-02,3148.0,,,
2007-12-03,2882.0,,,
2007-12-04,2389.0,,,
2007-12-05,3111.0,,,
2007-12-06,5186.52002637,,,
2007-12-07,7731.80217539,,,
2007-12-08,8508.90725633,,,
2007-12-09,8258.77389662,,,
2007-12-10,7705.24898569,,,
2007-12-11,6217.0,0.32018,0.43666,0.06355
2007-12-12,2321.0,,,
2007-12-13,1610.0,,,
2007-12-14,1209.0,,,
2007-12-15,2707.0,,,
2007-12-16,3326.0,,,
2007-12-17,3231.0,,,
2007-12-18,5877.0,,,
2007-12-19,7080.0,,,
2007-12-20,10609.9654754,,,
2007-12-21,12423.6133603,,,
2007-12-22,13342.1208472,,,
2007-12-23,12435.5948978,,,
2007-12-24,11150.2171544,,,
2007-12-25,7338.0,,,
2007-12-26,6332.0,,,
2007-12-27,3723.0,,,
2007-12-28,7375.03042494,,,
2007-12-29,7243.58882521,,,
2007-12-30,7230.71980045,,,
2007-12-31,7292.91972531,,,
2008-01-01,7715.20108757,,,
2008-01-02,7615.73457167,,,
2008-01-03,8497.39617513,,,
2008-01-04,14394.6563361,,,
2008-01-05,21705.7875238,,,
2008-01-06,31129.614024,,,
2008-01-07,35245.5019703,,,
2008-01-08,32403.9627718,,,
2008-01-09,26219.5890087,,,
2008-01-10,23661.0,,,
2008-01-11,23147.0,,,
2008-01-12,21829.0,,,
2008-01-13,19663.0,,,
2008-01-14,17986.0,,,
2008-01-15,15974.0,,,
2008-01-16,14762.4504221,,,
2008-01-17,12582.0,,,
2008-01-18,10879.0,,,
2008-01-19,9066.0,,,
2008-01-20,7977.0,,,
2008-01-21,8748.0,,,
2008-01-22,12128.818235,,,
2008-01-23,14075.2624826,,,
2008-01-24,15782.3440142,,,
2008-01-25,17471.9884015,,,
2008-01-26,21969.4485884,,,
2008-01-27,31279.0139794,,,
2008-01-28,36478.3279167,,,
2008-01-29,38148.4603139,,,
2008-01-30,38217.3221752,,,
2008-01-31,37238.5949832,,,
2008-02-01,35266.6510093,,,
2008-02-02,35612.1682176,,,
2008-02-03,36240.2221738,,,
2008-02-04,33650.8640088,,,
2008-02-05,31870.9503897,,,
2008-02-06,31171.9476837,,,
2008-02-07,28058.1963994,,,
2008-02-08,24628.4594816,,,
2008-02-09,22270.5438344,,,
2008-02-10,20249.0,,,
2008-02-11,17695.0,,,
2008-02-12,16022.0,0.1302,0.51702,0.07905
2008-02-13,14874.0,,,
2008-02-14,15198.0,,,
2008-02-15,15239.0,,,
2008-02-16,13574.0,,,
2008-02-17,11455.0,,,
2008-02-18,11261.0,,,
2008-02-19,11900.0,,,
2008-02-20,12337.0,,,
2008-02-21,11897.0,,,
2008-02-22,12298.0,,,
2008-02-23,14336.3734657,,,
2008-02-24,17206.3194919,,,
2008-02-25,25068.4121447,,,
2008-02-26,31277.9680626,,,
2008-02-27,32807.8706741,,,
2008-02-28,31572.6177498,,,
2008-02-29,28936.8335008,,,
2008-03-01,25689.2146119,,,
2008-03-02,22605.4336399,,,
2008-03-03,19800.6734093,,,
2008-03-04,17246.7406094,,,
2008-03-05,16135.2036902,,,
2008-03-06,14103.0,,,
2008-03-07,11799.0,,,
2008-03-08,9833.0,,,
2008-03-09,9570.0,,,
2008-03-10,10403.0,,,
2008-03-11,10445.0,0.22848,0.48594,0.08866
2008-03-12,10475.2219178,,,
2008-03-13,9445.48201825,,,
2008-03-14,9391.59771347,,,
2008-03-15,9669.07815942,,,
2008-03-16,9842.5056243,,,
2008-03-17,9596.61939988,,,
2008-03-18,9332.79301581,,,
2008-03-19,8796.95334585,,,
2008-03-20,8621.68455381,,,
2008-03-21,8061.98782609,,,
2008-03-22,7648.49900859,,,
2008-03-23,7585.99155673,,,
2008-03-24,7589.38436014,,,
2008-03-25,7420.40073433,,,
2008-03-26,7356.0,,,
2008-03-27,7004.93412626,,,
2008-03-28,7067.28165093,,,
2008-03-29,7261.12454655,,,
2008-03-30,7419.92448759,,,
2008-03-31,7289.72493851,,,
2008-04-01,6826.88547964,,,
2008-04-02,6733.84062822,,,
2008-04-03,6564.52058319,,,
2008-04-04,5557.0,,,
2008-04-05,5505.0,,,
2008-04-06,5838.81010167,,,
2008-04-07,5968.9875414,,,
2008-04-08,6291.03642432,,,
2008-04-09,7011.14848883,,,
2008-04-10,7624.1160268,,,
2008-04-11,8805.71185231,,,
2008-04-12,9249.3523825,,,
2008-04-13,9337.18448317,,,
2008-04-14,9304.01896858,,,
2008-04-15,9592.70233899,,,
2008-04-16,9490.66869377,,,
2008-04-17,9264.43389713,,,
2008-04-18,8854.0729808,,,
2008-04-19,8638.87929047,,,
2008-04-20,8828.54654707,,,
2008-04-21,8665.60578662,,,
2008-04-22,8069.69986836,,,
2008-04-23,7430.48414239,,,
2008-04-24,7014.93693268,,,
2008-04-25,6618.5074333,,,
2008-04-26,6253.69160432,,,
2008-04-27,6879.30706698,,,
2008-04-28,6356.73025937,,,
2008-04-29,6194.06663494,,,
2008-04-30,6720.75500222,,,
2008-05-01,6575.94965675,,,
2008-05-02,6363.9472219,,,
2008-05-03,5927.24290453,,,
2008-05-04,5403.67130366,,,
2008-05-05,5384.18816991,,,
2008-05-06,5839.55051622,0.27762,0.55958,0.08928
2008-05-07,6337.36556031,,,
2008-05-08,6335.53006292,,,
2008-05-09,6397.81329627,,,
2008-05-10,6294.20194014,,,
2008-05-11,6058.09968847,,,
2008-05-12,6410.73338671,,,
2008-05-13,6577.92664841,,,
2008-05-14,6701.74803687,,,
2008-05-15,6374.62060302,,,
2008-05-16,5750.41846154,,,
2008-05-17,5474.0760706,,,
2008-05-18,5777.57585302,,,
2008-05-19,5837.02042409,,,
2008-05-20,6232.23408193,,,
2008-05-21,7582.56576177,,,
2008-05-22,7489.07651715,,,
2008-05-23,6391.14156898,,,
2008-05-24,5812.65653358,,,
2008-05-25,5506.53387442,,,
2008-05-26,5187.05843911,,,
2008-05-27,6313.15353609,,,
2008-05-28,7270.61759425,,,
2008-05-29,7399.11130285,,,
2008-05-30,5960.40168324,,,
2008-05-31,5004.74917249,,,
2008-06-01,5397.49994031,,,
2008-06-02,6744.48742177,,,
2008-06-03,7248.0,,,
2008-06-04,7337.58703294,,,
2008-06-05,7304.42516608,,,
2008-06-06,6092.42339833,,,
2008-06-07,6897.0,,,
2008-06-08,5797.0,,,
2008-06-09,5691.0,,,
2008-06-10,7190.0,,,
2008-06-11,7180.5084221,,,
2008-06-12,7240.0,,,
2008-06-13,5647.92369582,,,
2008-06-14,4937.5526043,,,
2008-06-15,5102.1780874,,,
2008-06-16,4849.4869973,,,
2008-06-17,4821.37255191,0.18704,0.4207,0.07316
2008-06-18,4747.56487056,,,
2008-06-19,5002.00638446,,,
2008-06-20,5477.40599002,,,
2008-06-21,5798.34197652,,,
2008-06-22,5804.93157628,,,
2008-06-23,5928.94928644,,,
2008-06-24,5926.07997294,,,
2008-06-25,5703.09011164,,,
2008-06-26,5522.28687325,,,
2008-06-27,5232.60073559,,,
2008-06-28,5431.86663166,,,
2008-06-29,5710.36985101,,,
2008-06-30,5698.82367053,,,
2008-07-01,5234.0,,,
2008-07-02,5000.0,,,
2008-07-03,4001.0,,,
2008-07-04,4083.0,,,
2008-07-05,4014.0,,,
2008-07-06,3915.0,,,
2008-07-07,3663.0,,,
2008-07-08,3334.0,,,
2008-07-09,2935.0,,,
2008-07-10,2637.0,,,
2008-07-11,2620.0,,,
2008-07-12,3130.0,,,
2008-07-13,3250.0,,,
2008-07-14,3217.0,,,
2008-07-15,3623.0,0.08022,0.34692,0.06696
2008-07-16,3902.0,,,
2008-07-17,4147.0,,,
2008-07-18,4074.0,,,
2008-07-19,4102.0,,,
2008-07-20,3995.0,,,
2008-07-21,4094.0,,,
2008-07-22,3811.0,,,
2008-07-23,3039.0,,,
2008-07-24,3401.0,,,
2008-07-25,3675.0,,,
2008-07-26,3626.0,,,
2008-07-27,3368.0,,,
2008-07-28,3388.0,,,
2008-07-29,3079.0,,,
2008-07-30,3095.0,,,
2008-07-31,2593.0,,,
2008-08-01,2609.0,,,
2008-08-02,2577.0,,,
2008-08-03,2502.0,,,
2008-08-04,2528.0,,,
2008-08-05,2738.0,,,
2008-08-06,2492.0,,,
2008-08-07,2216.0,,,
2008-08-08,2233.0,,,
2008-08-09,2997.0,,,
2008-08-10,3495.0,,,
2008-08-11,3371.0,,,
2008-08-12,3294.0,,,
2008-08-13,3327.0,,,
2008-08-14,3310.0,,,
2008-08-15,3336.0,,,
2008-08-16,3594.0,,,
2008-08-17,3744.0,,,
2008-08-18,3866.0,,,
2008-08-19,3827.0,0.14784,0.28686,0.04929
2008-08-20,3250.0,,,
2008-08-21,3454.0,,,
2008-08-22,3762.0,,,
2008-08-23,3697.0,,,
2008-08-24,3633.0,,,
2008-08-25,2171.0,,,
2008-08-26,2160.0,,,
2008-08-27,2265.0,,,
2008-08-28,2450.0,,,
2008-08-29,2714.0,,,
2008-08-30,2903.0,,,
2008-08-31,3451.0,,,
2008-09-01,4016.0,,,
2008-09-02,3422.0,,,
2008-09-03,3078.0,,,
2008-09-04,2926.0,,,
2008-09-05,3211.0,,,
2008-09-06,3653.0,,,
2008-09-07,3500.0,,,
2008-09-08,3157.0,,,
2008-09-09,3168.0,,,
2008-09-10,4866.0,,,
2008-09-11,4985.72478759,,,
2008-09-12,4768.19411461,,,
2008-09-13,4675.29072762,,,
2008-09-14,4714.08232446,,,
2008-09-15,4501.30990841,,,
2008-09-16,4238.71043376,0.13342,0.35756,0.06789
2008-09-17,4209.50619618,,,
2008-09-18,4478.93769152,,,
2008-09-19,4327.86923077,,,
2008-09-20,4285.09195149,,,
2008-09-21,4240.17350158,,,
2008-09-22,4489.99802878,,,
2008-09-23,4090.0,,,
2008-09-24,3441.0,,,
2008-09-25,3392.0,,,
2008-09-26,3273.0,,,
2008-09-27,2905.0,,,
2008-09-28,2526.0,,,
2008-09-29,2579.0,,,
2008-09-30,2714.0,,,
2008-10-01,2517.0,,,
2008-10-02,2588.0,,,
2008-10-03,2753.0,,,
2008-10-04,3743.0,,,
2008-10-05,4128.57595527,,,
2008-10-06,4289.0,,,
2008-10-07,4302.0,,,
2008-10-08,3580.0,,,
2008-10-09,2864.0,,,
2008-10-10,3016.0,,,
2008-10-11,3056.0,,,
2008-10-12,3324.0,,,
2008-10-13,3159.90628192,,,
2008-10-14,3016.72564173,,,
2008-10-15,2657.20807453,0.08218,0.469,0.06665
2008-10-16,2435.77454274,,,
2008-10-17,1600.0,,,
2008-10-18,1220.0,,,
2008-10-19,1815.0,,,
2008-10-20,2424.0,,,
2008-10-21,2578.0,,,
2008-10-22,2215.0,,,
2008-10-23,2045.0,,,
2008-10-24,2372.0,,,
2008-10-25,2416.0,,,
2008-10-26,2214.0,,,
