Date,Month,Year,Flow,NH3,NO2,NO3,TKN,OrgN,TP,Temp,pH,TSS,TDS
24-Jul-96,7,1996,15.37,0.4,0.01,12.3,,,,23.5,7,5,
25-Jul-96,7,1996,13.98,0.3,,,,,,22,6.8,4.8,
28-Jul-96,7,1996,7.35,0.4,0.01,7.4,,4.9,16.2,24.5,6.8,10,
29-Jul-96,7,1996,8,0.3,,,,,,23.5,6.9,9.6,
30-Jul-96,7,1996,8,0.4,,,,,,24,6.9,7.2,
7-Aug-96,8,1996,12.21,0.3,0.01,12.1,,2.7,,22,6.6,5,
8-Aug-96,8,1996,12.02,0.3,,,,,,23,6.5,2.6,
9-Aug-96,8,1996,13.03,0.1,,,,,,24,6.6,3,
13-Aug-96,8,1996,2.1,0.1,0.01,,,4.2,13.8,,,13.6,
14-Aug-96,8,1996,5.76,0.6,,9.1,,,,,,13,
15-Aug-96,8,1996,23.61,1.2,,,,,,24,7.2,11.6,
18-Aug-96,8,1996,0.08,3.3,0.33,9.2,,4.4,,,,9.4,
21-Aug-96,8,1996,19.76,4.3,,,,,,22.5,7.3,11.2,
26-Aug-96,8,1996,16.69,3,,14.7,,2.2,14.5,22.5,7.3,10,
27-Aug-96,8,1996,16.82,2.5,0.36,,,,,21.5,7.2,10,
28-Aug-96,8,1996,16.68,1.3,,,,,,22,7.2,2.8,
5-Sep-96,9,1996,17.3,1.8,,12.9,,3.9,,20.6,7.2,10,
6-Sep-96,9,1996,17.01,2.5,0.31,,,,,22,7.3,9.8,
7-Sep-96,9,1996,17.18,2.2,,,,,,22.2,7.2,10.2,
10-Sep-96,9,1996,14.91,1.8,,14.2,,1.9,15.9,21.5,6.9,4.2,
11-Sep-96,9,1996,13.33,3.1,0.23,,,,,22,7,4.4,
12-Sep-96,9,1996,7.9,3.5,,,,,,22,6.9,4.2,
16-Sep-96,9,1996,15.74,3.5,0.24,7.4,,2.3,,20.5,7,9.5,
17-Sep-96,9,1996,16.05,2.1,,,,,,20.5,7,8.5,
18-Sep-96,9,1996,5.2,2.2,,,,,,,,2.4,
22-Sep-96,9,1996,7.68,0.3,0.01,7.7,,5.5,17.1,22.5,6.2,4.4,
23-Sep-96,9,1996,7.67,0.6,,,,,,21,6.5,4,
24-Sep-96,9,1996,8.13,0.2,,,,,,22,6.5,2,
1-Oct-96,10,1996,16.51,3.4,,13.6,,3.1,,21,7.7,7.8,
2-Oct-96,10,1996,15.7,2.7,0.21,,,,,19,6.6,8.6,
3-Oct-96,10,1996,15.11,4.5,,,,,,21,7.6,8.8,
7-Oct-96,10,1996,16.93,1.9,,15.1,,4.7,14.9,22.5,7.3,8,
8-Oct-96,10,1996,13.78,2.7,0.59,,,,,23.5,6.5,9.2,
9-Oct-96,10,1996,17.38,4.4,,,,,,23.5,7.1,8.6,
13-Oct-96,10,1996,17.51,4.8,0.9,15.2,,4.1,,21.5,7.7,10.2,
14-Oct-96,10,1996,17.48,4.4,,,,,,20.5,7.7,10.8,
15-Oct-96,10,1996,17.55,5,,,,,,20.5,6.7,11.9,
23-Oct-96,10,1996,16.01,4.6,0.76,16.9,,4.9,15.8,16.5,7.1,10,
24-Oct-96,10,1996,16.01,5.4,,,,,,17,7.2,10.2,
25-Oct-96,10,1996,16.01,7.8,,,,,,16.5,7.6,9,
27-Oct-96,10,1996,16.99,7.7,0.79,13,,4.5,,15,7.3,10.4,
28-Oct-96,10,1996,15.89,4.9,,,,,,14.5,7.5,11.9,
29-Oct-96,10,1996,14.05,4.2,,,,,,15,7.7,10.8,
5-Nov-96,11,1996,16,6,0.75,12.6,,4.2,15.4,15,7.2,11.6,
6-Nov-96,11,1996,16,6.2,,,,,,15,7.2,13.2,
7-Nov-96,11,1996,15,4.6,,,,,,16,7.2,11.2,
11-Nov-96,11,1996,16,5.7,0.73,12.2,,4.2,,15.5,7.1,12.2,
12-Nov-96,11,1996,15,4.4,,,,,,16,7.1,5.8,
13-Nov-96,11,1996,14.01,3.9,,,,,,16.5,6.9,2.8,
20-Nov-96,11,1996,17.02,7.1,1.08,17.8,,5.1,15.3,16,7.2,12.2,
21-Nov-96,11,1996,16.33,6,,,,,,15,7.2,11,
22-Nov-96,11,1996,15,6.4,,,,,,16.5,7,12,
24-Nov-96,11,1996,12.35,3.6,0.84,16,,4.5,,15.5,6.9,12.2,
25-Nov-96,11,1996,12.03,3.6,,,,,,16.5,7,11.4,
26-Nov-96,11,1996,12.04,3.2,,,,,,15.5,7,12,
27-Nov-96,11,1996,12.01,3.2,,,,,,16,7.2,12,
30-Nov-96,11,1996,12.53,5.4,,,,,,12.5,7,12,
3-Dec-96,12,1996,4.99,6.8,,14.5,,4,13.5,13.5,7.3,12,
4-Dec-96,12,1996,15.32,7.5,0.94,,,,,12.5,7.3,11.6,
5-Dec-96,12,1996,16.5,7.8,,,,,,14,7.1,11.4,
9-Dec-96,12,1996,17.68,8.5,,21.4,,3.6,,14.5,7.2,10.2,
10-Dec-96,12,1996,17.28,8.6,1.08,,,,,15,7.2,11.2,
11-Dec-96,12,1996,17.92,8.2,,,,,,16,7.3,11.4,
15-Dec-96,12,1996,18,9.4,,11.4,,3.8,12.3,14,7.1,11.2,
16-Dec-96,12,1996,17.69,9.3,1.1,,,,,13.5,7.2,10.2,
17-Dec-96,12,1996,17,9.2,,,,,,12.5,7,9.6,
25-Dec-96,12,1996,20.36,10.6,,8.2,,12.4,,11,7.3,10.6,
26-Dec-96,12,1996,20.03,9,0.84,,,,,12,7.3,10.6,
27-Dec-96,12,1996,20.03,8.8,,,,,,12.5,7.2,7.6,
1-Jan-97,1,1997,20.3,7.9,1.2,11.9,,3.9,12.4,17,7.3,9.8,
2-Jan-97,1,1997,21.07,8.1,,,,,,17.5,7.2,8.4,
3-Jan-97,1,1997,20.98,9.8,,,,,,16,7.2,8.6,
7-Jan-97,1,1997,21.2,9.9,1.21,16.7,,3.5,,12.5,7.3,10.6,
8-Jan-97,1,1997,21.1,9.9,,,,,,12,7.2,10.2,
9-Jan-97,1,1997,20.9,10.2,,,,,,12,7.2,8.2,
13-Jan-97,1,1997,21.01,11.9,1.02,7.6,,5.4,24.8,9.5,7.1,14,
14-Jan-97,1,1997,20.77,12.6,,,,,,8.5,7.2,13.8,
15-Jan-97,1,1997,20.77,11.5,,,,,,10,7.4,12,
22-Jan-97,1,1997,21,8.3,1.54,9.8,,3.2,,14,7.4,10.6,
23-Jan-97,1,1997,14,7.3,,,,,,14,7.2,15.2,
24-Jan-97,1,1997,21,6.6,,,,,,14,7.1,13.8,
26-Jan-97,1,1997,21,4.9,1.49,8.7,,3.5,22.7,15.5,7.1,13.4,
27-Jan-97,1,1997,21,4.1,,,,,,15.5,7.2,17.6,
28-Jan-97,1,1997,21,3.6,,,,,,16.5,7,13.2,
3-Feb-97,2,1997,21,3.2,,,,,,15.5,7,13.8,
4-Feb-97,2,1997,17.47,2.9,,,,,,15,7.1,15.3,
5-Feb-97,2,1997,21.28,3.8,1.03,14.7,,2.4,17,17,7.1,14.8,
9-Feb-97,2,1997,21.85,3.1,0.93,12.2,,1.4,,13,7.2,12.2,
10-Feb-97,2,1997,21.86,3.2,,,,,,15,7.2,14.6,
11-Feb-97,2,1997,21.83,3.8,,,,,,14,7.1,16.6,
19-Feb-97,2,1997,21.87,3.9,1.16,22.9,,1.1,11,16,7.1,14,
20-Feb-97,2,1997,21.85,2.5,,,,,,19,7,12.8,
21-Feb-97,2,1997,21.87,2.5,,,,,,15,7.1,9.6,
25-Feb-97,2,1997,21.74,1.9,0.81,15.3,,1.9,,14,6.9,10,
26-Feb-97,2,1997,21.97,1.5,,,,,,16,6.9,11.2,
27-Feb-97,2,1997,21.99,3.6,,,,,,15.5,7,11.6,
5-Mar-97,3,1997,21.7,1.7,0.38,27.9,,2.4,11.2,14.5,6.9,10.4,
6-Mar-97,3,1997,21.72,0.8,,,,,,16,7,13.8,
7-Mar-97,3,1997,21.7,0.7,,,,,,15.5,7,8,
11-Mar-97,3,1997,20.46,0.3,0.45,26.5,,7.6,,17.5,6.9,12.2,
12-Mar-97,3,1997,18.04,0.2,,,,,,17.5,6.9,11.8,
13-Mar-97,3,1997,18.03,0.4,,,,,,16,7,9.8,
17-Mar-97,3,1997,18.74,0.4,0.92,19.3,,10.2,12.5,17.5,7.2,9.6,
18-Mar-97,3,1997,16.93,0.2,,,,,,17,7,10.4,
19-Mar-97,3,1997,15.99,0.2,,,,,,19,7,13.2,
23-Mar-97,3,1997,16,0.6,0.03,29.2,,9.2,,21,7.1,13,
24-Mar-97,3,1997,16,0.3,,,,,,21.5,7.3,12.8,
25-Mar-97,3,1997,16,0.3,,,,,,20,7,10,
2-Apr-97,4,1997,6.1,2.3,,,,,19.9,16.5,7,12.6,
3-Apr-97,4,1997,16,1.9,0.44,16.1,,1.9,,17.5,7.3,11.6,
4-Apr-97,4,1997,16,1.3,,,,,,18,7.2,8.8,
9-Apr-97,4,1997,16.53,1.3,0.42,23.1,,3.8,,18,7.2,10.6,
10-Apr-97,4,1997,16.5,0.9,,,,,,18,7,12.2,
11-Apr-97,4,1997,16.51,1.2,,,,,,19.5,7,9,
14-Apr-97,4,1997,16.54,0.7,0.16,18.8,,3.5,27.9,21.5,7,11.4,
15-Apr-97,4,1997,16.51,0.6,,,,,,19.5,7,9.2,
16-Apr-97,4,1997,16.52,0.8,,,,,,20.5,7,8.4,
21-Apr-97,4,1997,16.52,2.9,0.47,26.9,,3.5,,22.5,7,10,
22-Apr-97,4,1997,16.5,4.6,,,,,,21.5,7,6.8,
23-Apr-97,4,1997,16.5,5.4,,,,,,22,7.1,6.6,
27-Apr-97,4,1997,16.95,2.9,0.73,18.7,,6.5,14.1,20.5,7.2,21.6,
28-Apr-97,4,1997,16.73,2.2,,,,,,20,6.9,12.8,
29-Apr-97,4,1997,16.76,2.1,,,,,,19.5,7,18.8,
5-May-97,5,1997,9.02,,0.18,24.1,,4.5,,21.5,6.9,6.4,
6-May-97,5,1997,9.01,0.2,,,,,,21,7,9.8,
7-May-97,5,1997,9,0.3,,,,,,22,7,9.8,
8-May-97,5,1997,3.01,0.3,,,,,,,,9.8,
13-May-97,5,1997,13.5,0.8,0.21,19.2,,4.1,14.2,22,6.9,10.4,
14-May-97,5,1997,14.3,0.7,,,,,,24.5,6.9,11.6,
15-May-97,5,1997,14.3,0.5,,,,,,23.5,7.1,11,
18-May-97,5,1997,14.31,0.4,0.05,18.8,,4.7,,27,6.9,26,
19-May-97,5,1997,14.3,0.6,,,,,,27,7,15.2,
20-May-97,5,1997,15.26,1.4,,,,,,24,6.8,16.8,
28-May-97,5,1997,16.37,0.5,0.15,17.1,,4.8,14.7,25,6.9,10.4,
29-May-97,5,1997,15.99,0.6,,,,,,24.5,7,10.4,
30-May-97,5,1997,14.16,0.3,,,,,,25,7.1,9.2,
4-Jun-97,6,1997,14.15,0.7,0.06,17.9,,5.5,,22.5,7.1,26,
5-Jun-97,6,1997,14.2,0.7,0.06,,,,,21.5,7.1,29,
6-Jun-97,6,1997,14.15,0.6,0.09,,,,,22.5,7.1,21.2,
10-Jun-97,6,1997,14.18,0.5,0.04,17.1,,5.6,15.9,23,7.1,15.8,
11-Jun-97,6,1997,14.15,0.5,0.04,14.7,,,,23,7.3,14.6,
12-Jun-97,6,1997,14.18,0.6,,,,,,21,7.3,16.4,
13-Jun-97,6,1997,14.17,,,,,,14.2,21,7.2,16.4,
16-Jun-97,6,1997,14.15,0.4,0.03,9.9,,5.4,,21,7.4,21.4,
17-Jun-97,6,1997,14.16,0.4,0.03,,,,,22,7.2,18,
18-Jun-97,6,1997,14.12,0.4,,,,,,22,7.1,16.8,
19-Jun-97,6,1997,14.17,0.5,,,,,,23.5,7,16.8,
22-Jun-97,6,1997,14.18,0.2,0.01,10.2,,4.7,14.4,22,6.9,12,
23-Jun-97,6,1997,14.17,0.2,0.01,,,,,23,6.9,9.4,
24-Jun-97,6,1997,14.14,0.1,,,,,,23,7,8.4,
1-Jul-97,7,1997,10.54,0.2,,7.7,,3.8,,24,7.2,10.6,
2-Jul-97,7,1997,17.61,0.3,0,,,,,23,7.2,10.4,
3-Jul-97,7,1997,17.61,0.2,,,,,,24,7.1,8,
9-Jul-97,7,1997,8.5,0.2,,7.3,,1.9,8.6,24,6.9,2.4,
10-Jul-97,7,1997,12.98,0.1,0,,,,,24.5,7.2,11.4,
11-Jul-97,7,1997,17.48,0.2,,,,,,24,7,7.8,
15-Jul-97,7,1997,17.47,0.2,,,,,,23,7.3,9.9,
16-Jul-97,7,1997,17.44,0.2,0.03,,,3.2,,23.5,7.3,12.4,
17-Jul-97,7,1997,17.43,0.2,,7.1,,,,23.2,7.1,12,
21-Jul-97,7,1997,17.49,0.2,0.01,3.9,,3.2,9.5,24,7,11.2,
22-Jul-97,7,1997,17.47,0.2,,,,,,25.5,6.5,11,
23-Jul-97,7,1997,17.45,0.2,0,,,,,23.5,7.3,11.4,
27-Jul-97,7,1997,12.03,0.1,,4.6,,5.8,,25,7,10,
28-Jul-97,7,1997,15.01,0.1,0,,,,,24.5,7,13,
29-Jul-97,7,1997,14.97,0.1,,,,,,23,6.9,9.4,
4-Aug-97,8,1997,15,,,,,3.6,15.3,25.5,7.2,8,
5-Aug-97,8,1997,14.98,0.1,0.01,,,,,24,7,8,
6-Aug-97,8,1997,15.01,0.1,0,,,,,25.5,7,9.6,
7-Aug-97,8,1997,14.99,0.1,,5.6,,,,27,7,9.6,
13-Aug-97,8,1997,14.63,0.2,0.02,7.3,,5.2,,23.5,7.1,7,
14-Aug-97,8,1997,14.37,0.2,,,,,,22.5,6.9,4.4,
15-Aug-97,8,1997,9.73,0.3,,,,,,23,6.9,6.7,
20-Aug-97,8,1997,17.43,1.7,,10.4,,4.6,15.4,22,6.9,8,
21-Aug-97,8,1997,16.39,1.5,0.09,,,,,23,7.4,7,
22-Aug-97,8,1997,15.52,1.2,,,,,,26,7.3,6.2,
24-Aug-97,8,1997,15.54,1.1,,,,4.8,,26.5,7.1,6.8,
26-Aug-97,8,1997,17.46,1.9,,14,,,,25.5,7.2,10.4,
27-Aug-97,8,1997,16.66,3.6,0.1,,,,,26.5,7.1,7.2,
3-Sep-97,9,1997,17.49,2.2,0.27,,,5.3,7.8,26,7.1,9.2,
4-Sep-97,9,1997,17.48,3.4,,,,,,27.5,7.1,9,
5-Sep-97,9,1997,17.01,2.1,,16.8,,,,27.5,7.1,9,
10-Sep-97,9,1997,17.29,,,14.4,,,,22,7,9,
11-Sep-97,9,1997,15.74,3.1,0.29,,,3.7,,21.5,7.3,8.2,
12-Sep-97,9,1997,13.84,1.7,,,,,,21.5,7.2,9.4,
13-Sep-97,9,1997,13.79,2.1,,,,,,23,7.3,9.4,
15-Sep-97,9,1997,14.07,2.6,,14.3,,,4.5,20,7.1,7.6,
16-Sep-97,9,1997,13.99,1.1,0.22,,,3.9,,21,7,9,
17-Sep-97,9,1997,13.76,0.5,,,,,,20.5,7.1,7,
18-Sep-97,9,1997,11.31,0.7,,,,,,20,7.1,7,
19-Sep-97,9,1997,13.86,,,13.3,,,,20,7.2,7,
21-Sep-97,9,1997,13.86,1.7,,,,,,20,7.2,8,
22-Sep-97,9,1997,14.06,1,0.07,,,3.9,,22,7.3,8.4,
23-Sep-97,9,1997,11.75,0.9,,13.5,,,,20,7.1,7.1,
30-Sep-97,9,1997,13.45,1.5,,,,,,19,7,9.2,
1-Oct-97,10,1997,8.83,1,0.19,4,,4.5,15.3,21,7,8,
3-Oct-97,10,1997,2.92,0.6,,14,,,,,,6.8,
7-Oct-97,10,1997,16.48,4.3,,,,3.9,,14,7.2,9.6,
8-Oct-97,10,1997,16.31,4,0.33,14.6,,,,14,7.3,8.4,
9-Oct-97,10,1997,16.24,3.8,,,,,,14,7,6,
13-Oct-97,10,1997,16.54,3.2,,,,4.6,19.4,16.5,7.1,7.2,
14-Oct-97,10,1997,16.5,2.8,0.49,15.9,,,,16,7.1,7.6,
15-Oct-97,10,1997,16.5,2.2,,,,,,17,7,10,
21-Oct-97,10,1997,19.99,4.2,,18.3,,5.6,,15,7,13.2,
22-Oct-97,10,1997,20,4.3,0.6,,,,,15,7,12.4,
23-Oct-97,10,1997,19.97,4,,,,,,15,7.2,12,
26-Oct-97,10,1997,16.48,3.1,,17.6,,5.1,17.3,13,7.3,7.2,
27-Oct-97,10,1997,16.52,2.7,0.57,,,,,16.5,7.1,9.6,
28-Oct-97,10,1997,16.48,3,,,,,,14,7.1,12,
4-Nov-97,11,1997,16.53,1.4,0.61,20,,4.2,,16,6.7,14.4,
5-Nov-97,11,1997,16.54,1.5,,,,,,17,7,13.2,
6-Nov-97,11,1997,16.25,2,,,,,,16,6.7,14,
12-Nov-97,11,1997,13.84,5.3,0.74,12.3,,4.3,15.2,17.5,7.1,11.2,
13-Nov-97,11,1997,14.09,5,,,,,,19,7,9.6,
14-Nov-97,11,1997,14.31,7.4,,,,,,17.5,7.2,14,
17-Nov-97,11,1997,18.44,6.3,0.64,12.2,,4.1,,17.5,7.1,8,
18-Nov-97,11,1997,15.5,3.5,,,,,,16,7.2,9.2,
19-Nov-97,11,1997,14.01,4.4,,,,,,16,7.2,9.6,
23-Nov-97,11,1997,16.33,4.5,0.58,16.1,,4,15.1,17,7.2,8,
24-Nov-97,11,1997,14.99,4.3,,,,,,19,7.2,8.8,
25-Nov-97,11,1997,14.99,4.4,,,,,,16.5,6.9,8.4,
3-Dec-97,12,1997,17.84,4.6,0.61,14.3,,4.3,,17,7.3,8,
4-Dec-97,12,1997,17.77,4.7,,,,,,16,7.3,8.4,
5-Dec-97,12,1997,17.84,3.7,,,,,,14.5,7.4,5.8,
8-Dec-97,12,1997,17.98,4.7,0.32,14.3,,4.6,11.5,15.5,7.2,7.8,
9-Dec-97,12,1997,18,5.2,,,,,,11,7.3,6.4,
10-Dec-97,12,1997,17.98,5.9,,,,,,13,7.3,8,
16-Dec-97,12,1997,17.21,5.8,0.48,14.1,,4.8,,12.5,7.2,10,
17-Dec-97,12,1997,16.54,3.8,,,,,,14.5,7.2,10,
18-Dec-97,12,1997,16.02,4.7,,,,,,13.5,7.3,10.4,
22-Dec-97,12,1997,16.09,6.7,0.55,18.4,,5.3,11.2,11.5,7.4,11.6,
23-Dec-97,12,1997,16.12,5,,,,,,12,7.3,8.8,
24-Dec-97,12,1997,16.11,5.8,,,,,,13,7.4,12,
29-Dec-97,12,1997,16.13,4.4,0.51,20,,5.9,,11.5,7,11.2,
30-Dec-97,12,1997,16.42,4.1,,,,,,12.5,7.3,9.6,
31-Dec-97,12,1997,16.31,4.1,,,,,,12,7.3,10.4,
1-Jan-98,1,1998,16.31,4.1,,,,,,12.5,7.4,10.4,
4-Jan-98,1,1998,17.01,3,0.4,13.9,,4.2,11.8,14.5,7.2,13.2,
5-Jan-98,1,1998,17.01,3.9,0.4,,,,,13.5,7.2,9.2,
6-Jan-98,1,1998,17.01,4.2,,,,,,12,7.4,9.2,
12-Jan-98,1,1998,17.19,2,0.37,18.2,,4.3,,15,7.3,9.2,
13-Jan-98,1,1998,17.61,2.2,,,,,,15.5,7.3,10,
14-Jan-98,1,1998,18.02,2.6,,,,,,14.5,7.5,9.2,
17-Jan-98,1,1998,12.71,1.1,,,,,,17,7.4,9.6,
20-Jan-98,1,1998,19.06,3,0.51,13.5,,5.2,11.7,15,7.3,7.8,
21-Jan-98,1,1998,19.07,3.1,,,,,,14,7.7,10,
22-Jan-98,1,1998,19.07,2.7,,,,,,17,7.3,8.8,
27-Jan-98,1,1998,19.05,1.9,,,,,,14.5,7.2,9.6,
28-Jan-98,1,1998,19.04,2.8,0.46,17.2,,3.5,,15.5,7.1,9,
29-Jan-98,1,1998,19.03,2.6,,,,,,14,7.3,8,
30-Jan-98,1,1998,19.05,2.3,,,,,,14,7.2,7.8,
3-Feb-98,2,1998,16.58,2.5,0.45,14.2,,2.8,9.5,14,7.2,9,
4-Feb-98,2,1998,23.18,3.1,,,,,,13,7.3,7.6,
5-Feb-98,2,1998,23.34,3.6,,,,,,9.5,7.3,9,
9-Feb-98,2,1998,23.75,2.9,0.44,14.2,,4.5,,8,7.3,10.6,
10-Feb-98,2,1998,24.45,2.8,,,,,,7,7.3,12,
11-Feb-98,2,1998,28.92,2.1,,,,,,9,7.3,10,
16-Feb-98,2,1998,29.21,2.8,0.56,13.6,,4.7,7.8,8,7.3,10.4,
17-Feb-98,2,1998,29.2,2,,,,,,9,7.3,9.8,
18-Feb-98,2,1998,29.27,1.5,,,,,,9.5,7.3,10.4,
22-Feb-98,2,1998,29.11,1.3,0.22,13.4,,3.2,,10,7.3,10.6,
23-Feb-98,2,1998,29.14,0.7,,,,,,10,7.3,10.4,
24-Feb-98,2,1998,29.14,0.6,,,,,,9,7.3,10.4,
25-Feb-98,2,1998,19.43,0.6,,,,,,10.5,7.3,9.6,
2-Mar-98,3,1998,29.09,0.6,0.51,15.9,,3.5,8.2,15,7.3,9.8,
3-Mar-98,3,1998,29.39,1,,,,,,12,7.4,9.4,
4-Mar-98,3,1998,29.65,0.5,,,,,,11.5,7.3,11.4,
5-Mar-98,3,1998,25.15,0.8,,,,,,13,7.3,11.4,
10-Mar-98,3,1998,29.96,0.9,0.13,16.4,,3.7,,11,7.2,12.6,
11-Mar-98,3,1998,26.87,0.5,,,,,,12.5,7.3,8.8,
12-Mar-98,3,1998,28.86,1.2,,,,,,14,7.3,12.2,
18-Mar-98,3,1998,28.48,0.5,0.05,17.1,,4.4,9.3,16,7.2,14,
19-Mar-98,3,1998,28.44,0.6,,,,,,13.5,7.2,16.4,
20-Mar-98,3,1998,28.49,0.3,,,,,,14.5,7.2,13.2,
24-Mar-98,3,1998,27.68,1.2,0.11,17.2,,3.4,,12,7.2,15.8,
25-Mar-98,3,1998,26.55,0.6,,,,,,14.5,7.3,15.2,
26-Mar-98,3,1998,17.95,0.2,,,,,,12,7.1,17.6,
30-Mar-98,3,1998,12,0.1,,,,,,,,14.2,
1-Apr-98,4,1998,16.02,0.1,0.02,9.3,,4.3,6.3,13.5,7.2,16.2,
2-Apr-98,4,1998,13.37,0.2,,,,,,14,7.1,16.6,
3-Apr-98,4,1998,16.03,0.1,,,,,,13,7.2,11,
5-Apr-98,4,1998,17.98,0.1,,9.4,,4.4,,15,7.1,15.4,
6-Apr-98,4,1998,18.01,0.1,,,,,,13,7.2,15.2,
7-Apr-98,4,1998,18,0.1,,,,,,13,7.2,15.8,
10-Apr-98,4,1998,18.01,,0.02,,,,,14.5,7.1,15.8,
13-Apr-98,4,1998,18,0.2,,20.1,,5.7,6.4,14,7.3,18,
14-Apr-98,4,1998,18.01,0.3,,,,,,12.5,7.3,16.4,
15-Apr-98,4,1998,18,0.2,0.01,,,,,14,7.3,18.2,
21-Apr-98,4,1998,6.67,0.1,0.01,14.6,,2,,18,7.2,6,
22-Apr-98,4,1998,8.01,0.2,,,,,,19,7,5.2,
23-Apr-98,4,1998,11.34,0.2,,,,,,17.5,7.2,13.6,
28-Apr-98,4,1998,15.08,0.1,0.01,11.3,,4.7,7.4,16,7.2,15,
29-Apr-98,4,1998,18.09,0.1,,,,,,18,7.2,15.4,
30-Apr-98,4,1998,18.08,0.1,,,,,,17,7.3,16,
5-May-98,5,1998,16.01,0.1,,,,,,15.5,,11,
6-May-98,5,1998,16.01,,0.01,,,,,16,,15.6,
7-May-98,5,1998,15.99,0.1,,,,,,15,,14.8,
11-May-98,5,1998,16.01,0.3,,7.8,,,9.6,13,,16.6,
12-May-98,5,1998,16.01,0.3,0.01,,,,,14.5,,16.4,
13-May-98,5,1998,16.01,0.2,,,,,,13,,15.2,
17-May-98,5,1998,16,0.1,,8.8,,,,14,,12.2,
18-May-98,5,1998,16,0.1,0.01,,,,,15,,13.8,
19-May-98,5,1998,13.35,0.1,,,,,,15,,15.6,
26-May-98,5,1998,16.02,0.1,,6.8,,4.3,9.9,14,7.2,11,
27-May-98,5,1998,16.02,0.1,0.01,,,,,14,7.2,9.2,
28-May-98,5,1998,16.01,0.1,,,,,,13.5,7.1,10.2,
1-Jun-98,6,1998,16.01,0.1,,6.4,,2.4,,15.5,7.1,12.2,
2-Jun-98,6,1998,16,0.2,0.02,,,,,15.5,7.1,11.8,
3-Jun-98,6,1998,16,0.1,,,,,,15,7.1,10,
9-Jun-98,6,1998,16,0.2,,6.3,,3,11.7,16,7.2,14.4,
10-Jun-98,6,1998,16.03,0.1,0.01,,,,,16.5,7.2,13.8,
11-Jun-98,6,1998,16.01,0.4,,,,,,15,7.1,10.6,
14-Jun-98,6,1998,16,0.2,,7.4,,2.3,,19.5,7.1,10.2,
15-Jun-98,6,1998,16,0.2,0.01,,,,,21,7.1,8.4,
16-Jun-98,6,1998,16.02,0.1,,,,,,19,7.2,9.6,
23-Jun-98,6,1998,16.01,0.2,,6.1,,2.7,12.7,18,7.1,10.2,
24-Jun-98,6,1998,15.01,0.2,0.01,,,,,18,7,9.6,
25-Jun-98,6,1998,14,0.2,,,,,,17,7,10.8,
1-Jul-98,7,1998,4.68,0.3,0.01,5.6,,2.5,,17,7.2,12.4,
2-Jul-98,7,1998,14,0.3,,,,,,16.3,7,10,
3-Jul-98,7,1998,14,0.2,,,,,,16.5,7.1,9.8,
7-Jul-98,7,1998,14.99,0.2,0.01,5.6,,3,13.4,20,7.1,8.6,
8-Jul-98,7,1998,15.05,0.3,,,,,,20,7.1,4.2,
9-Jul-98,7,1998,15,0.3,,,,,,19,7.1,10.8,
15-Jul-98,7,1998,17.01,0.3,0.01,8.9,,3.9,,21.5,7,16.5,
16-Jul-98,7,1998,17.03,0.3,,,,,,22.7,7.1,14.5,
17-Jul-98,7,1998,17.02,0.3,,,,,,20,7,11.4,
20-Jul-98,7,1998,13.36,0.3,0.01,9.5,,3.4,15,21.5,6.9,12.8,
21-Jul-98,7,1998,15,0.3,,,,,,20,7,13,
22-Jul-98,7,1998,15.19,0.3,,,,,,20,7,12.6,
26-Jul-98,7,1998,2.94,1.3,,,,,,21.5,7.1,11,
28-Jul-98,7,1998,18.25,2.8,0.1,9.6,,4,,17.5,7.2,12.2,
29-Jul-98,7,1998,19.04,3.3,,,,,,19,7.3,11.4,
5-Aug-98,8,1998,16.01,0.8,,,,,,22,7.1,9.8,
6-Aug-98,8,1998,16.02,0.9,0.13,24.4,,4.2,16.4,20.5,7.3,12,
7-Aug-98,8,1998,16.01,0.9,,,,,,21,7.2,10.4,
11-Aug-98,8,1998,16.99,0.9,0.17,17.8,,4.1,,20,7.1,12.4,
12-Aug-98,8,1998,17,1,,,,,,23,7.2,10.2,
13-Aug-98,8,1998,17,1.1,,,,,,21.5,7.2,10.6,
17-Aug-98,8,1998,18.81,3.9,0.29,13.4,,5.3,17.5,19.5,7.1,6.2,
18-Aug-98,8,1998,19.05,3.5,,,,,,19,7.1,9.4,
19-Aug-98,8,1998,19.29,4.2,,,,,,18.5,7.1,9,
23-Aug-98,8,1998,17.75,4.6,0.4,14.4,,4.8,,18,7.3,10.2,
24-Aug-98,8,1998,18,3.6,,,,,,21,7.1,10.6,
25-Aug-98,8,1998,17,3.8,,,,,,18,7.3,7,
2-Sep-98,9,1998,13,3.2,0.55,17.2,,3.9,19.5,19.5,7.2,12,
3-Sep-98,9,1998,12.5,1.6,,,,,,19.5,7.1,11.4,
4-Sep-98,9,1998,11,1.1,,,,,,21,7,9.2,
8-Sep-98,9,1998,12.68,1,0.1,19.5,,3.6,,21,7.1,11,
9-Sep-98,9,1998,11.06,1.1,0.01,,,,,18,6.9,9.8,
10-Sep-98,9,1998,11.17,0.9,,,,,,16.5,7,9.6,
14-Sep-98,9,1998,13,1.2,0.59,18.9,,4,15.9,21,7,10,
15-Sep-98,9,1998,14.25,1.1,,,,,,18,7,5.8,
16-Sep-98,9,1998,13.98,1.4,,,,,,19,7.1,5.8,
