Date,Month,Year,pH,Flow,Temp,Flow_gal,TP,TSS,NH3,TKN,NO2,NO3
12/17/1998,12,1998,7.34,45,20.5,44500000,,7,22.8,,,
12/18/1998,12,1998,7.38,45,20.8,45000000,,7,22,,,
12/19/1998,12,1998,7.4,48,20.1,48250000,,8,22.3,,,
12/20/1998,12,1998,7.21,47,20.6,47000000,,12,22.5,,,
12/21/1998,12,1998,7.26,46,18.6,46440000,,7,20,,,
12/22/1998,12,1998,7.48,46,18.4,46190000,1.35,10,20.7,23.2,0.28,0.5
12/23/1998,12,1998,7.5,47,17.8,47000000,,8,20.3,,,
12/24/1998,12,1998,7.17,48,18.3,48250000,,7,15.3,,,
12/25/1998,12,1998,7.2,45,18.5,45120000,,9,20.8,,,
12/26/1998,12,1998,7.32,46,20,45750000,,9,21.6,,,
12/27/1998,12,1998,7.23,46,20.6,46310000,,13,23.9,,,
12/28/1998,12,1998,7.42,46,20.6,46310000,,14,19.3,,,
12/29/1998,12,1998,7.43,46,21,45500000,1.08,10,21,23.7,0.3,0.45
12/30/1998,12,1998,7.34,45,20.4,44690000,,9,21.6,,,
12/31/1998,12,1998,7.39,46,20.4,45500000,,10,20.2,,,
1/1/1999,1,1999,7.32,44,20.9,44000000,,10,20.4,,,
1/2/1999,1,1999,7.23,45,20.7,45000000,,11,18.9,,,
1/3/1999,1,1999,7.3,46,20.2,45750000,,15,20.9,,,
1/4/1999,1,1999,7.46,45,18.9,45000000,,15,19.4,,,
1/5/1999,1,1999,7.4,43,18.2,43440000,1.04,17,18.7,,1,2.39
1/6/1999,1,1999,7.27,43,18.4,43060000,,19,19.8,,,
1/7/1999,1,1999,7.43,43,18.7,43370000,,13,20.7,,,
1/8/1999,1,1999,7.6,43,19.1,43000000,,12,20.6,,1.09,2.77
1/9/1999,1,1999,7.4,45,18.8,44750000,,10,20.9,,,
1/10/1999,1,1999,7.36,45,19.1,44690000,,12,20.3,,,
1/11/1999,1,1999,7.46,45,19.3,44500000,,10,18.3,,,
1/12/1999,1,1999,7.37,43,19.5,43000000,0.72,8,18.8,21.7,0.99,3.25
1/13/1999,1,1999,7.51,43,18.7,43370000,,4,22.5,,,
1/14/1999,1,1999,7.31,43,19.4,42560000,,2,20.1,,,
1/15/1999,1,1999,7.65,43,19.9,42690000,,4,20.9,,,
1/16/1999,1,1999,7.37,44,20.3,44190000,,11,20.2,,,
1/17/1999,1,1999,7.29,45,21,44940000,,9,18.9,,,
1/18/1999,1,1999,7.24,56,20.3,56440000,,16,17.8,,,
1/19/1999,1,1999,7.37,54,20,53620000,0.73,8,15.4,18.2,0.59,4.3
1/20/1999,1,1999,7.41,61,19.4,60750000,,4,13.1,,,
1/21/1999,1,1999,7.4,53,19.9,52940000,,5,12.1,,0.58,4.33
1/22/1999,1,1999,7.41,48,19.6,47940000,,4,13.6,,,
1/23/1999,1,1999,7.24,59,19.2,58620000,,6,15.5,,,
1/24/1999,1,1999,7.3,53,19.2,52810000,,10,14.7,,,
1/25/1999,1,1999,7.49,49,19.6,49120000,,5,13.4,,,
1/26/1999,1,1999,7.29,50,19.3,49750000,0.49,8,12.7,14.8,0.59,5.64
1/27/1999,1,1999,7.38,48,21.8,47810000,,6,15.2,,,
1/28/1999,1,1999,7.32,47,19.8,46750000,,8,14.6,,,
1/29/1999,1,1999,7.57,46,17.9,45500000,,9,13.9,,,
1/30/1999,1,1999,7.23,46,18.6,46370000,,6,15.7,,,
1/31/1999,1,1999,7.29,57,18.5,56690000,,8,11.2,,,
2/1/1999,2,1999,7.41,51,19.9,50500000,,9,12,,,
2/2/1999,2,1999,7.69,50,19.8,49620000,0.63,8,11.8,14.1,0.59,5.5
2/3/1999,2,1999,7.54,49,20.7,48940000,,9,12.9,,,
2/4/1999,2,1999,7.45,48,19.4,48250000,,8,16.5,,,
2/5/1999,2,1999,7.39,46,19.9,46370000,,8,19.3,,,
2/6/1999,2,1999,7.43,54,20.1,54190000,,11,20.4,,,
2/7/1999,2,1999,7.2,99,19,98560000,,16,18.8,,,
2/8/1999,2,1999,7.37,73,18.3,73000000,,16,10.9,,,
2/9/1999,2,1999,7.21,94,18,93560000,1.2,13,11.4,13.6,0.1,0.52
2/10/1999,2,1999,7.18,70,17.9,69620000,,9,8.7,,,
2/11/1999,2,1999,7.26,63,18.3,63310000,,9,12.6,,,
2/12/1999,2,1999,6.72,59,18.3,58810000,,10,14.2,,,
2/13/1999,2,1999,7.25,58,19.3,57870000,,11,15.7,,,
2/14/1999,2,1999,7.43,56,19.3,55750000,,11,16.2,,,
2/15/1999,2,1999,7.47,58,19.5,57560000,,11,16.6,,,
2/16/1999,2,1999,7.6,60,19.2,59560000,,11,16,,,
2/17/1999,2,1999,7.21,76,19.3,75940000,1.17,8,16.5,18.5,0.34,0.94
2/18/1999,2,1999,7.13,65,19.6,65060000,,9,10.2,,,
2/19/1999,2,1999,6.88,63,19.6,62620000,,9,13.3,,,
2/20/1999,2,1999,7.39,66,18.2,65690000,,10,13.6,,,
2/21/1999,2,1999,7.4,76,18,76000000,,13,15,,,
2/22/1999,2,1999,7.36,63,19.5,62750000,,12,10.5,,,
2/23/1999,2,1999,7.37,59,20,59310000,0.94,5,11.4,,1.36,0.96
2/24/1999,2,1999,7.63,58,19.3,57500000,,5,13.6,16.1,,
2/25/1999,2,1999,7.51,60,19.7,60120000,,8,14.2,,,
2/26/1999,2,1999,7.5,55,19.3,55250000,,8,14.1,,,
2/27/1999,2,1999,7.43,55,19.8,54560000,,10,14.2,,,
2/28/1999,2,1999,7.43,54,20.3,54060000,,9,14.3,,,
3/1/1999,3,1999,7.5,52,20.3,51690000,,10,13.7,,,
3/2/1999,3,1999,7.35,51,20,50810000,0.93,5,13.6,15.6,2.34,2.47
3/3/1999,3,1999,7.42,54,20.1,53750000,,4,15.7,,,
3/4/1999,3,1999,7.47,52,19.5,51750000,,4,16.4,,,
3/5/1999,3,1999,7.77,50,20,50250000,,4,15.1,,,
3/6/1999,3,1999,7.39,50,19.7,50250000,,7,14.8,,,
3/7/1999,3,1999,7.36,50,19.7,50310000,,8,14.9,,,
3/8/1999,3,1999,7.41,51,18.2,51440000,,9,13.4,,,
3/9/1999,3,1999,7.76,61,17.6,60500000,0.94,5,11.4,13.8,0.65,3.49
3/10/1999,3,1999,7.43,56,17.2,56000000,,7,11.8,,,
3/11/1999,3,1999,7.52,52,19.3,52000000,,7,11.6,,,
3/12/1999,3,1999,7.41,51,20,51060000,,6,13,,,
3/13/1999,3,1999,7.31,50,20,50120000,,8,13.9,,,
3/14/1999,3,1999,7.4,51,19.2,50750000,,8,14,,,
3/15/1999,3,1999,7.43,52,19.6,52370000,,6,11.2,,,
3/16/1999,3,1999,7.4,50,20,49940000,0.75,7,11.9,13.7,0.65,5
3/17/1999,3,1999,7.3,49,20.2,48560000,,6,13.1,,,
3/18/1999,3,1999,7.43,48,19.9,47940000,,7,13.6,,,
3/19/1999,3,1999,7.5,50,19.7,49560000,,9,14.2,,,
3/20/1999,3,1999,7.27,51,19.7,51000000,,8,14.2,,,
3/21/1999,3,1999,7.4,51,20.2,50750000,,11,13.2,,,
3/22/1999,3,1999,7.4,50,19.3,49620000,,9,12.1,,,
3/23/1999,3,1999,7.74,50,19.8,49690000,0.98,9,12.2,14.4,0.8,5.3
3/24/1999,3,1999,7.38,50,19.7,49940000,,6,13.2,,,
3/25/1999,3,1999,7.54,60,20.3,60120000,,6,14.3,,,
3/26/1999,3,1999,7.24,54,20.8,54440000,,7,10.1,,,
3/27/1999,3,1999,7.32,53,22.5,52500000,,6,,,,
3/28/1999,3,1999,7.5,51,20.7,51190000,,13,12.6,,,
3/29/1999,3,1999,7.52,51,20.1,50810000,0.65,9,11.8,14,1.26,5.4
3/30/1999,3,1999,7.42,49,19.5,49000000,,5,9.6,,,
3/31/1999,3,1999,7.43,52,19.5,52310000,,4,14.9,,,
4/1/1999,4,1999,7.5,50,20,50250000,,5,15.8,,,
4/2/1999,4,1999,7.53,50,20.7,49940000,,4,15.1,,,
4/3/1999,4,1999,7.46,48,19.3,48370000,,5,13.7,,,
4/4/1999,4,1999,7.4,47,20.1,47310000,,5,11.9,,,
4/5/1999,4,1999,7.35,50,19.3,50310000,2.1,2,12.9,16.4,0.86,4.16
4/6/1999,4,1999,7.49,52,19.9,52060000,,4,15.7,,,
4/7/1999,4,1999,7.59,50,19.9,49560000,,6,16.1,,,
4/8/1999,4,1999,7.5,55,19.5,55250000,,4,16.5,,,
4/9/1999,4,1999,7.35,53,19.5,52500000,,4,15.9,,,
4/10/1999,4,1999,7.25,51,19.4,51190000,,8,15.3,,,
4/11/1999,4,1999,7.42,69,19.5,68750000,,6,15.8,,,
4/12/1999,4,1999,7.4,58,19.5,58000000,,7,14.6,,,
4/13/1999,4,1999,7.4,54,19.5,54440000,1.08,4,12.4,14,0.42,0.72
4/14/1999,4,1999,7.52,52,19.5,52310000,,3,15,,,1.42
4/15/1999,4,1999,7.49,51,21.8,50810000,,5,14.9,,,
4/16/1999,4,1999,7.53,51,21.8,51000000,1.47,5,16.2,,,
4/17/1999,4,1999,7.37,50,21.7,50000000,,6,15.8,,,
4/18/1999,4,1999,7.4,50,21.7,50000000,,9,15.8,,,
4/19/1999,4,1999,7.46,50,21.2,49870000,,11,15.6,,,
4/20/1999,4,1999,7.4,47,22,47440000,1.2,7,14.8,17,1.26,0.69
4/21/1999,4,1999,7.33,48,20.8,47940000,,9,15.6,,,
4/22/1999,4,1999,7.48,48,21.1,47620000,,10,16,,,
4/23/1999,4,1999,7.43,48,21.1,47620000,,8,16.1,,,
4/24/1999,4,1999,7.34,57,22.1,56500000,,11,15.1,,,
4/25/1999,4,1999,7.4,48,20.5,48120000,,9,15,,,
4/26/1999,4,1999,7.35,48,20,47620000,,8,15.8,,,
4/27/1999,4,1999,7.34,48,21,47620000,1.45,8,15.9,18.1,0.95,1.02
4/28/1999,4,1999,7.4,44,20,44120000,,9,17.8,,,
4/29/1999,4,1999,7.53,50,21.9,49500000,,10,18.1,,,
4/30/1999,4,1999,7.5,47,20,46560000,,11,17.8,,,
5/1/1999,5,1999,7.41,48,22.1,47620000,,11,16.6,,,
5/2/1999,5,1999,7.4,48,21.3,48190000,,13,17.2,,,
5/3/1999,5,1999,7.52,47,20.3,46880000,,12,16.8,,,
5/4/1999,5,1999,7.43,46,20,46440000,1.39,10,17,19.6,0.53,2.16
5/5/1999,5,1999,7.28,46,22.1,46000000,,12,18,,,
5/6/1999,5,1999,7.34,45,22.3,45310000,,8,17.7,,,
5/7/1999,5,1999,7.31,47,21.5,46500000,,10,18.9,,,
5/8/1999,5,1999,7.42,47,22,46690000,,11,18.6,,,
5/9/1999,5,1999,7.37,47,21.8,47120000,,14,18.6,,,
5/10/1999,5,1999,7.32,47,22.3,46690000,,13,17.9,,,
5/11/1999,5,1999,7.64,46,23.6,45810000,,17,19,,,
5/12/1999,5,1999,7.6,45,23,45310000,0.85,11,19.5,22,0.16,0.43
5/13/1999,5,1999,7.52,46,21.9,45870000,,10,19.3,,,
5/14/1999,5,1999,7.42,46,21,45690000,,10,19.6,,,
5/15/1999,5,1999,7.51,46,22.5,46060000,,11,18.8,,,
5/16/1999,5,1999,7.46,47,22.7,46810000,,11,18.8,,,
5/17/1999,5,1999,7.5,47,22.3,46750000,,9,18.5,,,
5/18/1999,5,1999,7.57,46,22.3,45500000,,11,17.3,19.9,0.67,0.89
5/19/1999,5,1999,7.58,45,22,45120000,,9,20.4,,,
5/20/1999,5,1999,7.5,45,22.4,44940000,,11,19.5,,,
5/21/1999,5,1999,7.47,45,22.9,45120000,,10,20,,,
5/22/1999,5,1999,7.34,46,23.9,46060000,,6,19.4,,,
5/23/1999,5,1999,7.4,46,22.8,45560000,,8,18,,,
5/24/1999,5,1999,7.45,46,23.2,45620000,,9,17.9,,,
5/25/1999,5,1999,7.38,45,23,44620000,0.77,8,17.6,,,
5/26/1999,5,1999,7.37,45,23.5,45060000,,5,18.3,,,
5/27/1999,5,1999,7.39,45,24,44690000,,4,17.9,,,
5/28/1999,5,1999,7.5,45,23,44690000,,7,17.4,,,
5/29/1999,5,1999,7.33,44,22,44250000,,7,16,,,
5/30/1999,5,1999,7.43,43,23.4,42940000,,7,16.2,,,
5/31/1999,5,1999,7.28,46,22,45500000,,5,16.5,,,
6/1/1999,6,1999,7.4,45,19,45060000,,8,15.7,,,
6/2/1999,6,1999,7.47,44,22.4,44190000,,7,15.5,,,
6/3/1999,6,1999,7.51,44,22.4,43500000,,6,17.3,,,
6/4/1999,6,1999,7.5,44,22.4,44120000,,3,17.4,,,
6/5/1999,6,1999,7.39,45,23.7,44620000,,10,17.3,,,
6/6/1999,6,1999,7.44,46,23.6,45750000,,10,17.7,,,
6/7/1999,6,1999,7.45,45,23.4,44940000,,12,16.2,,,
6/8/1999,6,1999,7.24,44,23.4,44120000,1.3,13,16.1,18.9,0.43,2.05
6/9/1999,6,1999,7.45,44,22.9,44000000,,15,16.4,,,
6/10/1999,6,1999,7.44,44,23.9,44000000,,14,17.4,,,
6/11/1999,6,1999,7.27,44,24.8,44370000,,11,18.5,,,
6/12/1999,6,1999,7.44,45,24.1,44560000,,12,16.9,,,
6/13/1999,6,1999,7.33,45,24.8,44620000,,13,16.4,,,
6/14/1999,6,1999,7.33,46,24,45750000,,11,16.2,,,
6/15/1999,6,1999,7.51,44,22.9,43690000,,9,16.1,,,
6/16/1999,6,1999,7.45,44,23.1,43500000,0.71,9,21.9,24.5,0.9,3.2
6/17/1999,6,1999,7.39,42,23.9,42000000,,10,16.8,,,
6/18/1999,6,1999,7.5,44,24.6,44250000,,10,15.9,,,
6/19/1999,6,1999,7.41,44,24.8,43750000,,11,16.2,,,
6/20/1999,6,1999,7.43,44,25.1,43810000,,11,16.1,,,
6/21/1999,6,1999,7.53,44,24.8,43750000,,11,15.6,,,
6/22/1999,6,1999,7.39,44,25.1,43870000,,11,15.1,,,
6/23/1999,6,1999,7.34,44,25.2,43560000,,13,15.5,,,
6/24/1999,6,1999,7.4,43,25.2,43100000,,10,14.6,,,
6/25/1999,6,1999,7.38,43,24.9,43060000,,10,17,,,
6/26/1999,6,1999,7.43,43,24.5,43200000,,8,16.2,,,
6/27/1999,6,1999,7.36,43,25.7,43250000,,13,16.5,,,
6/28/1999,6,1999,7.37,43,26.1,43300000,,15,16.9,,,
6/29/1999,6,1999,7.54,42,26.3,42190000,1.13,10,18.1,20.5,0.54,0.49
6/30/1999,6,1999,7.51,43,27.1,42900000,,7,18.8,,,
7/1/1999,7,1999,7.51,42,23.1,42400000,,6,18.8,,,
7/2/1999,7,1999,7.54,42,25.4,42310000,,12,18.5,,,
7/3/1999,7,1999,7.36,41,24.8,41370000,,8,18.6,,,
7/4/1999,7,1999,7.3,39,24.7,39370000,,10,17.2,,,
7/5/1999,7,1999,7.45,43,26,42690000,,8,17.4,,,
7/6/1999,7,1999,7.34,43,25.2,43370000,0.64,7,17.4,20,1,0.15
7/7/1999,7,1999,7.32,41,23.1,41440000,,5,,2.6,,
7/8/1999,7,1999,7.21,40,25.2,40250000,,8,18.7,,,
7/9/1999,7,1999,7.37,41,26.1,41250000,,10,18.4,,,
7/10/1999,7,1999,7.2,41,24.8,40750000,,9,18.6,,,
7/11/1999,7,1999,7.23,41,26.4,40870000,,8,17.1,,,
7/12/1999,7,1999,7.34,42,27,41870000,,8,18.6,,,
7/13/1999,7,1999,7.45,41,26.3,41370000,0.84,7,16.4,18.8,1.23,0.35
7/14/1999,7,1999,7.49,41,25.1,40870000,,10,18.2,,,
7/15/1999,7,1999,7.74,41,25,41060000,,10,17.4,,,
7/16/1999,7,1999,7.41,41,24,40810000,,6,18.6,,,
7/17/1999,7,1999,7.47,41,24.7,40690000,,8,16.8,,,
7/18/1999,7,1999,7.44,41,25.2,41000000,,4,14.9,,,
7/19/1999,7,1999,7.38,41,24.8,41440000,,4,18.7,,,
7/20/1999,7,1999,7.55,41,24.7,40940000,,5,13.7,,,
7/21/1999,7,1999,7.65,40,23.9,40370000,,4,17.3,,,
7/22/1999,7,1999,7.54,42,24,41620000,,6,20.1,,,
7/23/1999,7,1999,7.47,43,24.6,42560000,,7,19.3,,,
7/24/1999,7,1999,7.53,43,25.3,42500000,,8,18.7,,,
7/25/1999,7,1999,7.47,42,25.6,42000000,,12,18.7,,,
7/26/1999,7,1999,7.46,41,25.3,41200000,,10,17,,,
7/27/1999,7,1999,7.34,47,24.6,47120000,,6,17.9,,,
7/28/1999,7,1999,7.5,28,24.7,27560000,0.39,8,19,21.3,1.62,0.66
7/29/1999,7,1999,7.56,48,24.7,47750000,,8,18,,,
7/30/1999,7,1999,7.3,41,25.2,41190000,,8,16.4,,,
7/31/1999,7,1999,7.56,42,25.3,41940000,,11,16,,,
8/1/1999,8,1999,7.55,41,23.3,41370000,,11,15.4,,,
8/2/1999,8,1999,7.51,42,25.8,42190000,,13,15.4,,,
8/3/1999,8,1999,7.52,41,25.2,41440000,0.84,12,15,17.8,2.36,1.19
8/4/1999,8,1999,7.45,42,25.5,42250000,,10,13.3,,,
8/5/1999,8,1999,7.38,51,24.2,51440000,,12,16.5,,,
8/6/1999,8,1999,7.42,42,24.5,42120000,,10,17.6,,,
8/7/1999,8,1999,7.43,42,25,41810000,,12,18.5,,,
8/8/1999,8,1999,7.53,42,25.5,41690000,,15,17.8,,,
8/9/1999,8,1999,7.5,43,27.2,42870000,,24,16.8,,,
8/10/1999,8,1999,7.5,42,24.8,41500000,0.7,17,16.3,18.8,1.2,0.66
8/11/1999,8,1999,7.41,42,24.6,42000000,,6,14.3,,,
8/12/1999,8,1999,7.5,41,25.2,41250000,,5,17.5,,,
8/13/1999,8,1999,7.47,41,25.3,40560000,,6,16.5,,,
8/14/1999,8,1999,7.53,41,24.8,41120000,,6,15.4,,,
8/15/1999,8,1999,7.4,41,25.3,41250000,,11,15.7,,,
8/16/1999,8,1999,7.39,42,25,41500000,,7,15.3,,,
8/17/1999,8,1999,7.4,40,25.2,40440000,0.54,6,14.2,16.6,1.94,1.31
8/18/1999,8,1999,7.35,41,25,41250000,,7,15.1,,,
8/19/1999,8,1999,7.48,41,25.1,41120000,,8,16.1,,,
8/20/1999,8,1999,7.62,41,26,40690000,,6,16,,,
8/21/1999,8,1999,7.68,41,25.7,40750000,,9,14.7,,,
8/22/1999,8,1999,7.49,41,27.5,41250000,,8,16.5,,,
8/23/1999,8,1999,7.52,41,25.8,41250000,,8,16,,,
8/24/1999,8,1999,7.23,41,26.2,40560000,0.56,7,15.6,,1.17,0.96
8/25/1999,8,1999,7.38,40,26.3,40370000,,6,17.5,,,
8/26/1999,8,1999,7.4,40,26.8,40250000,,6,16.7,17.5,,
8/27/1999,8,1999,7.23,41,26.7,40560000,,5,16.5,18.3,,
8/28/1999,8,1999,7.29,41,26.6,41250000,,7,14.7,,,
8/29/1999,8,1999,7.3,41,26.9,41120000,,8,16.1,,,
8/30/1999,8,1999,7.49,42,26.6,41620000,,10,14.7,,,
8/31/1999,8,1999,7.49,40,25.8,40310000,0.82,9,15,17.9,1.64,2
9/1/1999,9,1999,7.26,40,27.6,40190000,,7,15.1,,,
9/2/1999,9,1999,7.32,41,25.7,40690000,,5,14.2,,,
9/3/1999,9,1999,7.4,40,25.6,40310000,,9,15.5,,,
9/4/1999,9,1999,7.49,40,26.3,40000000,,9,15.9,,,
9/5/1999,9,1999,7.46,38,26.7,38440000,,13,15.7,,,
9/6/1999,9,1999,7.73,42,26.9,41620000,,12,14,,,
9/7/1999,9,1999,7.23,40,26.8,39810000,,11,15,,,
9/8/1999,9,1999,7.4,41,27,40690000,,10,13,,,
9/9/1999,9,1999,7.23,40,26.3,40120000,,8,15.7,,,
9/10/1999,9,1999,7.53,41,26.1,41370000,,10,16.9,,,
9/11/1999,9,1999,7.4,42,26,41560000,,7,16.2,,,
9/12/1999,9,1999,7.4,41,26,41310000,,12,17,,,
9/13/1999,9,1999,7.5,42,25.6,41500000,,13,16.4,,,
9/14/1999,9,1999,7.56,41,26,41120000,,12,17.8,,,
9/15/1999,9,1999,7.39,42,25.8,41870000,,10,17.9,,,
9/16/1999,9,1999,7.22,60,25.1,60000000,0.71,10,18.7,21.1,1.18,1.36
9/17/1999,9,1999,7.59,41,25.6,41370000,,9,17.9,,,
9/18/1999,9,1999,7.38,42,25.1,42120000,,8,18.5,,,
9/19/1999,9,1999,7.44,43,25.3,42500000,,11,18.6,,,
9/20/1999,9,1999,7.36,47,26.1,47060000,1.08,13,16,19.1,1.45,4
9/21/1999,9,1999,7.62,43,27.5,43310000,,10,16.9,,,
9/22/1999,9,1999,7.69,42,26.1,41690000,,15,18.8,,,
9/23/1999,9,1999,7.56,41,25.2,40560000,,7,17.8,,,
9/24/1999,9,1999,7.67,42,25.4,42310000,,8,16.8,,,
9/25/1999,9,1999,7.51,42,26.2,41500000,,7,16.8,,,
9/26/1999,9,1999,7.53,40,26.7,40190000,,9,16.2,,,
9/27/1999,9,1999,7.35,42,27.2,41620000,0.8,10,16.5,19.4,0.64,2.9
9/28/1999,9,1999,7.6,40,26.2,40440000,,8,16.8,,,
9/29/1999,9,1999,7.44,40,26.2,40370000,,10,20.6,,,
9/30/1999,9,1999,7.5,41,26.9,41000000,,12,20.7,,,
10/1/1999,10,1999,7.45,41,25.7,41060000,,11,19.6,,,
10/2/1999,10,1999,7.29,42,25.4,41810000,,7,16.4,,,
10/3/1999,10,1999,7.46,42,25.6,41870000,,8,19.2,,,
10/4/1999,10,1999,7.27,41,25.6,40870000,0.81,10,18.5,21.3,0.54,1.18
10/5/1999,10,1999,7.45,40,25.7,40120000,,12,18,,,
10/6/1999,10,1999,7.56,40,24.8,40310000,,6,20.2,,,
10/7/1999,10,1999,7.41,41,25.4,40560000,,8,20,,,
10/8/1999,10,1999,7.38,41,25.5,40560000,,6,19.4,,,
10/9/1999,10,1999,7.33,41,25.8,40900000,,8,19.2,,,
10/10/1999,10,1999,7.42,42,26.6,41560000,,9,18.6,,,
10/11/1999,10,1999,7.47,41,27.1,41310000,,8,18.9,,,
10/12/1999,10,1999,7.5,40,27,39940000,,6,17.9,,,
10/13/1999,10,1999,7.64,40,27.3,39940000,2.8,7,19.2,21.7,0.38,0.47
10/14/1999,10,1999,7.51,40,27.2,39810000,,7,18.2,,,
10/15/1999,10,1999,7.65,40,26.3,40190000,,6,21.1,,,
10/16/1999,10,1999,7.3,41,25,40630000,,9,20.5,,,
10/17/1999,10,1999,7.38,41,25.5,40810000,,8,19.8,,,
10/18/1999,10,1999,7.67,40,26,40190000,0.49,6,17.6,20.6,1.5,0.6
10/19/1999,10,1999,7.47,40,25.5,40370000,,9,20,,,
10/20/1999,10,1999,7.52,40,25.4,40000000,,6,15.2,,,
10/21/1999,10,1999,7.6,40,25,40250000,,8,16.6,,,
10/22/1999,10,1999,7.21,40,25.6,39750000,,9,17.5,,,
10/23/1999,10,1999,7.33,42,25,42250000,,12,19.6,,,
10/24/1999,10,1999,7.5,43,24.8,42560000,,10,20.4,,,
10/25/1999,10,1999,7.45,41,24.3,41310000,0.88,8,20.1,22.9,0.14,0.5
10/26/1999,10,1999,7.45,39,24.8,39440000,,7,19.5,,,
10/27/1999,10,1999,7.48,40,24.6,40310000,,5,21.7,,,
10/28/1999,10,1999,7.54,42,24.4,41870000,,6,18.5,,,
10/29/1999,10,1999,7.7,41,24.4,41190000,,4,20.2,,,
10/30/1999,10,1999,7.4,42,24,42060000,,6,19.8,,,
10/31/1999,10,1999,7.5,42,25,42060000,,9,20.4,,,
11/1/1999,11,1999,7.87,42,25.2,41500000,,12,16.7,,,
11/2/1999,11,1999,7.53,41,25.9,41120000,,11,18.9,,,
11/3/1999,11,1999,7.52,41,25,41000000,,6,19.2,,,
11/4/1999,11,1999,7.49,41,24.4,40500000,,6,19.6,,,
11/5/1999,11,1999,7.46,40,25,40190000,,7,18.6,,,
11/6/1999,11,1999,7.29,41,25,41120000,0.74,8,17.1,19.9,1.6,0.35
11/7/1999,11,1999,7.6,44,24.3,43620000,,11,18.3,,,
11/8/1999,11,1999,7.62,44,21.9,43620000,,10,15.2,,,
11/9/1999,11,1999,7.6,45,21,45120000,,8,16.1,19.1,0.65,0.53
11/10/1999,11,1999,7.42,42,22.7,41750000,,7,18.2,,,
11/11/1999,11,1999,7.42,41,21.9,41120000,,9,21,,,
11/12/1999,11,1999,7.52,41,23.5,40500000,,8,20.2,,,
11/13/1999,11,1999,7.31,42,24.1,41500000,,7,20.1,,,
11/14/1999,11,1999,7.42,42,23,41810000,,15,19.6,,,
11/15/1999,11,1999,7.35,40,23.5,40440000,,10,18.5,,,
11/16/1999,11,1999,7.5,40,23.1,40460000,,13,19,,,
11/17/1999,11,1999,7.3,42,22,41560000,,7,19.7,,,
11/18/1999,11,1999,7.6,39,22,39370000,,11,19.8,,,
11/19/1999,11,1999,7.43,43,21,43310000,,11,17.8,,,
11/20/1999,11,1999,7.39,44,23.1,43620000,2.2,18,18.7,22,0.49,0.18
11/21/1999,11,1999,7.36,43,22.9,43370000,,21,17.6,,,
11/22/1999,11,1999,7.42,43,21.9,42560000,,19,18.1,,,
11/23/1999,11,1999,7.4,40,22.2,40440000,1,15,18.6,22.2,0.54,0.53
11/24/1999,11,1999,7.41,43,21.6,43310000,,12,19.3,,,
11/25/1999,11,1999,7.3,43,23,42560000,,16,19.6,,,
11/26/1999,11,1999,7.16,40,22.5,40440000,,19,17.4,,,
11/27/1999,11,1999,7.33,41,22.5,40500000,,16,18.8,,,
11/28/1999,11,1999,7.37,43,23.2,42500000,,19,19.9,,,
11/29/1999,11,1999,7.23,41,22.4,40750000,,15,20.3,,,
11/30/1999,11,1999,7.15,43,21.9,43120000,,11,18.7,,,
12/1/1999,12,1999,7.51,42,22.3,41940000,,15,21.7,,,
12/2/1999,12,1999,7.5,41,22,41310000,,7,23.4,,,
12/3/1999,12,1999,7.54,42,22.1,41690000,0.62,11,22.8,25.7,0.78,0.34
12/4/1999,12,1999,7.25,42,21.6,42310000,,9,22.8,,,
12/5/1999,12,1999,7.42,42,21.1,42440000,,9,19.5,,,
12/6/1999,12,1999,7.41,42,21.3,42000000,,9,19.4,,,
12/7/1999,12,1999,7.47,41,20.6,41310000,,7,19.5,22.4,0.9,0.2
12/8/1999,12,1999,7.34,41,20.2,40750000,,10,14.2,,,
12/9/1999,12,1999,7.24,42,20.4,42190000,,6,20.7,,,
12/10/1999,12,1999,7.47,42,20.4,41810000,,11,20.2,,,
12/11/1999,12,1999,7.06,43,20.8,42810000,,11,20.3,,,
12/12/1999,12,1999,7.34,43,21.3,42690000,,12,20,,,
12/13/1999,12,1999,7.2,42,20.8,41690000,,11,18.7,,,
12/14/1999,12,1999,7.2,42,21,41620000,,11,18.5,,,
12/15/1999,12,1999,7.47,48,20.3,47620000,,9,21.7,,,
12/16/1999,12,1999,7.32,40,20.9,39620000,0.73,12,22.6,25.9,0.81,0.28
12/17/1999,12,1999,7.31,39,19.9,38870000,,14,21.5,,,
12/18/1999,12,1999,7.32,43,21,42940000,,20,20.8,,,
12/19/1999,12,1999,7.28,43,22,42620000,,19,20.4,,,
12/20/1999,12,1999,7.5,40,21.5,40440000,,13,18,,,
12/21/1999,12,1999,7.24,41,20.8,41440000,0.85,14,17.6,21,0.51,1.29
12/22/1999,12,1999,7.33,42,21.5,41940000,,12,18.9,,,
12/23/1999,12,1999,7.1,42,21,41940000,,12,21.3,,,
12/24/1999,12,1999,7.1,43,21,43190000,,12,20.5,,,
12/25/1999,12,1999,N.M.,40,N.M.,40060000,,12,20.1,,,
12/26/1999,12,1999,7.28,41,21.2,41190000,,14,18,,,
12/27/1999,12,1999,7.2,42,21,41750000,,12,20.7,,,
12/28/1999,12,1999,7.35,41,20.2,40810000,0.82,10,19.4,21.7,0.37,0.87
