Date,Month,Year,Flow,NH3,NO2,NO3,PO4
4-Dec-02,12,2002,24.7231,,,,
5-Dec-02,12,2002,25.43392,0.2,,,
6-Dec-02,12,2002,24.7218,,,,
7-Dec-02,12,2002,24.37791,,,,
8-Dec-02,12,2002,24.44255,,,,
9-Dec-02,12,2002,24.95999,,,,
10-Dec-02,12,2002,23.41086,0.2,0.003,20,11
11-Dec-02,12,2002,24.52718,,,,
12-Dec-02,12,2002,24.54047,,,,
13-Dec-02,12,2002,27.83404,,,,
14-Dec-02,12,2002,31.21762,,,,
15-Dec-02,12,2002,30.24094,,,,
16-Dec-02,12,2002,39.55542,,,,
17-Dec-02,12,2002,35.57381,,,,
18-Dec-02,12,2002,32.86007,0.2,,,
19-Dec-02,12,2002,38.32018,,,,
20-Dec-02,12,2002,40.71178,,,,
21-Dec-02,12,2002,37.36462,,,,
22-Dec-02,12,2002,33.02528,0.2,,,
23-Dec-02,12,2002,32.10514,,,,
24-Dec-02,12,2002,30.02349,,,,
25-Dec-02,12,2002,27.52961,,,,
26-Dec-02,12,2002,27.59048,,,,
27-Dec-02,12,2002,26.49339,,,,
28-Dec-02,12,2002,27.29401,,,,
29-Dec-02,12,2002,30.50364,,,,
30-Dec-02,12,2002,29.61639,,,,
31-Dec-02,12,2002,34.888,,,,
1-Jan-03,1,2003,31.1432,,,,
2-Jan-03,1,2003,30.87645,0.2,,,
3-Jan-03,1,2003,30.35757,,,,
4-Jan-03,1,2003,29.19505,,,,
5-Jan-03,1,2003,29.3788,,,,
6-Jan-03,1,2003,30.29508,,,,
7-Jan-03,1,2003,29.91654,0.2,0.002,17,11
8-Jan-03,1,2003,29.56856,,,,
9-Jan-03,1,2003,29.7183,,,,
10-Jan-03,1,2003,30.85695,,,,
11-Jan-03,1,2003,29.60766,,,,
12-Jan-03,1,2003,29.29775,,,,
13-Jan-03,1,2003,29.62009,,,,
14-Jan-03,1,2003,29.13181,,,,
15-Jan-03,1,2003,28.37918,0.2,,,
16-Jan-03,1,2003,27.7045,,,,
17-Jan-03,1,2003,26.8206,,,,
18-Jan-03,1,2003,25.56056,,,,
19-Jan-03,1,2003,25.30574,,,,
20-Jan-03,1,2003,26.57065,,,,
21-Jan-03,1,2003,26.75229,0.2,,,
22-Jan-03,1,2003,26.94138,,,,
23-Jan-03,1,2003,23.25997,,,,
24-Jan-03,1,2003,28.84237,,,,
25-Jan-03,1,2003,25.48491,,,,
26-Jan-03,1,2003,25.45957,,,,
27-Jan-03,1,2003,25.7965,0.2,,,
28-Jan-03,1,2003,25.61864,,,,
29-Jan-03,1,2003,25.8421,,,,
30-Jan-03,1,2003,25.66142,,,,
31-Jan-03,1,2003,25.52135,,,,
1-Feb-03,2,2003,24.71422,,,,
2-Feb-03,2,2003,25.05576,,,,
3-Feb-03,2,2003,25.70463,,,,
4-Feb-03,2,2003,25.45035,0.88,0.008,17,11
5-Feb-03,2,2003,26.04038,,,,
6-Feb-03,2,2003,26.06868,,,,
7-Feb-03,2,2003,24.76478,,,,
8-Feb-03,2,2003,24.51979,,,,
9-Feb-03,2,2003,24.38505,,,,
10-Feb-03,2,2003,27.50254,,,,
11-Feb-03,2,2003,25.30293,,,,
12-Feb-03,2,2003,26.11112,0.2,,,
13-Feb-03,2,2003,26.3489,,,,
14-Feb-03,2,2003,25.93254,,,,
15-Feb-03,2,2003,25.42731,,,,
16-Feb-03,2,2003,27.76456,,,,
17-Feb-03,2,2003,27.21597,,,,
18-Feb-03,2,2003,27.02584,,,,
19-Feb-03,2,2003,26.30312,,,,
20-Feb-03,2,2003,26.06878,0.44,,,
21-Feb-03,2,2003,24.92883,,,,
22-Feb-03,2,2003,24.49147,,,,
23-Feb-03,2,2003,25.00503,,,,
24-Feb-03,2,2003,26.62259,0.26,,,
25-Feb-03,2,2003,31.06594,,,,
26-Feb-03,2,2003,29.35255,,,,
27-Feb-03,2,2003,29.67238,,,,
28-Feb-03,2,2003,28.08318,,,,
1-Mar-03,3,2003,26.99288,,,,
2-Mar-03,3,2003,27.17385,,,,
3-Mar-03,3,2003,27.09282,,,,
4-Mar-03,3,2003,26.56473,,,,
5-Mar-03,3,2003,26.76336,0.2,,,
6-Mar-03,3,2003,26.72703,,,,
7-Mar-03,3,2003,26.63572,,,,
8-Mar-03,3,2003,26.5662,,,,
9-Mar-03,3,2003,26.34993,,,,
10-Mar-03,3,2003,26.33918,,,,
11-Mar-03,3,2003,26.7798,0.2,0.003,19,10
12-Mar-03,3,2003,27.10563,,,,
13-Mar-03,3,2003,26.57087,,,,
14-Mar-03,3,2003,25.82442,,,,
15-Mar-03,3,2003,28.09532,,,,
16-Mar-03,3,2003,27.20792,,,,
17-Mar-03,3,2003,27.56223,,,,
18-Mar-03,3,2003,27.25299,,,,
19-Mar-03,3,2003,26.64443,,,,
20-Mar-03,3,2003,26.23266,0.2,,,
21-Mar-03,3,2003,26.14211,,,,
22-Mar-03,3,2003,25.16847,,,,
23-Mar-03,3,2003,25.79243,,,,
24-Mar-03,3,2003,25.87293,1.5,,,
25-Mar-03,3,2003,25.09352,,,,
26-Mar-03,3,2003,24.90438,,,,
27-Mar-03,3,2003,24.59037,,,,
28-Mar-03,3,2003,24.20927,,,,
29-Mar-03,3,2003,23.78776,,,,
30-Mar-03,3,2003,23.87873,,,,
31-Mar-03,3,2003,25.12828,,,,
1-Apr-03,4,2003,24.9447,,,,
2-Apr-03,4,2003,25.44747,,,,
3-Apr-03,4,2003,25.65337,3.2,,,
4-Apr-03,4,2003,25.95572,,,,
5-Apr-03,4,2003,25.07049,,,,
6-Apr-03,4,2003,25.28878,,,,
7-Apr-03,4,2003,25.86667,,,,
8-Apr-03,4,2003,25.25221,0.31,0.019,21,12
9-Apr-03,4,2003,25.05363,,,,
10-Apr-03,4,2003,24.75725,,,,
11-Apr-03,4,2003,24.43037,,,,
12-Apr-03,4,2003,26.87926,,,,
13-Apr-03,4,2003,30.07952,,,,
14-Apr-03,4,2003,28.34779,0.2,,,
15-Apr-03,4,2003,27.40123,,,,
16-Apr-03,4,2003,27.19742,,,,
17-Apr-03,4,2003,27.60715,,,,
18-Apr-03,4,2003,26.83793,,,,
19-Apr-03,4,2003,26.09571,,,,
20-Apr-03,4,2003,25.6747,,,,
21-Apr-03,4,2003,26.64288,,,,
22-Apr-03,4,2003,26.96775,,,,
23-Apr-03,4,2003,29.0543,0.2,,,
24-Apr-03,4,2003,26.31489,,,,
25-Apr-03,4,2003,26.72144,,,,
26-Apr-03,4,2003,26.55836,,,,
27-Apr-03,4,2003,26.70351,,,,
28-Apr-03,4,2003,28.01696,,,,
29-Apr-03,4,2003,27.09715,,,,
30-Apr-03,4,2003,26.92955,,,,
1-May-03,5,2003,26.45721,0.27,,,
2-May-03,5,2003,26.41098,0.32,,,
3-May-03,5,2003,26.85311,,,,
4-May-03,5,2003,26.31191,,,,
5-May-03,5,2003,26.93066,0.2,,,
6-May-03,5,2003,26.38616,,,,
7-May-03,5,2003,25.86111,,,,
8-May-03,5,2003,26.00616,,,,
9-May-03,5,2003,25.58965,,,,
10-May-03,5,2003,24.7833,,,,
11-May-03,5,2003,24.54737,,,,
12-May-03,5,2003,25.95315,,,,
13-May-03,5,2003,25.37822,0.24,0.016,19,11
14-May-03,5,2003,25.47317,,,,
15-May-03,5,2003,25.13973,,,,
16-May-03,5,2003,25.0265,,,,
17-May-03,5,2003,24.38677,,,,
18-May-03,5,2003,24.3108,,,,
19-May-03,5,2003,24.97334,,,,
20-May-03,5,2003,25.33596,,,,
21-May-03,5,2003,25.38494,0.2,,,
22-May-03,5,2003,25.38255,,,,
23-May-03,5,2003,24.58852,,,,
24-May-03,5,2003,23.34431,,,,
25-May-03,5,2003,22.65677,,,,
26-May-03,5,2003,23.88914,,,,
27-May-03,5,2003,24.87253,0.24,,,
28-May-03,5,2003,25.01861,,,,
29-May-03,5,2003,25.14723,,,,
30-May-03,5,2003,25.00741,,,,
31-May-03,5,2003,24.34694,,,,
1-Jun-03,6,2003,24.60457,,,,
2-Jun-03,6,2003,25.38963,,,,
3-Jun-03,6,2003,25.17636,,,,
4-Jun-03,6,2003,25.10057,,,,
5-Jun-03,6,2003,25.15654,0.63,,,
6-Jun-03,6,2003,24.73474,,,,
7-Jun-03,6,2003,24.02256,,,,
8-Jun-03,6,2003,24.02157,,,,
9-Jun-03,6,2003,25.04242,,,,
10-Jun-03,6,2003,25.14171,0.2,0.005,19,10
11-Jun-03,6,2003,25.12474,,,,
12-Jun-03,6,2003,25.45741,,,,
13-Jun-03,6,2003,25.65614,,,,
14-Jun-03,6,2003,24.77646,,,,
15-Jun-03,6,2003,24.3872,,,,
16-Jun-03,6,2003,25.5574,,,,
17-Jun-03,6,2003,24.85942,,,,
18-Jun-03,6,2003,24.77807,0.2,,,
19-Jun-03,6,2003,24.89197,,,,
20-Jun-03,6,2003,24.83293,,,,
21-Jun-03,6,2003,23.73333,,,,
22-Jun-03,6,2003,24.46126,,,,
23-Jun-03,6,2003,25.30655,0.2,,,
24-Jun-03,6,2003,24.96726,,,,
25-Jun-03,6,2003,24.61322,,,,
26-Jun-03,6,2003,24.3254,,,,
27-Jun-03,6,2003,23.87271,,,,
28-Jun-03,6,2003,23.6964,,,,
29-Jun-03,6,2003,23.37252,0.2,,,
30-Jun-03,6,2003,24.13385,,,,
1-Jul-03,7,2003,23.99672,,,,
2-Jul-03,7,2003,24.19603,,,,
3-Jul-03,7,2003,24.61751,,,,
4-Jul-03,7,2003,21.99656,,,,
5-Jul-03,7,2003,21.61423,,,,
6-Jul-03,7,2003,22.60254,,,,
7-Jul-03,7,2003,24.08916,,,,
8-Jul-03,7,2003,24.43212,0.2,0.004,17,10
9-Jul-03,7,2003,24.54107,,,,
10-Jul-03,7,2003,24.43773,,,,
11-Jul-03,7,2003,23.67671,,,,
12-Jul-03,7,2003,22.65124,,,,
13-Jul-03,7,2003,22.7698,,,,
14-Jul-03,7,2003,23.51068,,,,
15-Jul-03,7,2003,23.34505,,,,
16-Jul-03,7,2003,23.8403,0.2,,,
17-Jul-03,7,2003,23.90323,,,,
18-Jul-03,7,2003,23.62211,,,,
19-Jul-03,7,2003,22.74173,,,,
20-Jul-03,7,2003,22.65197,,,,
21-Jul-03,7,2003,23.66027,0.2,,,
22-Jul-03,7,2003,23.47302,,,,
23-Jul-03,7,2003,23.40866,,,,
24-Jul-03,7,2003,23.55704,,,,
25-Jul-03,7,2003,23.43389,,,,
26-Jul-03,7,2003,22.7221,,,,
27-Jul-03,7,2003,22.68073,,,,
28-Jul-03,7,2003,24.4203,0.2,,,
29-Jul-03,7,2003,23.95965,,,,
30-Jul-03,7,2003,24.179,,,,
31-Jul-03,7,2003,24.22499,,,,
1-Aug-03,8,2003,23.65091,,,,
2-Aug-03,8,2003,22.93054,,,,
3-Aug-03,8,2003,22.28237,,,,
4-Aug-03,8,2003,23.5991,0.2,,,
5-Aug-03,8,2003,23.97957,,,,
6-Aug-03,8,2003,24.18005,,,,
7-Aug-03,8,2003,24.40477,,,,
8-Aug-03,8,2003,23.97351,,,,
9-Aug-03,8,2003,22.90965,,,,
10-Aug-03,8,2003,22.20419,,,,
11-Aug-03,8,2003,23.83912,,,,
12-Aug-03,8,2003,24.05284,0.2,0.005,19,10
13-Aug-03,8,2003,23.85043,,,,
14-Aug-03,8,2003,24.16575,,,,
15-Aug-03,8,2003,23.36373,,,,
16-Aug-03,8,2003,22.53559,,,,
17-Aug-03,8,2003,22.92896,,,,
18-Aug-03,8,2003,23.89642,,,,
19-Aug-03,8,2003,24.22622,,,,
20-Aug-03,8,2003,24.24119,0.2,,,
21-Aug-03,8,2003,23.99615,,,,
22-Aug-03,8,2003,22.88978,,,,
23-Aug-03,8,2003,22.68709,,,,
24-Aug-03,8,2003,22.57684,,,,
25-Aug-03,8,2003,23.7114,,,,
26-Aug-03,8,2003,23.75222,,,,
27-Aug-03,8,2003,23.79146,0.2,,,
28-Aug-03,8,2003,23.56825,,,,
29-Aug-03,8,2003,23.06794,,,,
30-Aug-03,8,2003,22.19821,,,,
31-Aug-03,8,2003,21.77454,,,,
1-Sep-03,9,2003,22.9049,,,,
2-Sep-03,9,2003,23.90042,,,,
3-Sep-03,9,2003,24.0238,0.2,,,
4-Sep-03,9,2003,23.53555,,,,
5-Sep-03,9,2003,23.20343,,,,
6-Sep-03,9,2003,22.77287,,,,
7-Sep-03,9,2003,23.12164,,,,
8-Sep-03,9,2003,23.75775,,,,
9-Sep-03,9,2003,23.76558,0.39,0.002,18,11
10-Sep-03,9,2003,23.50027,,,,
11-Sep-03,9,2003,23.00573,,,,
12-Sep-03,9,2003,21.9507,,,,
13-Sep-03,9,2003,21.41327,,,,
14-Sep-03,9,2003,22.32889,,,,
15-Sep-03,9,2003,22.59055,0.47,,,
16-Sep-03,9,2003,22.96123,,,,
17-Sep-03,9,2003,22.67261,,,,
18-Sep-03,9,2003,22.09297,,,,
19-Sep-03,9,2003,22.25815,,,,
20-Sep-03,9,2003,21.64838,,,,
21-Sep-03,9,2003,22.01489,,,,
22-Sep-03,9,2003,22.87591,,,,
23-Sep-03,9,2003,23.18695,,,,
24-Sep-03,9,2003,23.25665,,,,
25-Sep-03,9,2003,23.29656,0.2,,,
26-Sep-03,9,2003,22.50875,,,,
27-Sep-03,9,2003,22.09758,,,,
28-Sep-03,9,2003,22.53193,,,,
29-Sep-03,9,2003,23.07323,,,,
30-Sep-03,9,2003,23.05518,,,,
1-Oct-03,10,2003,22.74736,,,,
2-Oct-03,10,2003,22.7579,0.22,,,
3-Oct-03,10,2003,22.44768,,,,
4-Oct-03,10,2003,21.97904,,,,
5-Oct-03,10,2003,22.11043,,,,
6-Oct-03,10,2003,22.80989,,,,
7-Oct-03,10,2003,22.90285,0.26,0.027,19,10
8-Oct-03,10,2003,22.6474,,,,
9-Oct-03,10,2003,22.73539,,,,
10-Oct-03,10,2003,21.96678,,,,
11-Oct-03,10,2003,21.83112,,,,
12-Oct-03,10,2003,21.91902,,,,
13-Oct-03,10,2003,22.71981,,,,
14-Oct-03,10,2003,22.63927,,,,
15-Oct-03,10,2003,22.59431,0.2,,,
16-Oct-03,10,2003,22.78985,,,,
17-Oct-03,10,2003,22.67911,,,,
18-Oct-03,10,2003,21.8968,,,,
19-Oct-03,10,2003,22.08353,,,,
20-Oct-03,10,2003,22.54389,0.26,,,
21-Oct-03,10,2003,22.51664,,,,
22-Oct-03,10,2003,21.77044,,,,
23-Oct-03,10,2003,23.4529,,,,
24-Oct-03,10,2003,22.67942,,,,
25-Oct-03,10,2003,22.1785,,,,
26-Oct-03,10,2003,22.58099,0.3,,,
27-Oct-03,10,2003,23.11954,,,,
28-Oct-03,10,2003,23.27041,,,,
29-Oct-03,10,2003,23.04712,,,,
30-Oct-03,10,2003,22.48292,,,,
31-Oct-03,10,2003,22.45863,,,,
1-Nov-03,11,2003,22.25862,,,,
2-Nov-03,11,2003,22.42297,,,,
3-Nov-03,11,2003,23.14445,,,,
4-Nov-03,11,2003,21.86744,0.3,0.05,19,12
5-Nov-03,11,2003,22.4667,,,,
6-Nov-03,11,2003,23.20675,,,,
7-Nov-03,11,2003,23.0831,,,,
8-Nov-03,11,2003,23.61061,,,,
9-Nov-03,11,2003,24.38394,,,,
10-Nov-03,11,2003,24.00179,,,,
11-Nov-03,11,2003,23.68191,,,,
12-Nov-03,11,2003,24.26107,,,,
13-Nov-03,11,2003,24.46848,0.31,,,
14-Nov-03,11,2003,24.30108,,,,
15-Nov-03,11,2003,24.63499,,,,
16-Nov-03,11,2003,24.57924,,,,
17-Nov-03,11,2003,24.93421,,,,
18-Nov-03,11,2003,25.1865,,,,
19-Nov-03,11,2003,25.23643,0.44,,,
20-Nov-03,11,2003,25.24981,,,,
21-Nov-03,11,2003,24.83641,,,,
22-Nov-03,11,2003,24.61544,,,,
23-Nov-03,11,2003,24.52903,,,,
24-Nov-03,11,2003,24.63315,0.34,,,
25-Nov-03,11,2003,24.84296,,,,
26-Nov-03,11,2003,24.89773,,,,
27-Nov-03,11,2003,23.59599,,,,
28-Nov-03,11,2003,22.84795,,,,
29-Nov-03,11,2003,23.37425,,,,
30-Nov-03,11,2003,25.64135,,,,
1-Dec-03,12,2003,25.40519,,,,
2-Dec-03,12,2003,25.78839,,,,
3-Dec-03,12,2003,21.79909,,,,
4-Dec-03,12,2003,23.70835,,,,
5-Dec-03,12,2003,24.4598,,,,
6-Dec-03,12,2003,24.21212,,,,
7-Dec-03,12,2003,24.00136,,,,
8-Dec-03,12,2003,23.94581,,,,
9-Dec-03,12,2003,23.88977,0.42,,,12
10-Dec-03,12,2003,26.31559,,,,
11-Dec-03,12,2003,25.46764,,,,
12-Dec-03,12,2003,23.98876,,,,
13-Dec-03,12,2003,23.09693,,,,
14-Dec-03,12,2003,23.71256,,,,
15-Dec-03,12,2003,24.28526,,,,
16-Dec-03,12,2003,24.415,,,,
17-Dec-03,12,2003,24.67023,,,,
18-Dec-03,12,2003,24.54348,,,,
19-Dec-03,12,2003,23.98721,,,,
20-Dec-03,12,2003,23.85284,,,,
21-Dec-03,12,2003,24.70719,,,,
22-Dec-03,12,2003,24.34884,,,,
23-Dec-03,12,2003,24.12524,,,,
24-Dec-03,12,2003,24.28593,,,,
25-Dec-03,12,2003,23.80725,,,,
26-Dec-03,12,2003,24.06462,,,,
27-Dec-03,12,2003,23.60552,,,,
28-Dec-03,12,2003,23.71614,,,,
29-Dec-03,12,2003,29.83167,,,,
30-Dec-03,12,2003,31.41272,,,,
31-Dec-03,12,2003,28.17846,,,,
1-Jan-04,1,2004,35.5519,,,,
2-Jan-04,1,2004,33.47642,,,,
3-Jan-04,1,2004,30.90529,,,,
4-Jan-04,1,2004,30.04296,,,,
5-Jan-04,1,2004,30.077,,,,
6-Jan-04,1,2004,29.33372,,,,
7-Jan-04,1,2004,28.51857,,,,
8-Jan-04,1,2004,27.77363,,,,
9-Jan-04,1,2004,26.81604,,,,
10-Jan-04,1,2004,26.13401,,,,
11-Jan-04,1,2004,26.29174,,,,
12-Jan-04,1,2004,27.06851,0.34,,,10
13-Jan-04,1,2004,27.06743,,,,
14-Jan-04,1,2004,26.94525,,,,
15-Jan-04,1,2004,26.89954,,,,
16-Jan-04,1,2004,25.6918,,,,
17-Jan-04,1,2004,24.96527,,,,
18-Jan-04,1,2004,24.55297,,,,
19-Jan-04,1,2004,26.23414,,,,
20-Jan-04,1,2004,25.98913,,,,
21-Jan-04,1,2004,25.30691,,,,
22-Jan-04,1,2004,25.78985,,,,
23-Jan-04,1,2004,25.11495,,,,
24-Jan-04,1,2004,25.65371,,,,
25-Jan-04,1,2004,25.81066,,,,
26-Jan-04,1,2004,26.53271,,,,
27-Jan-04,1,2004,26.21931,,,,
28-Jan-04,1,2004,26.02458,,,,
29-Jan-04,1,2004,26.19556,,,,
30-Jan-04,1,2004,25.197,,,,
31-Jan-04,1,2004,24.91627,,,,
1-Feb-04,2,2004,24.71568,,,,
2-Feb-04,2,2004,28.36284,,,,
3-Feb-04,2,2004,29.85111,0.37,0.019,,
4-Feb-04,2,2004,28.52414,,,,
5-Feb-04,2,2004,27.29047,,,,
6-Feb-04,2,2004,26.45218,,,,
7-Feb-04,2,2004,25.92841,,,,
8-Feb-04,2,2004,25.76262,,,,
9-Feb-04,2,2004,28.05539,,,,
10-Feb-04,2,2004,25.78677,,,,
11-Feb-04,2,2004,26.04202,,,,
12-Feb-04,2,2004,26.17512,,,,
13-Feb-04,2,2004,25.73962,,,,
14-Feb-04,2,2004,24.94537,,,,
15-Feb-04,2,2004,24.11652,,,,
16-Feb-04,2,2004,25.25416,,,,
17-Feb-04,2,2004,25.83439,,,,
18-Feb-04,2,2004,26.1011,,,,
19-Feb-04,2,2004,26.24783,,,,
20-Feb-04,2,2004,25.35636,,,,
21-Feb-04,2,2004,24.88266,,,,
22-Feb-04,2,2004,25.76003,,,,
23-Feb-04,2,2004,25.41087,,,,
24-Feb-04,2,2004,25.10862,,,21,
25-Feb-04,2,2004,32.4586,,,,
26-Feb-04,2,2004,34.41323,,,,
27-Feb-04,2,2004,31.34958,,,,
28-Feb-04,2,2004,29.57144,,,,
29-Feb-04,2,2004,28.7802,,,,
1-Mar-04,3,2004,29.08145,,,,
2-Mar-04,3,2004,28.49608,,,,
3-Mar-04,3,2004,27.45872,,,,
4-Mar-04,3,2004,26.90468,,,,
5-Mar-04,3,2004,26.63617,,,,
6-Mar-04,3,2004,26.13325,,,,
7-Mar-04,3,2004,26.28708,,,,
8-Mar-04,3,2004,26.6004,,,,
9-Mar-04,3,2004,26.37819,,,,
10-Mar-04,3,2004,27.09979,0.24,,,12
11-Mar-04,3,2004,25.47852,,,,
12-Mar-04,3,2004,25.29808,,,,
13-Mar-04,3,2004,24.36793,,,,
14-Mar-04,3,2004,24.79795,,,,
15-Mar-04,3,2004,25.54233,,,,
16-Mar-04,3,2004,25.36149,,,,
17-Mar-04,3,2004,25.55157,,,,
18-Mar-04,3,2004,25.9852,,,,
19-Mar-04,3,2004,25.2439,,,,
20-Mar-04,3,2004,23.79828,,,,
21-Mar-04,3,2004,24.34265,,,,
22-Mar-04,3,2004,25.15423,,,,
23-Mar-04,3,2004,24.66622,,,,
24-Mar-04,3,2004,25.28689,,,,
25-Mar-04,3,2004,26.26123,,,,
26-Mar-04,3,2004,24.25442,,,,
27-Mar-04,3,2004,23.62107,,,,
28-Mar-04,3,2004,23.88123,,,,
29-Mar-04,3,2004,24.96433,,,,
30-Mar-04,3,2004,24.8465,,,,
31-Mar-04,3,2004,24.87901,,,,
1-Apr-04,4,2004,24.55014,,,,
2-Apr-04,4,2004,24.2797,,,,
3-Apr-04,4,2004,23.91456,,,,
4-Apr-04,4,2004,24.11594,,,,
5-Apr-04,4,2004,24.66018,,,,
6-Apr-04,4,2004,25.1299,,,,
7-Apr-04,4,2004,24.56338,,,,
8-Apr-04,4,2004,25.87279,0.23,,,14
9-Apr-04,4,2004,24.40208,,,,
10-Apr-04,4,2004,23.57748,,,,
11-Apr-04,4,2004,23.86918,,,,
12-Apr-04,4,2004,24.9453,,,,
13-Apr-04,4,2004,24.70358,,,,
14-Apr-04,4,2004,24.70484,,,,
15-Apr-04,4,2004,24.57131,,,,
16-Apr-04,4,2004,23.54485,,,,
17-Apr-04,4,2004,22.98297,,,,
18-Apr-04,4,2004,23.92835,,,,
19-Apr-04,4,2004,24.04333,,,,
20-Apr-04,4,2004,23.92719,,,,
21-Apr-04,4,2004,23.9507,,,,
22-Apr-04,4,2004,23.96416,,,,
23-Apr-04,4,2004,23.37132,,,,
24-Apr-04,4,2004,22.66853,,,,
25-Apr-04,4,2004,22.54949,,,,
26-Apr-04,4,2004,23.4598,,,,
27-Apr-04,4,2004,23.62924,,,,
28-Apr-04,4,2004,24.37542,,,,
29-Apr-04,4,2004,24.26245,,,,
30-Apr-04,4,2004,23.57476,,,,
1-May-04,5,2004,22.75023,,,,
2-May-04,5,2004,22.77995,,,,
3-May-04,5,2004,23.41674,,,,
4-May-04,5,2004,23.30186,0.2,0.004,23,13
5-May-04,5,2004,23.72942,,,,
6-May-04,5,2004,24.4821,,,,
7-May-04,5,2004,23.40323,,,,
8-May-04,5,2004,22.61968,,,,
9-May-04,5,2004,22.79815,,,,
10-May-04,5,2004,23.77963,,,,
11-May-04,5,2004,23.65475,,,,
12-May-04,5,2004,23.33784,,,,
13-May-04,5,2004,23.14459,,,,
14-May-04,5,2004,23.77922,,,,
15-May-04,5,2004,22.48914,,,,
16-May-04,5,2004,22.39222,,,,
17-May-04,5,2004,22.96664,,,,
18-May-04,5,2004,23.03988,,,,
19-May-04,5,2004,23.13905,,,,
20-May-04,5,2004,22.82508,,,,
21-May-04,5,2004,22.9764,,,,
22-May-04,5,2004,22.61751,,,,
23-May-04,5,2004,22.78004,,,,
24-May-04,5,2004,23.92618,,,,
25-May-04,5,2004,24.26426,,,,
26-May-04,5,2004,23.99813,,,,
27-May-04,5,2004,23.34081,,,,
28-May-04,5,2004,22.93697,,,,
29-May-04,5,2004,21.82709,,,,
30-May-04,5,2004,21.35794,,,,
31-May-04,5,2004,22.91308,,,,
1-Jun-04,6,2004,24.42318,,,,
2-Jun-04,6,2004,23.86623,,,,
3-Jun-04,6,2004,23.55882,,,,
4-Jun-04,6,2004,23.18036,,,,
5-Jun-04,6,2004,22.61848,,,,
6-Jun-04,6,2004,22.6629,,,,
7-Jun-04,6,2004,23.88272,0.2,0.001,,12
8-Jun-04,6,2004,23.85873,,,,
9-Jun-04,6,2004,24.38331,,,,
10-Jun-04,6,2004,24.05832,,,,
11-Jun-04,6,2004,23.15873,,,,
12-Jun-04,6,2004,22.03199,,,,
13-Jun-04,6,2004,22.21905,,,,
14-Jun-04,6,2004,23.40379,,,,
15-Jun-04,6,2004,23.00343,,,,
16-Jun-04,6,2004,23.1562,,,,
17-Jun-04,6,2004,23.55046,,,,
18-Jun-04,6,2004,22.72993,,,,
19-Jun-04,6,2004,21.84873,,,,
20-Jun-04,6,2004,21.72516,,,,
21-Jun-04,6,2004,22.84987,,,,
22-Jun-04,6,2004,23.14905,,,,
23-Jun-04,6,2004,22.97312,,,,
24-Jun-04,6,2004,22.92196,,,,
25-Jun-04,6,2004,22.73663,,,,
26-Jun-04,6,2004,21.70481,,,,
27-Jun-04,6,2004,21.45068,,,,
28-Jun-04,6,2004,22.76738,,,,
29-Jun-04,6,2004,22.56546,,,,
30-Jun-04,6,2004,23.0645,,,,
1-Jul-04,7,2004,22.8817,,,,
2-Jul-04,7,2004,22.495,,,,
3-Jul-04,7,2004,21.20141,,,,
4-Jul-04,7,2004,20.44317,,,,
5-Jul-04,7,2004,21.56869,,,,
6-Jul-04,7,2004,22.51019,,,,
7-Jul-04,7,2004,22.54147,,,,
8-Jul-04,7,2004,22.57599,,,,
9-Jul-04,7,2004,22.33688,,,,
10-Jul-04,7,2004,21.38468,,,,
11-Jul-04,7,2004,21.40602,,,,
12-Jul-04,7,2004,22.59883,,,,
13-Jul-04,7,2004,22.60309,,,,
14-Jul-04,7,2004,22.67363,0.2,0.003,,12
15-Jul-04,7,2004,22.85933,,,,
16-Jul-04,7,2004,22.31863,,,,
17-Jul-04,7,2004,21.27942,,,,
18-Jul-04,7,2004,21.26916,,,,
19-Jul-04,7,2004,22.19868,,,,
20-Jul-04,7,2004,22.31399,,,,
21-Jul-04,7,2004,23.03695,,,,
22-Jul-04,7,2004,22.95907,,,,
23-Jul-04,7,2004,22.71119,,,,
24-Jul-04,7,2004,21.89049,,,,
25-Jul-04,7,2004,22.04905,,,,
26-Jul-04,7,2004,23.1527,,,,
27-Jul-04,7,2004,22.95806,,,,
28-Jul-04,7,2004,23.1494,,,,
29-Jul-04,7,2004,23.87094,,,,
30-Jul-04,7,2004,22.95279,,,,
31-Jul-04,7,2004,21.54962,,,,
1-Aug-04,8,2004,21.63457,,,,
2-Aug-04,8,2004,23.24282,,,,
3-Aug-04,8,2004,23.60209,,,,
4-Aug-04,8,2004,23.4257,,,,
5-Aug-04,8,2004,23.4832,,,,
6-Aug-04,8,2004,22.88556,,,,
7-Aug-04,8,2004,22.23109,,,,
8-Aug-04,8,2004,22.02121,,,,
9-Aug-04,8,2004,23.1455,,,,
10-Aug-04,8,2004,23.04997,0.2,0.003,23,12
11-Aug-04,8,2004,23.13558,,,,
12-Aug-04,8,2004,23.19762,,,,
13-Aug-04,8,2004,,,,,
14-Aug-04,8,2004,21.10596,,,,
15-Aug-04,8,2004,20.99506,,,,
16-Aug-04,8,2004,22.19156,,,,
17-Aug-04,8,2004,22.61095,,,,
18-Aug-04,8,2004,21.89438,,,,
19-Aug-04,8,2004,22.54305,,,,
20-Aug-04,8,2004,22.10742,,,,
21-Aug-04,8,2004,21.7261,,,,
22-Aug-04,8,2004,22.25953,,,,
