,Date,NH3 mg/L N_x,flow mgd_x,NO3 mg/L N_x,NO2 mg/L N,N+N mg/L N,P mg/L P,PO4 mg/L P,flow mgd_y,NH3 mg/L N_y,NO3 mg/L N_y,TP mg/L P,NH3 mg/L N,NO3 mg/L N,flow mgd
654,2012-05-16,1.24,5.981999999999999,1.4733333333333334,0.03635,5.636349999999999,,,9.58,1.24,5.6,,1.24,5.6,5.981999999999999
655,2012-05-17,0.703,5.683,,,6.0,,,8.83,0.703,6.0,,0.703,6.0,5.683
656,2012-05-18,1.21,5.825666666666667,,,,,,9.15,1.21,,,1.21,,5.825666666666667
657,2012-05-19,0.96,5.925333333333334,,,,,,9.27,0.96,,,0.96,,5.925333333333334
658,2012-05-20,1.01,6.229666666666667,,,,,,9.72,1.01,,,1.01,,6.229666666666667
659,2012-05-21,0.93,5.636666666666667,,,6.2,,,8.81,0.93,6.2,,0.93,6.2,5.636666666666667
660,2012-05-22,0.998,5.703,1.9033333333333335,0.034,1.9373333333333336,,0.2695067264573991,8.65,0.998,,,0.998,1.9033333333333335,5.703
661,2012-05-23,1.07,5.782666666666667,,,,,,9.0,1.07,,,1.07,,5.782666666666667
662,2012-05-24,0.8909999999999999,6.129333333333334,,,,,,9.74,0.8909999999999999,,,0.8909999999999999,,6.129333333333334
663,2012-05-25,1.38,5.696666666666666,,,,,,8.87,1.38,,,1.38,,5.696666666666666
664,2012-05-26,1.26,6.239999999999999,,,,,,9.99,1.26,,,1.26,,6.239999999999999
665,2012-05-27,1.02,5.690333333333332,,,,,,8.94,1.02,,,1.02,,5.690333333333332
666,2012-05-28,0.9840000000000001,5.485666666666667,,,,,,8.09,0.9840000000000001,,,0.9840000000000001,,5.485666666666667
667,2012-05-29,1.1,5.858666666666667,1.9000000000000001,0.033,6.533,,,9.11,1.1,6.5,,1.1,6.5,5.858666666666667
668,2012-05-30,1.53,5.796333333333333,,,,,,9.16,1.53,,,1.53,,5.796333333333333
669,2012-05-31,1.18,5.796333333333333,,,,,,9.17,1.18,,,1.18,,5.796333333333333
670,2012-06-01,1.24,5.761,,,,,,8.88,1.24,,,1.24,,5.761
671,2012-06-02,0.826,6.147666666666666,,,,,,9.49,0.826,,,0.826,,6.147666666666666
672,2012-06-03,0.828,5.816,,,,,,9.05,0.828,,,0.828,,5.816
673,2012-06-04,0.884,5.682333333333333,,,,,,9.0,0.884,,,0.884,,5.682333333333333
674,2012-06-05,1.0,5.347,1.8900000000000001,,5.9,,,7.86,1.0,5.9,,1.0,5.9,5.347
675,2012-06-06,1.09,6.0,,,,,,9.56,1.09,,,1.09,,6.0
676,2012-06-07,1.06,5.801666666666666,,,,,,9.1,1.06,,,1.06,,5.801666666666666
677,2012-06-08,0.9109999999999999,5.743666666666667,,,,,,8.8,0.9109999999999999,,,0.9109999999999999,,5.743666666666667
678,2012-06-09,0.937,6.096666666666667,,,,,,9.63,0.937,,,0.937,,6.096666666666667
679,2012-06-10,0.821,5.666666666666667,,,,,,8.98,0.821,,,0.821,,5.666666666666667
680,2012-06-11,0.8220000000000001,5.7556666666666665,,,,,,8.76,0.8220000000000001,,,0.8220000000000001,,5.7556666666666665
681,2012-06-12,1.03,5.386,2.058333333333333,0.031,6.431,,,8.11,1.03,6.4,,1.03,6.4,5.386
682,2012-06-13,0.847,5.741333333333333,,,,,,9.0,0.847,,,0.847,,5.741333333333333
683,2012-06-14,1.01,5.882000000000001,,,,,,9.29,1.01,,,1.01,,5.882000000000001
684,2012-06-15,1.09,5.608999999999999,,,,,,8.53,1.09,,,1.09,,5.608999999999999
685,2012-06-16,0.946,5.822,,,,,,8.97,0.946,,,0.946,,5.822
686,2012-06-17,1.05,5.801333333333333,,,,,,9.18,1.05,,,1.05,,5.801333333333333
687,2012-06-18,0.8640000000000001,5.441333333333334,,,,,,8.46,0.8640000000000001,,,0.8640000000000001,,5.441333333333334
688,2012-06-19,0.807,5.794333333333334,1.5966666666666667,,6.3,,0.351270553064275,8.84,0.807,6.3,,0.807,6.3,5.794333333333334
689,2012-06-20,0.742,5.384333333333333,,,,,,8.28,0.742,,,0.742,,5.384333333333333
690,2012-06-21,0.848,5.8693333333333335,,,,,,9.18,0.848,,,0.848,,5.8693333333333335
691,2012-06-22,0.7979999999999999,5.599666666666667,,,,,,8.75,0.7979999999999999,,,0.7979999999999999,,5.599666666666667
692,2012-06-23,0.847,5.841333333333334,,,,,,9.12,0.847,,,0.847,,5.841333333333334
693,2012-06-24,0.935,5.412333333333334,,,,,,8.3,0.935,,,0.935,,5.412333333333334
694,2012-06-25,0.6729999999999999,5.768,,,,,,9.07,0.6729999999999999,,,0.6729999999999999,,5.768
695,2012-06-26,0.787,5.517333333333333,1.441666666666667,,5.9,,,8.37,0.787,5.9,,0.787,5.9,5.517333333333333
696,2012-06-27,1.31,5.567333333333333,,,,,,8.53,1.31,,,1.31,,5.567333333333333
697,2012-06-28,0.865,5.817333333333333,,,,,,9.26,0.865,,,0.865,,5.817333333333333
698,2012-06-29,1.28,5.770666666666666,,,,,,9.01,1.28,,,1.28,,5.770666666666666
699,2012-06-30,0.9490000000000001,5.618666666666667,,,,,,8.8,0.9490000000000001,,,0.9490000000000001,,5.618666666666667
700,2012-07-01,1.01,5.767333333333333,,,,,,8.83,1.01,,,1.01,,5.767333333333333
701,2012-07-02,0.9490000000000001,5.3580000000000005,,,,,,8.21,0.9490000000000001,,,0.9490000000000001,,5.3580000000000005
702,2012-07-03,0.851,5.726333333333334,1.366666666666667,0.02036666666666667,6.020366666666667,,0.3333333333333333,9.01,0.851,6.0,,0.851,6.0,5.726333333333334
703,2012-07-04,0.9640000000000001,5.770666666666667,,,,,,8.99,0.9640000000000001,,,0.9640000000000001,,5.770666666666667
704,2012-07-05,0.858,5.612333333333333,,,,,,8.79,0.858,,,0.858,,5.612333333333333
705,2012-07-06,0.919,5.597,,,,,,8.38,0.919,,,0.919,,5.597
706,2012-07-07,1.03,5.846333333333334,,,,,,9.18,1.03,,,1.03,,5.846333333333334
707,2012-07-08,0.977,5.4013333333333335,,,,,,8.42,0.977,,,0.977,,5.4013333333333335
708,2012-07-09,0.8690000000000001,5.781666666666666,,,,,,8.92,0.8690000000000001,,,0.8690000000000001,,5.781666666666666
709,2012-07-10,0.8170000000000001,5.358666666666667,1.4533333333333334,0.02716666666666667,6.027166666666667,,,8.16,0.8170000000000001,6.0,,0.8170000000000001,6.0,5.358666666666667
710,2012-07-11,0.922,5.509666666666667,,,,,,8.33,0.922,,,0.922,,5.509666666666667
711,2012-07-12,0.9690000000000001,5.576333333333333,,,,,,8.54,0.9690000000000001,,,0.9690000000000001,,5.576333333333333
712,2012-07-13,0.865,5.809,,,,,,9.12,0.865,,,0.865,,5.809
713,2012-07-14,0.94,5.864999999999999,,,,,,9.12,0.94,,,0.94,,5.864999999999999
714,2012-07-15,0.983,5.310666666666667,,,,,,7.79,0.983,,,0.983,,5.310666666666667
715,2012-07-16,0.621,5.262666666666667,,,,,,8.68,0.621,,,0.621,,5.262666666666667
716,2012-07-17,0.914,5.975333333333334,1.445,0.0238,5.7238,,,8.65,0.914,5.7,,0.914,5.7,5.975333333333334
717,2012-07-18,0.9209999999999999,6.0120000000000005,,,,,,9.21,0.9209999999999999,,,0.9209999999999999,,6.0120000000000005
718,2012-07-19,0.89,5.663666666666667,,,,,,8.8,0.89,,,0.89,,5.663666666666667
719,2012-07-20,0.893,5.63,,,,,,8.79,0.893,,,0.893,,5.63
720,2012-07-21,0.863,5.5,,,,,,8.3,0.863,,,0.863,,5.5
721,2012-07-22,0.835,5.373,,,,,,8.31,0.835,,,0.835,,5.373
722,2012-07-23,0.956,5.712666666666667,,,,,,8.74,0.956,,,0.956,,5.712666666666667
723,2012-07-24,0.852,5.331,1.5916666666666668,0.02016666666666667,5.620166666666666,,,8.14,0.852,5.6,,0.852,5.6,5.331
724,2012-07-25,0.525,5.483999999999999,,,,,,8.31,0.525,,,0.525,,5.483999999999999
725,2012-07-26,0.8320000000000001,5.625,,,,,,8.78,0.8320000000000001,,,0.8320000000000001,,5.625
726,2012-07-27,0.65,5.555666666666666,,,,,,8.68,0.65,,,0.65,,5.555666666666666
727,2012-07-28,0.836,5.573333333333333,,,,,,8.48,0.836,,,0.836,,5.573333333333333
728,2012-07-29,1.09,5.268666666666667,,,,,,7.96,1.09,,,1.09,,5.268666666666667
729,2012-07-30,0.607,5.797,,,,,,8.92,0.607,,,0.607,,5.797
730,2012-07-31,1.1,5.354333333333334,1.4500000000000002,0.03556,5.33556,,,8.14,1.1,5.3,,1.1,5.3,5.354333333333334
731,2012-08-01,1.12,5.514666666666667,,,,,,8.3,1.12,,,1.12,,5.514666666666667
732,2012-08-02,0.919,5.513333333333333,,,,,,8.36,0.919,,,0.919,,5.513333333333333
733,2012-08-03,0.877,5.557333333333333,,,,,,8.42,0.877,,,0.877,,5.557333333333333
734,2012-08-04,0.703,5.844,,,,,,8.98,0.703,,,0.703,,5.844
735,2012-08-05,0.8109999999999999,5.427333333333333,,,,,,8.21,0.8109999999999999,,,0.8109999999999999,,5.427333333333333
736,2012-08-06,0.897,5.9173333333333344,,,,,,9.15,0.897,,,0.897,,5.9173333333333344
737,2012-08-07,0.9540000000000001,5.386666666666667,1.7233333333333334,0.023,5.622999999999999,,0.09417040358744394,8.24,0.9540000000000001,5.6,,0.9540000000000001,5.6,5.386666666666667
738,2012-08-08,0.963,5.605999999999999,,,,,,8.2,0.963,,,0.963,,5.605999999999999
739,2012-08-09,1.19,5.567,,,,,,8.46,1.19,,,1.19,,5.567
740,2012-08-10,1.06,5.283333333333334,,,,,,8.06,1.06,,,1.06,,5.283333333333334
741,2012-08-11,1.15,5.592,,,,,,8.4,1.15,,,1.15,,5.592
742,2012-08-12,1.11,5.842666666666666,,,,,,9.01,1.11,,,1.11,,5.842666666666666
743,2012-08-13,1.13,5.827333333333333,,,,,,8.38,1.13,,,1.13,,5.827333333333333
744,2012-08-14,1.43,5.0360000000000005,,,,,,7.2,1.43,,,1.43,,5.0360000000000005
745,2012-08-15,1.23,5.609000000000001,1.8,0.03983333333333334,5.339833333333333,,,8.22,1.23,5.3,,1.23,5.3,5.609000000000001
746,2012-08-16,0.889,5.843666666666667,,,,,,8.79,0.889,,,0.889,,5.843666666666667
747,2012-08-17,1.11,5.484333333333335,,,,,,8.31,1.11,,,1.11,,5.484333333333335
748,2012-08-18,1.07,5.5906666666666665,,,,,,8.45,1.07,,,1.07,,5.5906666666666665
749,2012-08-19,1.14,5.791666666666667,,,,,,8.38,1.14,,,1.14,,5.791666666666667
750,2012-08-20,1.22,5.463333333333334,,,,,,8.08,1.22,,,1.22,,5.463333333333334
751,2012-08-21,1.06,5.578,1.8333333333333333,0.052833333333333336,4.852833333333333,,,8.34,1.06,4.8,,1.06,4.8,5.578
752,2012-08-22,1.09,5.554666666666666,,,,,,8.53,1.09,,,1.09,,5.554666666666666
753,2012-08-23,0.865,5.702333333333333,,,,,,8.89,0.865,,,0.865,,5.702333333333333
754,2012-08-24,0.867,5.722666666666666,,,,,,8.79,0.867,,,0.867,,5.722666666666666
755,2012-08-25,0.86,5.884333333333333,,,,,,9.2,0.86,,,0.86,,5.884333333333333
756,2012-08-26,1.02,5.880333333333333,,,,,,9.06,1.02,,,1.02,,5.880333333333333
757,2012-08-27,0.866,5.796666666666667,,,,,,8.88,0.866,,,0.866,,5.796666666666667
758,2012-08-28,0.88,5.635333333333333,1.7666666666666664,0.045500000000000006,4.5455,,,8.69,0.88,4.5,,0.88,4.5,5.635333333333333
759,2012-08-29,0.94,5.437333333333334,,,,,,7.88,0.94,,,0.94,,5.437333333333334
760,2012-08-30,0.767,6.068333333333334,,,,,,9.13,0.767,,,0.767,,6.068333333333334
761,2012-08-31,1.03,5.895333333333333,,,,,,9.31,1.03,,,1.03,,5.895333333333333
762,2012-09-01,0.971,5.729666666666667,,,,,,8.76,0.971,,,0.971,,5.729666666666667
763,2012-09-02,0.9259999999999999,5.273666666666666,,,,,,8.12,0.9259999999999999,,,0.9259999999999999,,5.273666666666666
764,2012-09-03,0.963,5.844,,,,,,8.68,0.963,,,0.963,,5.844
765,2012-09-04,0.865,5.416333333333334,2.0666666666666664,0.035,5.135,,0.06128550074738417,8.31,0.865,5.1,,0.865,5.1,5.416333333333334
766,2012-09-05,1.1,5.922666666666667,,,,,,8.71,1.1,,,1.1,,5.922666666666667
767,2012-09-06,1.2,5.796,,,,,,8.88,1.2,,,1.2,,5.796
768,2012-09-07,0.9690000000000001,5.722666666666666,,,,,,8.76,0.9690000000000001,,,0.9690000000000001,,5.722666666666666
769,2012-09-08,1.11,5.748666666666666,,,,,,8.77,1.11,,,1.11,,5.748666666666666
770,2012-09-09,1.06,5.906,,,,,,8.79,1.06,,,1.06,,5.906
771,2012-09-10,1.02,5.671,,,,,,8.55,1.02,,,1.02,,5.671
772,2012-09-11,1.08,5.933,2.2333333333333334,0.036,4.635999999999999,,,9.26,1.08,4.6,,1.08,4.6,5.933
773,2012-09-12,1.06,5.842,,,,,,8.93,1.06,,,1.06,,5.842
774,2012-09-13,1.09,5.747333333333333,,,,,,8.49,1.09,,,1.09,,5.747333333333333
775,2012-09-14,1.04,5.645666666666666,,,,,,8.68,1.04,,,1.04,,5.645666666666666
776,2012-09-15,0.887,5.673333333333333,,,,,,8.87,0.887,,,0.887,,5.673333333333333
777,2012-09-16,1.0,6.132666666666666,,,,,,9.35,1.0,,,1.0,,6.132666666666666
778,2012-09-17,0.9840000000000001,5.7123333333333335,,,,,,8.65,0.9840000000000001,,,0.9840000000000001,,5.7123333333333335
779,2012-09-18,1.19,5.503333333333333,2.3666666666666667,0.0575,5.4575000000000005,,,8.5,1.19,5.4,,1.19,5.4,5.503333333333333
780,2012-09-19,1.05,5.554666666666667,,,,,,8.21,1.05,,,1.05,,5.554666666666667
781,2012-09-20,1.11,5.847333333333334,,,,,,8.99,1.11,,,1.11,,5.847333333333334
782,2012-09-21,1.09,5.743666666666667,,,,,,8.88,1.09,,,1.09,,5.743666666666667
783,2012-09-22,1.13,5.9270000000000005,,,,,,9.21,1.13,,,1.13,,5.9270000000000005
784,2012-09-23,1.07,5.4013333333333335,,,,,,8.11,1.07,,,1.07,,5.4013333333333335
785,2012-09-24,1.21,5.711333333333333,,,,,,8.7,1.21,,,1.21,,5.711333333333333
786,2012-09-25,1.07,6.067,2.5500000000000003,0.055999999999999994,5.256,,,9.21,1.07,5.2,,1.07,5.2,6.067
787,2012-09-26,1.1,5.355999999999999,,,,,,8.18,1.1,,,1.1,,5.355999999999999
788,2012-09-27,0.7240000000000001,5.183666666666666,,,,,,8.45,0.7240000000000001,,,0.7240000000000001,,5.183666666666666
789,2012-09-28,1.02,5.450333333333333,,,,,,8.19,1.02,,,1.02,,5.450333333333333
790,2012-09-29,1.22,5.969000000000001,,,,,,8.8,1.22,,,1.22,,5.969000000000001
791,2012-09-30,1.17,5.624666666666666,,,,,,8.62,1.17,,,1.17,,5.624666666666666
792,2012-10-01,1.06,5.681,,,,,,8.73,1.06,,,1.06,,5.681
793,2012-10-02,1.09,5.745,2.566666666666667,0.13,5.53,,0.08071748878923768,8.85,1.09,5.4,,1.09,5.4,5.745
794,2012-10-03,1.02,5.550666666666667,,,,,,8.42,1.02,,,1.02,,5.550666666666667
795,2012-10-04,1.12,5.5136666666666665,,,,,,8.2,1.12,,,1.12,,5.5136666666666665
796,2012-10-05,1.06,5.696666666666666,,,,,,8.65,1.06,,,1.06,,5.696666666666666
797,2012-10-06,1.04,5.584666666666667,,,,,,8.48,1.04,,,1.04,,5.584666666666667
798,2012-10-07,1.0,5.531333333333333,,,,,,8.34,1.0,,,1.0,,5.531333333333333
799,2012-10-08,1.07,5.718666666666667,,,,,,8.75,1.07,,,1.07,,5.718666666666667
800,2012-10-09,1.03,5.581,2.25,0.091,5.191,,,8.56,1.03,5.1,,1.03,5.1,5.581
801,2012-10-10,0.732,4.819,,,,,,6.13,0.732,,,0.732,,4.819
802,2012-10-11,1.19,5.576666666666665,,,,,,8.54,1.19,,,1.19,,5.576666666666665
803,2012-10-12,1.04,5.970666666666666,,,,,,9.41,1.04,,,1.04,,5.970666666666666
804,2012-10-13,1.04,5.458333333333333,,,,,,8.07,1.04,,,1.04,,5.458333333333333
805,2012-10-14,0.9540000000000001,5.866333333333333,,,,,,8.86,0.9540000000000001,,,0.9540000000000001,,5.866333333333333
806,2012-10-15,0.991,5.632000000000001,,,,,,8.74,0.991,,,0.991,,5.632000000000001
807,2012-10-16,1.02,5.765333333333333,2.35,0.1,4.5,,,9.04,1.02,4.4,,1.02,4.4,5.765333333333333
808,2012-10-17,1.17,5.458333333333333,,,,,,8.19,1.17,,,1.17,,5.458333333333333
809,2012-10-18,0.76,5.809666666666668,,,,,,9.0,0.76,,,0.76,,5.809666666666668
810,2012-10-19,1.08,5.659666666666666,,,,,,8.64,1.08,,,1.08,,5.659666666666666
811,2012-10-20,1.05,5.892,,,,,,9.13,1.05,,,1.05,,5.892
812,2012-10-21,1.0,5.499666666666666,,,,,,8.39,1.0,,,1.0,,5.499666666666666
813,2012-10-22,0.9940000000000001,6.021333333333334,,,,,,9.41,0.9940000000000001,,,0.9940000000000001,,6.021333333333334
814,2012-10-23,0.927,5.576999999999999,1.6349999999999998,,5.1,,,8.59,0.927,5.1,,0.927,5.1,5.576999999999999
815,2012-10-24,1.0,5.727,,,,,,8.4,1.0,,,1.0,,5.727
816,2012-10-25,0.87,5.338666666666666,,,,,,8.12,0.87,,,0.87,,5.338666666666666
817,2012-10-26,1.02,5.688,,,,,,8.75,1.02,,,1.02,,5.688
818,2012-10-27,0.9129999999999999,5.722333333333334,,,,,,8.61,0.9129999999999999,,,0.9129999999999999,,5.722333333333334
819,2012-10-28,0.9359999999999999,5.745333333333334,,,,,,8.84,0.9359999999999999,,,0.9359999999999999,,5.745333333333334
820,2012-10-29,0.8440000000000001,5.995666666666666,,,,,,9.26,0.8440000000000001,,,0.8440000000000001,,5.995666666666666
821,2012-10-30,0.9309999999999999,5.769666666666667,1.7833333333333332,0.059000000000000004,5.059,,,9.11,0.9309999999999999,5.0,,0.9309999999999999,5.0,5.769666666666667
822,2012-10-31,0.86,5.610333333333334,,,,,,8.96,0.86,,,0.86,,5.610333333333334
823,2012-11-01,1.02,5.399333333333334,,,,,,7.9,1.02,,,1.02,,5.399333333333334
824,2012-11-02,0.982,5.593,,,,,,8.65,0.982,,,0.982,,5.593
825,2012-11-03,1.01,5.786666666666666,,,,,,8.87,1.01,,,1.01,,5.786666666666666
826,2012-11-04,0.74,6.283,,,,,,9.83,0.74,,,0.74,,6.283
827,2012-11-05,0.914,5.906666666666666,2.0833333333333335,,4.6,,,9.35,0.914,4.6,,0.914,4.6,5.906666666666666
828,2012-11-06,0.996,5.4319999999999995,,,,,,8.25,0.996,,,0.996,,5.4319999999999995
829,2012-11-07,0.943,5.552,,,,,,8.33,0.943,,,0.943,,5.552
830,2012-11-08,1.07,5.5793333333333335,,,,,,8.51,1.07,,,1.07,,5.5793333333333335
831,2012-11-09,1.03,5.71,,,,,,8.85,1.03,,,1.03,,5.71
832,2012-11-10,1.03,5.591666666666666,,,,,,8.58,1.03,,,1.03,,5.591666666666666
833,2012-11-11,0.703,5.730999999999999,,,,,,8.78,0.703,,,0.703,,5.730999999999999
834,2012-11-12,0.961,5.788,,,,,,9.06,0.961,,,0.961,,5.788
835,2012-11-13,1.02,5.734666666666667,2.1666666666666665,0.066,4.866,,0.34080717488789236,8.87,1.02,4.8,,1.02,4.8,5.734666666666667
836,2012-11-14,1.07,5.687666666666666,,,,,,8.7,1.07,,,1.07,,5.687666666666666
837,2012-11-15,1.01,5.5873333333333335,,,,,,8.91,1.01,,,1.01,,5.5873333333333335
838,2012-11-16,1.06,5.453333333333333,,,,,,8.67,1.06,,,1.06,,5.453333333333333
839,2012-11-17,0.9259999999999999,5.7989999999999995,,,,,,8.89,0.9259999999999999,,,0.9259999999999999,,5.7989999999999995
840,2012-11-18,1.04,5.779666666666667,,,,,,8.99,1.04,,,1.04,,5.779666666666667
841,2012-11-19,1.1,5.696000000000001,,,,,,8.56,1.1,,,1.1,,5.696000000000001
842,2012-11-20,1.18,5.841,2.3833333333333333,0.059000000000000004,6.159,,,9.07,1.18,6.1,,1.18,6.1,5.841
843,2012-11-21,1.14,5.844666666666666,,,,,,9.27,1.14,,,1.14,,5.844666666666666
844,2012-11-22,1.14,5.909333333333333,,,,,,9.04,1.14,,,1.14,,5.909333333333333
845,2012-11-23,1.06,5.435666666666666,,,,,,8.35,1.06,,,1.06,,5.435666666666666
846,2012-11-24,1.06,5.631333333333333,,,,,,8.5,1.06,,,1.06,,5.631333333333333
847,2012-11-25,0.853,5.733999999999999,,,,,,8.76,0.853,,,0.853,,5.733999999999999
848,2012-11-26,0.955,5.846333333333334,,,,,,9.22,0.955,,,0.955,,5.846333333333334
849,2012-11-27,1.21,5.904,1.9333333333333336,0.04,5.24,,,9.27,1.21,5.2,,1.21,5.2,5.904
850,2012-11-28,1.12,5.858333333333333,,,,,,8.87,1.12,,,1.12,,5.858333333333333
851,2012-11-29,1.13,5.739666666666667,,,,,,8.77,1.13,,,1.13,,5.739666666666667
852,2012-11-30,1.12,6.085666666666666,,,,,,9.24,1.12,,,1.12,,6.085666666666666
853,2012-12-01,0.7879999999999999,6.172333333333334,,,,,,9.65,0.7879999999999999,,,0.7879999999999999,,6.172333333333334
854,2012-12-02,1.04,6.544666666666667,,,,,,10.16,1.04,,,1.04,,6.544666666666667
855,2012-12-03,1.02,6.222333333333334,,,,,,9.96,1.02,,,1.02,,6.222333333333334
856,2012-12-04,1.16,6.1819999999999995,2.1,0.29,5.19,,0.1352765321375187,9.77,1.16,4.9,,1.16,4.9,6.1819999999999995
857,2012-12-05,1.08,6.001333333333334,,,,,,8.83,1.08,,,1.08,,6.001333333333334
858,2012-12-06,1.19,6.478999999999999,,,,,,10.1,1.19,,,1.19,,6.478999999999999
859,2012-12-07,0.8490000000000001,6.1626666666666665,,,,,,9.64,0.8490000000000001,,,0.8490000000000001,,6.1626666666666665
860,2012-12-08,1.36,6.345666666666666,,,,,,9.8,1.36,,,1.36,,6.345666666666666
861,2012-12-09,0.937,6.085999999999999,,,,,,9.36,0.937,,,0.937,,6.085999999999999
862,2012-12-10,0.977,6.155666666666666,,,,,,9.63,0.977,,,0.977,,6.155666666666666
863,2012-12-11,1.22,5.925,2.0833333333333335,,4.8,,,9.07,1.22,4.8,,1.22,4.8,5.925
864,2012-12-12,1.46,6.261666666666667,,,,,,9.74,1.46,,,1.46,,6.261666666666667
865,2012-12-13,1.3,5.858999999999999,,,,,,8.95,1.3,,,1.3,,5.858999999999999
866,2012-12-14,0.9520000000000001,5.842,,,,,,9.04,0.9520000000000001,,,0.9520000000000001,,5.842
867,2012-12-15,1.26,6.116,,,,,,9.36,1.26,,,1.26,,6.116
868,2012-12-16,1.02,5.969,,,,,,9.2,1.02,,,1.02,,5.969
869,2012-12-17,1.03,6.173666666666667,,,,,,9.77,1.03,,,1.03,,6.173666666666667
870,2012-12-18,1.13,5.656,2.1,,4.8,,,8.45,1.13,4.8,,1.13,4.8,5.656
871,2012-12-19,0.8959999999999999,5.682333333333332,,,,,,8.62,0.8959999999999999,,,0.8959999999999999,,5.682333333333332
872,2012-12-20,1.33,5.956,,,,,,9.08,1.33,,,1.33,,5.956
873,2012-12-21,0.9520000000000001,5.953,,,,,,9.07,0.9520000000000001,,,0.9520000000000001,,5.953
874,2012-12-22,0.9390000000000001,6.2843333333333335,,,,,,9.44,0.9390000000000001,,,0.9390000000000001,,6.2843333333333335
875,2012-12-23,0.938,6.527,,,,,,9.59,0.938,,,0.938,,6.527
876,2012-12-24,0.8640000000000001,6.601999999999999,,,,,,10.1,0.8640000000000001,,,0.8640000000000001,,6.601999999999999
877,2012-12-25,0.961,6.479666666666667,,,,,,10.24,0.961,,,0.961,,6.479666666666667
878,2012-12-26,1.13,6.545333333333335,2.183333333333333,0.0084,5.4084,,,9.96,1.13,5.4,,1.13,5.4,6.545333333333335
879,2012-12-27,0.804,6.7989999999999995,,,,,,10.37,0.804,,,0.804,,6.7989999999999995
880,2012-12-28,0.963,6.399666666666666,,,,,,10.12,0.963,,,0.963,,6.399666666666666
881,2012-12-29,0.887,6.533333333333334,,,,,,10.16,0.887,,,0.887,,6.533333333333334
882,2012-12-30,0.762,6.339333333333333,,,,,,9.57,0.762,,,0.762,,6.339333333333333
883,2012-12-31,0.929,6.277,,,,,,9.51,0.929,,,0.929,,6.277
884,2013-01-01,0.892,6.080000000000001,,,,,,9.39,0.892,,,0.892,,6.080000000000001
885,2013-01-02,0.951,6.232666666666667,,,,,,9.46,0.951,,,0.951,,6.232666666666667
886,2013-01-03,1.08,6.178,2.3000000000000003,,4.8,,0.1296711509715994,9.37,1.08,4.8,,1.08,4.8,6.178
887,2013-01-04,1.04,6.243666666666667,,,,,,9.72,1.04,,,1.04,,6.243666666666667
888,2013-01-05,0.927,6.304666666666667,,,,,,10.0,0.927,,,0.927,,6.304666666666667
889,2013-01-06,0.941,6.562333333333334,,,,,,10.0,0.941,,,0.941,,6.562333333333334
890,2013-01-07,0.8370000000000001,6.455000000000001,,,,,,9.61,0.8370000000000001,,,0.8370000000000001,,6.455000000000001
891,2013-01-08,0.853,6.415333333333334,2.466666666666667,,5.0,,,10.07,0.853,5.0,,0.853,5.0,6.415333333333334
892,2013-01-09,0.7090000000000001,6.470999999999999,,,,,,10.02,0.7090000000000001,,,0.7090000000000001,,6.470999999999999
893,2013-01-10,0.804,6.125333333333333,,,,,,9.36,0.804,,,0.804,,6.125333333333333
894,2013-01-11,0.951,6.470666666666666,,,,,,10.05,0.951,,,0.951,,6.470666666666666
895,2013-01-12,0.843,6.554666666666667,,,,,,10.28,0.843,,,0.843,,6.554666666666667
896,2013-01-13,0.8140000000000001,6.380333333333333,,,,,,9.92,0.8140000000000001,,,0.8140000000000001,,6.380333333333333
897,2013-01-14,0.341,6.392,,,,,,9.85,0.341,,,0.341,,6.392
898,2013-01-15,1.33,5.895666666666666,2.4333333333333336,0.096,5.296,,,9.09,1.33,5.2,,1.33,5.2,5.895666666666666
899,2013-01-16,1.35,6.1066666666666665,,,,,,9.41,1.35,,,1.35,,6.1066666666666665
900,2013-01-17,1.03,6.169666666666667,,,,,,9.29,1.03,,,1.03,,6.169666666666667
901,2013-01-18,1.07,6.1209999999999996,,,,,,9.76,1.07,,,1.07,,6.1209999999999996
902,2013-01-19,0.898,6.233666666666667,,,,,,9.64,0.898,,,0.898,,6.233666666666667
903,2013-01-20,1.02,6.455333333333333,,,,,,10.39,1.02,,,1.02,,6.455333333333333
904,2013-01-21,1.11,5.9126666666666665,,,,,,8.97,1.11,,,1.11,,5.9126666666666665
905,2013-01-22,0.897,5.9959999999999996,2.3333333333333335,0.053,4.853,,,9.22,0.897,4.8,,0.897,4.8,5.9959999999999996
906,2013-01-23,1.03,5.792333333333333,,,,,,8.75,1.03,,,1.03,,5.792333333333333
907,2013-01-24,0.727,5.999,,,,,,9.13,0.727,,,0.727,,5.999
908,2013-01-25,0.594,5.709666666666667,,,,,,8.88,0.594,,,0.594,,5.709666666666667
909,2013-01-26,0.726,6.261333333333333,,,,,,9.78,0.726,,,0.726,,6.261333333333333
910,2013-01-27,0.518,5.672999999999999,,,,,,8.58,0.518,,,0.518,,5.672999999999999
911,2013-01-28,0.782,6.140666666666665,,,,,,9.54,0.782,,,0.782,,6.140666666666665
912,2013-01-29,0.632,6.021333333333334,,,,,,9.16,0.632,,,0.632,,6.021333333333334
913,2013-01-30,0.693,5.6176666666666675,,,,,,8.73,0.693,,,0.693,,5.6176666666666675
914,2013-01-31,0.43,5.894000000000001,,,,,,8.99,0.43,,,0.43,,5.894000000000001
